"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"2101","34","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","Multiracial","Pass"
"2102","35","PacificLutheranUniversity","Credentials",0,"18","First-year","Male","Multiracial","Pass"
"2103","36","PacificLutheranUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2104","37","PacificLutheranUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2105","38","PacificLutheranUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2106","39","PacificLutheranUniversity","Credentials",1,"18","First-year","Female","African-American","Fail"
"2107","40","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2108","41","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2109","42","PacificLutheranUniversity","NoCredentials",-1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2110","43","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2111","44","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2113","46","PacificLutheranUniversity","NoCredentials",1,"18","First-year","Female","Asian-American","Pass"
"2114","47","PacificLutheranUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2116","49","PacificLutheranUniversity","Credentials",1,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2117","50","PacificLutheranUniversity","NoCredentials",2,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2118","51","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Male","Asian-American","Pass"
"2119","52","PacificLutheranUniversity","NoCredentials",1,"18","First-year","Female","African-American","Pass"
"2120","53","PacificLutheranUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2121","54","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2122","55","PacificLutheranUniversity","Credentials",-1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2123","56","PacificLutheranUniversity","Credentials",2,"18","First-year","Female","Asian-American","Pass"
"2124","57","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","African-American","Fail"
"2125","58","PacificLutheranUniversity","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2126","59","PacificLutheranUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2127","60","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","Asian-American","Pass"
"2128","61","PacificLutheranUniversity","NoCredentials",0,"22","Senior","Male","White, non-Hispanic or latino","Pass"
"2129","62","PacificLutheranUniversity","NoCredentials",0,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2130","63","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2131","64","PacificLutheranUniversity","NoCredentials",0,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"2132","65","PacificLutheranUniversity","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2133","66","PacificLutheranUniversity","Credentials",-1,"19","First-year","Female","Asian-American","Fail"
"2134","67","PacificLutheranUniversity","Credentials",2,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"2135","68","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2136","69","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2137","7","PacificLutheranUniversity","NoCredentials",1,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"2138","70","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
"2139","71","PacificLutheranUniversity","Credentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2140","72","PacificLutheranUniversity","Credentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2141","73","PacificLutheranUniversity","Credentials",-1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2142","74","PacificLutheranUniversity","Credentials",0,"17","First-year","Female","Latino or Hispanic","Pass"
"2143","75","PacificLutheranUniversity","Credentials",1,"19","Junior","Female","White, non-Hispanic or latino","Pass"
"2144","76","PacificLutheranUniversity","NoCredentials",0,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2145","77","PacificLutheranUniversity","Credentials",1,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2146","78","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2147","79","PacificLutheranUniversity","Credentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2148","8","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2149","80","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Male","Asian-American","Pass"
"2150","81","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2151","82","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2152","83","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","Multiracial","Pass"
"2153","84","PacificLutheranUniversity","NoCredentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2154","85","PacificLutheranUniversity","NoCredentials",1,"18","First-year","Female","Multiracial","Pass"
"2155","86","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2156","87","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Fail"
"2157","88","PacificLutheranUniversity","Credentials",0,"18","First-year","Male","Latino or Hispanic","Pass"
"2158","89","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2159","9","PacificLutheranUniversity","NoCredentials",1,"24","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2160","90","PacificLutheranUniversity","Credentials",2,"18","First-year","Male","Latino or Hispanic","Fail"
"2161","91","PacificLutheranUniversity","Credentials",0,"20","Junior","Female","Asian-American","Fail"
"2162","92","PacificLutheranUniversity","Credentials",0,"26","First-year","Male","Other","Fail"
"2163","93","PacificLutheranUniversity","NoCredentials",1,"18","First-year","Female","Asian-American","Fail"
"2164","94","PacificLutheranUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2165","95","PacificLutheranUniversity","Credentials",0,"22","Senior","Male","White, non-Hispanic or latino","Pass"
"2166","96","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2167","97","PacificLutheranUniversity","NoCredentials",1,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2168","98","PacificLutheranUniversity","NoCredentials",1,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2169","99","PacificLutheranUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2172",NA,"PacificLutheranUniversity","NoCredentials",0,"43","Other","Male","White, non-Hispanic or latino","Pass"
"2173",NA,"PacificLutheranUniversity","NoCredentials",1,NA,NA,NA,NA,NA
"2174",NA,"PacificLutheranUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2175",NA,"PacificLutheranUniversity","Credentials",0,"19","Junior","Female","Asian-American","Pass"
"2176",NA,"PacificLutheranUniversity","NoCredentials",1,NA,NA,NA,NA,NA
"2178",NA,"PacificLutheranUniversity","NoCredentials",0,"19","First-year","Female","Native Hawaiian and other Pacific Islander","Pass"
