"","Participant_ID","referrer","CredCond","mcdv1","age","year","Genderfactor","ethnicity","AttentionCheck"
"1787","128","NovaSoutheasternUniversity","Credentials",-1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1788","129","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1790","130","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Male","African-American","Pass"
"1791","131","NovaSoutheasternUniversity","NoCredentials",0,"19","Sophomore","Female","Multiracial","Pass"
"1792","132","NovaSoutheasternUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1795","135","NovaSoutheasternUniversity","Credentials",2,"19","First-year","Female","Latino or Hispanic","Fail"
"1796","136","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Asian-American","Pass"
"1797","137","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1798","138","NovaSoutheasternUniversity","NoCredentials",0,"19","First-year","Female","Native American and Alaska Native","Fail"
"1799","14","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1801","16","NovaSoutheasternUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1802","17","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1803","18","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1804","19","NovaSoutheasternUniversity","NoCredentials",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1805","20","NovaSoutheasternUniversity","Credentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1806","21","NovaSoutheasternUniversity","Credentials",0,"19","First-year","Female","Latino or Hispanic","Fail"
"1807","22","NovaSoutheasternUniversity","NoCredentials",0,"24","First-year","Male","White, non-Hispanic or latino","Pass"
"1808","23","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1809","24","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1811","26","NovaSoutheasternUniversity","NoCredentials",0,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"1812","27","NovaSoutheasternUniversity","Credentials",0,"21","Senior","Female","White, non-Hispanic or latino",NA
"1813","28","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Multiracial","Fail"
"1814","29","NovaSoutheasternUniversity","NoCredentials",1,"19","First-year","Female","Other","Pass"
"1815","30","NovaSoutheasternUniversity","NoCredentials",2,"26","Junior","Male","White, non-Hispanic or latino","Fail"
"1816","31","NovaSoutheasternUniversity","NoCredentials",0,"19","Sophomore","Female","Latino or Hispanic","Fail"
"1817","32","NovaSoutheasternUniversity","Credentials",2,"18","First-year","Male","Multiracial","Pass"
"1818","33","NovaSoutheasternUniversity","NoCredentials",1,"18","First-year","Female","Latino or Hispanic","Fail"
"1819","34","NovaSoutheasternUniversity","NoCredentials",0,"24","Junior",NA,"Multiracial","Fail"
"1821","36","NovaSoutheasternUniversity","Credentials",0,"19","Sophomore","Female","Asian-American","Fail"
"1822","37","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Asian-American","Pass"
"1823","38","NovaSoutheasternUniversity","Credentials",3,"19","Sophomore","Female","African-American","Fail"
"1824","39","NovaSoutheasternUniversity","NoCredentials",1,"49","Junior","Female","Multiracial","Pass"
"1826","41","NovaSoutheasternUniversity","Credentials",0,"20","Junior","Female","Multiracial","Pass"
"1827","42","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Fail"
"1828","43","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1829","44","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1830","45","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1831","46","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1832","47","NovaSoutheasternUniversity","Credentials",-3,"19","First-year","Female","Latino or Hispanic","Fail"
"1833","48","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Asian-American","Pass"
"1834","49","NovaSoutheasternUniversity","NoCredentials",0,"18","Sophomore","Female","African-American","Pass"
"1836","51","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","African-American","Fail"
"1837","52","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Other","Fail"
"1838","53","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1840","55","NovaSoutheasternUniversity","Credentials",1,"18","First-year","Male","Other","Fail"
"1841","56","NovaSoutheasternUniversity","Credentials",-1,"18","Sophomore","Male","Multiracial","Pass"
"1842","57","NovaSoutheasternUniversity","Credentials",3,"18","First-year","Female","Asian-American","Pass"
"1843","58","NovaSoutheasternUniversity","NoCredentials",0,"25","Junior","Female","Multiracial","Fail"
"1844","59","NovaSoutheasternUniversity","Credentials",0,"26","First-year","Female","African-American","Pass"
"1845","60","NovaSoutheasternUniversity","Credentials",0,"19","Sophomore","Female","Latino or Hispanic","Pass"
"1846","61","NovaSoutheasternUniversity","Credentials",0,"19","First-year","Female","Other","Fail"
"1849","64","NovaSoutheasternUniversity","Credentials",0,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"1850","65","NovaSoutheasternUniversity","NoCredentials",1,"18","First-year","Female","African-American","Pass"
"1851","66","NovaSoutheasternUniversity","Credentials",-1,"18","First-year","Female","African-American","Pass"
"1852","67","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1853","68","NovaSoutheasternUniversity","NoCredentials",1,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"1854","69","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Male","Asian-American","Fail"
"1855","7","NovaSoutheasternUniversity","Credentials",2,"18","First-year","Female","African-American","Fail"
"1856","70","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Multiracial","Pass"
"1857","71","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Male","African-American","Fail"
"1859","73","NovaSoutheasternUniversity","Credentials",0,"22","Other","Female","African-American","Pass"
"1860","74","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","African-American","Fail"
"1861","75","NovaSoutheasternUniversity","Credentials",0,"21","Senior","Female","Latino or Hispanic","Pass"
"1862","76","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1863","77","NovaSoutheasternUniversity","NoCredentials",0,"19","Sophomore","Female","Multiracial","Pass"
"1864","78","NovaSoutheasternUniversity","NoCredentials",0,"19","First-year","Female","Latino or Hispanic","Pass"
"1865","79","NovaSoutheasternUniversity","NoCredentials",1,"18","First-year","Female","African-American","Pass"
"1866","8","NovaSoutheasternUniversity","NoCredentials",0,"22","Sophomore","Female","Multiracial","Pass"
"1867","80","NovaSoutheasternUniversity","NoCredentials",0,"21","Junior","Female","Asian-American","Fail"
"1868","81","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","African-American","Fail"
"1869","82","NovaSoutheasternUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1870","83","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1871","84","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Male","African-American","Pass"
"1872","85","NovaSoutheasternUniversity","Credentials",1,"18","First-year","Female","Latino or Hispanic","Fail"
"1873","86","NovaSoutheasternUniversity","Credentials",1,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1874","87","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1877","9","NovaSoutheasternUniversity","Credentials",0,"21","Senior","Female","Asian-American","Fail"
"1878","90","NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1879","91","NovaSoutheasternUniversity","Credentials",2,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1880","92","NovaSoutheasternUniversity","Credentials",0,"20","Junior","Female","Latino or Hispanic","Pass"
"1881","93","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1882","94","NovaSoutheasternUniversity","NoCredentials",0,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1883","95","NovaSoutheasternUniversity","Credentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1884","96","NovaSoutheasternUniversity","Credentials",1,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"1885","97","NovaSoutheasternUniversity","Credentials",2,"21","Junior","Female","African-American","Pass"
"1886","98","NovaSoutheasternUniversity","NoCredentials",0,"27","Junior","Female","African-American","Fail"
"1888",NA,"NovaSoutheasternUniversity","NoCredentials",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1889",NA,"NovaSoutheasternUniversity","Credentials",0,NA,NA,NA,NA,NA
"1890",NA,"NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1891",NA,"NovaSoutheasternUniversity","NoCredentials",0,"19","First-year","Male","Latino or Hispanic","Pass"
"1893",NA,"NovaSoutheasternUniversity","Credentials",3,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1894",NA,"NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","African-American","Pass"
"1895",NA,"NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1896",NA,"NovaSoutheasternUniversity","Credentials",1,"21","Junior","Male","Latino or Hispanic","Pass"
"1897",NA,"NovaSoutheasternUniversity","NoCredentials",0,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1900",NA,"NovaSoutheasternUniversity","Credentials",0,"18","First-year","Male","Latino or Hispanic","Pass"
"1901",NA,"NovaSoutheasternUniversity","NoCredentials",0,"21","Sophomore","Female","Latino or Hispanic","Fail"
"1902",NA,"NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
"1903",NA,"NovaSoutheasternUniversity","NoCredentials",0,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"1904",NA,"NovaSoutheasternUniversity","NoCredentials",0,"20","Junior","Female","African-American","Pass"
"1905",NA,"NovaSoutheasternUniversity","Credentials",0,"18","First-year","Female","Latino or Hispanic","Pass"
