uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus1.2,haus2.1,haus2.1t_1,haus2.2,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
4573,Yes,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,1,1.317,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Critcher|VanLange|Rottenstrich|Alter|Anderson|Hauser|Huang|Graham|Bauer|Ross.Slate1|Kay,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,7,Secondary,all,TRUE
4575,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,55.547,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Rottenstrich|VanLange|Hauser|Ross.Slate1|Bauer|Miyamoto|Anderson|Graham|Alter|Kay|Huang,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,4,Secondary,all,TRUE
4577,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,76.154,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Anderson|Miyamoto|Bauer|Rottenstrich|Critcher|Alter|VanLange|Graham|Huang|Kay|Ross.Slate1,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,1,Secondary,all,TRUE
4582,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,39.339,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Ross.Slate1|Alter|Anderson|Hauser|Graham|Rottenstrich|Bauer|Critcher|Miyamoto|Kay|Huang,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,5,Secondary,all,TRUE
4585,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,41.337,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Graham|Bauer|Anderson|Kay|Huang|Alter|VanLange|Rottenstrich|Ross.Slate1|Hauser|Miyamoto,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,11,Secondary,all,TRUE
4586,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,51.141,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|Graham|VanLange|Huang|Alter|Anderson|Rottenstrich|Kay|Hauser|Miyamoto|Ross.Slate1,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,10,Secondary,all,TRUE
4588,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,31.828,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Graham|Rottenstrich|Ross.Slate1|Anderson|Critcher|Alter|Kay|Miyamoto|Hauser|Bauer|Huang,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing,10,Secondary,all,TRUE
4591,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,60.318,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Bauer|Hauser|VanLange|Critcher|Rottenstrich|Anderson|Miyamoto|Huang|Graham|Kay|Alter,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,3,Secondary,all,TRUE
4593,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,37.034,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Graham|Bauer|Alter|Miyamoto|Anderson|Kay|Huang|VanLange|Critcher|Rottenstrich,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,1,Secondary,all,TRUE
4597,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,50.939,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Kay|Hauser|Graham|Huang|VanLange|Ross.Slate1|Bauer|Critcher|Rottenstrich|Miyamoto,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,4,Secondary,all,TRUE
4607,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,72.43,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Kay|Ross.Slate1|Bauer|Alter|Huang|Hauser|Rottenstrich|Anderson|Miyamoto|VanLange|Critcher,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,7,Secondary,all,TRUE
4609,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,67.654,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Ross.Slate1|Hauser|Rottenstrich|Anderson|Kay|Miyamoto|Graham|VanLange|Alter|Bauer|Critcher,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,3,Secondary,all,TRUE
4611,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,51.816,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Miyamoto|Alter|Kay|Graham|Huang|Bauer|Anderson|Rottenstrich|Critcher|Hauser|Ross.Slate1,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,11,Secondary,all,TRUE
4620,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,41.408,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Miyamoto|Graham|Rottenstrich|Bauer|Kay|Hauser|Huang|Critcher|Alter|Ross.Slate1|VanLange,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,7,Secondary,all,TRUE
4622,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,117.76,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Alter|Critcher|Bauer|Huang|Miyamoto|Ross.Slate1|Graham|Anderson|Hauser|Kay|Rottenstrich,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,10,Secondary,all,TRUE
4623,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,25.474,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|Graham|Anderson|Kay|Miyamoto|Alter|Rottenstrich|VanLange|Huang|Ross.Slate1|Hauser,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,12,Secondary,all,TRUE
4624,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,36.918,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Huang|Anderson|VanLange|Rottenstrich|Graham|Bauer|Hauser|Ross.Slate1|Miyamoto|Critcher|Alter,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,8,Secondary,all,TRUE
4634,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,50.458,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Graham|Alter|Critcher|Anderson|VanLange|Ross.Slate1|Kay|Bauer|Hauser|Miyamoto|Huang,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,10,Secondary,all,TRUE
4641,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,37.801,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Hauser|Ross.Slate1|Bauer|Miyamoto|Critcher|Rottenstrich|VanLange|Kay|Huang|Graham|Alter,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,2,Secondary,all,TRUE
4647,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,55.606,2,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Alter|Rottenstrich|VanLange|Anderson|Graham|Huang|Ross.Slate1|Miyamoto|Bauer|Kay,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Secondary,all,TRUE
