"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1241","R_1psqqozA75sWLM0","OhioWesleyan",3.8,5.16666666666667,"male",20,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1242","R_2rZDU8yk4o2QafX","OhioWesleyan",2.06666666666667,6.33333333333333,"female",19,"somewhat liberal (3)","middle (4)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1243","R_1Ehqy1OHOZae7gG","OhioWesleyan",3.6,6.5,"female",18,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1244","R_1eG19ADqnxyYVvm","OhioWesleyan",2.86666666666667,4.33333333333333,"female",20,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes",NA,"OhioWesleyan","Currently In College","some college"
"1245","R_22ubNacqWGyYdez","OhioWesleyan",2.8,2.66666666666667,"female",20,"conservative (6)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1246","R_2UfpbGLB5OOCWW0","OhioWesleyan",4,5,"female",18,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","OhioWesleyan","Currently In College","some college"
"1247","R_QiAeKRu1ZHeBsfD","OhioWesleyan",4.13333333333333,4,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1248","R_29hqeGsy0Jrrvoh","OhioWesleyan",4.13333333333333,6,"female",18,"center (4)","middle (4)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1249","R_02K0VTmup5OMJP3","OhioWesleyan",3.26666666666667,4.33333333333333,"female",18,"somewhat liberal (3)","middle (4)",NA,"100-199,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1250","R_3BOktXGb4BgpHiN","OhioWesleyan",3.4,1.83333333333333,"female",18,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1251","R_1gOOnt804QMZklj","OhioWesleyan",3.66666666666667,5.33333333333333,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"200-999,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1252","R_1hAQ9kFPErbLyM5","OhioWesleyan",4.33333333333333,4.33333333333333,"male",19,"center (4)","independent",NA,"20-39,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1253","R_2uVw7tJkSvoE39o","OhioWesleyan",4.8,5.66666666666667,"male",20,"somewhat conservative (5)","conservative (6)",NA,"60-79,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1254","R_3FJp7FUyndRBeZT","OhioWesleyan",2.33333333333333,2.5,"female",18,"strongly conservative (7)","strongly conservative (7)",NA,"200-999,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1255","R_ABWvGPCONVcCUUN","OhioWesleyan",3,3.83333333333333,"male",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1256","R_eahYA98wwqIRvgt","OhioWesleyan",3.53333333333333,3.83333333333333,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"40-59,999","no","Other race/ethincity","OhioWesleyan","Currently In College","some college"
"1257","R_aVvfhMr2JjiggPT","OhioWesleyan",3.26666666666667,5.33333333333333,"female",19,"apolitical","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","OhioWesleyan","Currently In College","some college"
"1258","R_3fGJpFrEbY4xr7V","OhioWesleyan",4.06666666666667,2.83333333333333,"female",19,"liberal (2)","independent",NA,"under20,000","yes","Other race/ethincity","OhioWesleyan","Currently In College","some college"
"1259","R_aaXYfNsGjs9DASl","OhioWesleyan",4.6,3.5,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1260","R_1FqUxVOZwUYcqvT","OhioWesleyan",4.26666666666667,5.33333333333333,"male",20,"somewhat conservative (5)","strongly conservative (7)",NA,"not say","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1261","R_3qVdEYbovcZhgA5","OhioWesleyan",2.33333333333333,4,"male",18,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1262","R_1hHe9maUTTekMKC","OhioWesleyan",3.66666666666667,2.5,"female",18,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1263","R_3KJWL053K8Mqk7O","OhioWesleyan",3.6,5,"female",19,"conservative (6)","conservative (6)",NA,"under20,000","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1264","R_DNSjXrtjonCDBoB","OhioWesleyan",2.6,5.66666666666667,"male",20,"conservative (6)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1265","R_2VkeTXmAacEQqOg","OhioWesleyan",3.8,2.83333333333333,"female",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","OhioWesleyan","Currently In College","some college"
"1266","R_807cq7BoapEAfdL","OhioWesleyan",4,5.33333333333333,"female",18,"conservative (6)","strongly conservative (7)",NA,"20-39,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1267","R_2wRCK4NoadA5R4s","OhioWesleyan",3.46666666666667,4.83333333333333,"female",21,"liberal (2)","independent",NA,"not say","yes",NA,"OhioWesleyan","Currently In College","some college"
"1268","R_3sihQzZs1R4d5RH","OhioWesleyan",4,3.16666666666667,"female",19,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","OhioWesleyan","Currently In College","some college"
"1269","R_Ap1uMckWCqnpukp","OhioWesleyan",3.26666666666667,5.5,"male",19,"somewhat liberal (3)","democrat (2)",NA,"40-59,999","yes",NA,"OhioWesleyan","Currently In College","some college"
"1270","R_3RknyQkpsCuXwHt","OhioWesleyan",2.46666666666667,4.83333333333333,"female",22,"somewhat liberal (3)","democrat (2)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1271","R_11XSc9UH9vYQpQd","OhioWesleyan",3.86666666666667,3.83333333333333,"female",18,"conservative (6)","conservative (6)",NA,"200-999,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1272","R_p6NAbPXngQcIGKB","OhioWesleyan",4,4.66666666666667,"female",18,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1273","R_2VqhOekWPGgDYpK","OhioWesleyan",3.4,2.83333333333333,"female",18,"somewhat conservative (5)","conservative (6)",NA,"not say","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"1274","R_2VlNRs37KvnHNLv","OhioWesleyan",3.4,1.16666666666667,"female",19,"somewhat conservative (5)","middle (4)",NA,"20-39,999","yes","Caucasian","OhioWesleyan","Currently In College","some college"
"2692","R_3kCjtCpHILcy6Li","OhioWesleyan",2.13333333333333,2.66666666666667,"female",25,"conservative (6)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","","Completed 2 year degree","some college"
"2879","R_3OjFHukg213bAoz","OhioWesleyan",2.46666666666667,2,"male",23,"strongly liberal (1)","democrat (2)",NA,"20-39,999","yes","Caucasian","","Completed 4 year degree","some college"
"2880","R_1oo0kkvqVlWouAI","OhioWesleyan",4.33333333333333,3.83333333333333,"female",20,"liberal (2)","somewhat democrat (3)",NA,"not say","yes",NA,"","Completed 4 year degree","some college"
"2881","R_3EScN4XOJmbgWFk","OhioWesleyan",4.06666666666667,2.16666666666667,"female",24,"strongly liberal (1)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","","Completed 4 year degree","some college"
"2882","R_2yl7fdzxD1YqShE","OhioWesleyan",2.93333333333333,3.83333333333333,"female",24,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","","Completed 4 year degree","some college"
"2883","R_29ix0kmoqUV2S57","OhioWesleyan",3.66666666666667,2.33333333333333,"female",22,"somewhat liberal (3)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","","Completed 4 year degree","some college"
"2884","R_2B9Tbl3cKzt4ZR8","OhioWesleyan",3.66666666666667,3.33333333333333,"male",26,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","none","Completed 4 year degree","some college"
"2885","R_1H7C3yUSe96Meyj","OhioWesleyan",3.2,6.33333333333333,"female",22,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","OhioWesleyan","Completed 4 year degree","some college"
"3024","R_5aQM2GCiU6vfbmp","OhioWesleyan",3.8,5.16666666666667,"female",25,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes","Caucasian","UW-Milwakee","Graduate Education",NA
"3025","R_3fwPsViFkBl0e6F","OhioWesleyan",3.4,4,"female",23,"somewhat liberal (3)","democrat (2)",NA,"20-39,999","yes","Caucasian","Ashford","Graduate Education",NA
"3026","R_1eRdanNNXfHV5TK","OhioWesleyan",2.73333333333333,3,"male",22,"strongly liberal (1)","middle (4)",NA,"under20,000","yes",NA,"Kentucky","Graduate Education",NA
"3027","R_1ohRY28rYUyPcg6","OhioWesleyan",3.33333333333333,5.5,"female",25,"strongly liberal (1)","democrat (2)",NA,"under20,000","yes","Caucasian","OhioStateMedical","Graduate Education",NA
"3028","R_24wm9CdrUyCCuMG","OhioWesleyan",4.26666666666667,4.16666666666667,"female",24,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","","Graduate Education",NA
"3029","R_2q4xQZOXEn2cwbV","OhioWesleyan",2.93333333333333,3.83333333333333,"female",24,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Caucasian","Purdue","Graduate Education",NA
"3030","R_1j9RGrMBNubHIrF","OhioWesleyan",3.73333333333333,5.16666666666667,"female",23,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","Michigan","Graduate Education",NA
"3031","R_10qSpHLSgguQ3P4","OhioWesleyan",3.86666666666667,5,"female",25,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","NovaSoutheastern","Graduate Education",NA
"3032","R_3pmz4e4DO1vgaoE","OhioWesleyan",3.93333333333333,3.66666666666667,"female",25,"strongly liberal (1)","democrat (2)",NA,"under20,000","yes","Caucasian","Michigan","Graduate Education",NA
"3033","R_7QcArKByS4r4w13","OhioWesleyan",3.06666666666667,2.33333333333333,"female",23,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","Michigan","Graduate Education",NA
"3034","R_25QNVMASS7yrQnC","OhioWesleyan",2.13333333333333,3.66666666666667,"other",25,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes","Caucasian","","Graduate Education",NA
"3035","R_3JJZHngZcEE848b","OhioWesleyan",5.06666666666667,5.5,"female",24,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Caucasian","Vermont","Graduate Education",NA
"3036","R_1liaKkdFWQ0Vknx","OhioWesleyan",5.13333333333333,5,"female",22,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","SouthernIllinois","Graduate Education",NA
"3037","R_cZpF3mFJVJhR86R","OhioWesleyan",2.06666666666667,5.16666666666667,"female",25,"strongly liberal (1)","strongly democrat (1)",NA,"40-59,999","yes","Caucasian","","Graduate Education",NA
