"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"741","R_3OplnZjTfObxXVD","mcdaniel",4,6.16666666666667,"female",18,"apolitical","democrat (2)",NA,NA,"yes","Other race/ethincity","McDaniel","Currently In College","some college"
"742","R_1DzL2YSrjjlJgkk","mcdaniel",3.2,5.16666666666667,"female",18,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","McDaniel","Currently In College","some college"
"743","R_1Iz301uTRmEPyDz","mcdaniel",3,2.83333333333333,"female",24,"apolitical","independent","yes","under20,000","yes",NA,"McDaniel","Currently In College","some college"
"744","R_50X69VGRajHIzZf","mcdaniel",2.8,3.33333333333333,"female",20,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","McDaniel","Currently In College","some college"
"745","R_1LbZVdVsFRw7yWy","mcdaniel",2.86666666666667,1.33333333333333,"female",21,"center (4)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","McDaniel","Currently In College","some college"
"746","R_307gc3m6iLGRfFO","mcdaniel",2.86666666666667,1.16666666666667,"female",19,"apolitical",NA,NA,"under20,000","yes","Other race/ethincity","McDaniel","Currently In College","some college"
"747","R_1mgG745Z4OjIVzY","mcdaniel",3.53333333333333,4,"female",22,"apolitical","somewhat democrat (3)",NA,"not say","yes","Caucasian","McDaniel","Currently In College","some college"
"748","R_3DuKDx6OF2cOBQR","mcdaniel",4,4,"male",19,"strongly conservative (7)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","McDaniel","Currently In College","some college"
"749","R_20SZRqiCnk9IH8X","mcdaniel",4,6,"female",20,"liberal (2)","democrat (2)",NA,"100-199,999","yes",NA,"McDaniel","Currently In College","some college"
"750","R_exSdQWXYlS7MBSV","mcdaniel",4.93333333333333,6.83333333333333,"female",20,"somewhat conservative (5)","conservative (6)",NA,"80-99,999","yes","Caucasian","McDaniel","Currently In College","some college"
"751","R_3r2sUrHrDMdjmy9","mcdaniel",4.8,6.16666666666667,"female",19,"liberal (2)","independent",NA,"60-79,999","yes","Caucasian","McDaniel","Currently In College","some college"
"752","R_1lfYB4J1vrX4wB6","mcdaniel",5,6,"female",19,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","McDaniel","Currently In College","some college"
"753","R_3Po6J19dxYTY14E","mcdaniel",4.4,5.66666666666667,"female",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","McDaniel","Currently In College","some college"
"754","R_31EHLI9MfVDiLs9","mcdaniel",3.4,5.33333333333333,"female",19,"strongly liberal (1)","strongly democrat (1)",NA,"not say","yes","Caucasian","McDaniel","Currently In College","some college"
"755","R_XLZduf1UmcI3dTz","mcdaniel",3.8,3.83333333333333,"female",20,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","McDaniel","Currently In College","some college"
"756","R_1ozrlF7QwSNa1CM","mcdaniel",3.2,3.16666666666667,"male",26,"somewhat liberal (3)","middle (4)",NA,"not say","yes",NA,"McDaniel","Currently In College","some college"
"757","R_2c0DUY2uJEXMr6A","mcdaniel",2.46666666666667,2.5,"female",25,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","McDaniel","Currently In College","some college"
"758","R_1GvKklioRxoaSeT","mcdaniel",3.6,4,"female",NA,"apolitical","strongly democrat (1)",NA,"200-999,999","yes","Other race/ethincity","McDaniel","Currently In College","some college"
"759","R_DIexFnymZ4LoIzT","mcdaniel",2.13333333333333,1.5,"female",NA,"center (4)","middle (4)",NA,"100-199,999","yes","Caucasian","McDaniel","Currently In College","some college"
"760","R_2P5LscTyGKZKiAz","mcdaniel",5.2,6.16666666666667,"female",NA,"conservative (6)","conservative (6)",NA,"80-99,999","yes","Caucasian","McDaniel","Currently In College","some college"
"2854","R_2coOxlHMIG32Llp","mcdaniel",4,6,"male",NA,"strongly liberal (1)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","","Completed 4 year degree","some college"
"2855","R_306UcWLTkMfl9v2","mcdaniel",3.53333333333333,3.83333333333333,"female",NA,"liberal (2)","democrat (2)",NA,"20-39,999","yes",NA,"","Completed 4 year degree","some college"
"2856","R_DNa1N0kp0oqrHKV","mcdaniel",3.33333333333333,4.5,"female",NA,"center (4)","somewhat conservative (5)","yes","40-59,999","yes",NA,"none","Completed 4 year degree","some college"
"2979","R_WvbXAzReYzy6IgN","mcdaniel",3.46666666666667,3.83333333333333,"female",NA,"apolitical","independent",NA,"20-39,999","yes","Caucasian","Maryland","Graduate Education",NA
"2980","R_el04qTctg91xCPb","mcdaniel",3.4,4.16666666666667,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","NYLaw","Graduate Education",NA
"2981","R_yOb3NwdQ0B8ZBfz","mcdaniel",3.86666666666667,3.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","UNC","Graduate Education",NA
"2982","R_r7U2PkifZrh7y2l","mcdaniel",3.2,3.16666666666667,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","","Graduate Education",NA
"2983","R_22QFLhZpdavJhnT","mcdaniel",4.33333333333333,5.33333333333333,"female",NA,"liberal (2)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","","Graduate Education",NA
"2984","R_2YbrSS8jM55fUTa","mcdaniel",1.86666666666667,4.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","UNC","Graduate Education",NA
