"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1965","R_1jrCueJLMwyBQEG","StGeorges",5.26666666666667,5.33333333333333,"female",23,"apolitical","independent",NA,"not say","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1966","R_zfiAXwOzjsI5ZkJ","StGeorges",3.53333333333333,4,"male",19,"liberal (2)","independent",NA,"not say","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1967","R_5dlLQzDR3EBh5pD","StGeorges",5.2,3.83333333333333,"male",32,"liberal (2)","independent",NA,"20-39,999","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1968","R_1kIwxTYzrZ3FB2m","StGeorges",4.93333333333333,5.83333333333333,"female",23,"somewhat conservative (5)","independent",NA,"under20,000","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1969","R_0B4gtR1WbBTM34Z","StGeorges",3.86666666666667,5.83333333333333,"female",22,NA,NA,NA,"not say","no",NA,"StGeorges","Currently In College","some college"
"1970","R_6WLIWs1Xs2u7Vv3","StGeorges",4.5,1.66666666666667,"female",33,"apolitical","independent",NA,"not say","no",NA,"StGeorges","Currently In College","some college"
"1971","R_11gyCdnzpxAimFV","StGeorges",3.8,5.33333333333333,"male",21,"somewhat conservative (5)","somewhat conservative (5)",NA,"200-999,999","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1972","R_3QFOpJZISHn1ME9","StGeorges",4.13333333333333,4.5,"female",19,"apolitical","middle (4)",NA,"not say","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1973","R_2VDTPb0RvqemhYC","StGeorges",3.4,3.66666666666667,"female",26,"strongly conservative (7)","strongly democrat (1)",NA,"not say","no","Other race/ethincity","","Currently In College","some college"
"1974","R_1F4VD768SxNs4Rf","StGeorges",4.93333333333333,4.66666666666667,"male",23,"apolitical","independent",NA,"20-39,999","yes","Other race/ethincity","Omega","Currently In College","some college"
"1975","R_3szQyS8wd1dQx0Z","StGeorges",4.6,2.83333333333333,"male",22,"somewhat liberal (3)","independent",NA,"40-59,999","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1976","R_3iwg5n4AE52ZPCm","StGeorges",3.13333333333333,3,"male",20,"strongly liberal (1)","independent",NA,"not say","no","Other race/ethincity","StGeorges","Currently In College","some college"
"1977","R_NWFWnxlP1soIISJ","StGeorges",3.73333333333333,5.16666666666667,"female",20,"apolitical","independent",NA,NA,"no","Caucasian","London","Currently In College","some college"
"1978","R_2aWiI7whFCxc227","StGeorges",5,4.83333333333333,"female",24,"somewhat conservative (5)","middle (4)",NA,"under20,000","no",NA,"StGeorges","Currently In College","some college"
"1979","R_3D6mEmL35SKzt6f","StGeorges",3.8,1.5,"female",21,"center (4)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","StGeorges","Currently In College","some college"
"2724","R_2Ei6UfeBsyJgyBw","StGeorges",4.4,5.5,"female",24,"center (4)","democrat (2)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2725","R_3yf859JBVQzCiEp","StGeorges",4.53333333333333,5,"female",25,"apolitical","independent",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2726","R_1mdZ6Y7glZMWYlm","StGeorges",3.6,2.33333333333333,"female",23,"apolitical","somewhat democrat (3)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2727","R_SDY9XhwDsN4NOed","StGeorges",4.6,2.83333333333333,"female",26,"center (4)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2728","R_3EnzaCMnz8RkM3U","StGeorges",3.8,2.83333333333333,"female",21,"somewhat liberal (3)","democrat (2)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2729","R_3Ey6uKMmxdRRor4","StGeorges",3.8,4.33333333333333,"female",39,"liberal (2)","middle (4)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2730","R_pGegqZ1cOTuxjLH","StGeorges",3.46666666666667,6,"female",20,"somewhat liberal (3)","democrat (2)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2731","R_2Ei3NjONJeL65DG","StGeorges",4.53333333333333,4.16666666666667,"female",22,"apolitical","middle (4)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2732","R_1rBbT3vcgKbVWMY","StGeorges",3.66666666666667,3,"male",21,"liberal (2)","democrat (2)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2733","R_1PRdEdPOqQyUthI","StGeorges",3.86666666666667,5,"female",22,"center (4)",NA,NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2734","R_125dBqVsrnXFXde","StGeorges",4.26666666666667,5.16666666666667,"other",21,"center (4)","strongly democrat (1)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2735","R_2TFeiWAfftzR1yh","StGeorges",1.86666666666667,4.16666666666667,"male",24,"apolitical","independent",NA,"40-59,999","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2736","R_2YV22NaywxStZma","StGeorges",5.33333333333333,4.33333333333333,"female",27,"center (4)","democrat (2)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2737","R_vxAiSahnhiOuH85","StGeorges",4.86666666666667,6.33333333333333,"female",24,"strongly conservative (7)","strongly democrat (1)",NA,NA,"no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2738","R_2YMqN4SGkP9OSwA","StGeorges",4,3.5,"female",20,"apolitical","independent",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2739","R_O703Clkgt2jXHCp","StGeorges",2.6,3.33333333333333,"female",30,"apolitical","independent",NA,"20-39,999","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2740","R_C4cgNcf4Macn3Hj","StGeorges",4.26666666666667,2.5,"female",22,"liberal (2)","strongly democrat (1)",NA,"20-39,999","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2741","R_9ZG9NCWOFwPLo89","StGeorges",5.46666666666667,5.33333333333333,"female",23,"center (4)","democrat (2)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2742","R_25F8UxasHRogEou","StGeorges",4,3.66666666666667,"female",23,"liberal (2)","strongly democrat (1)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2743","R_2uCBaOsAKEcrgSZ","StGeorges",4.6,6.16666666666667,"female",21,"center (4)","independent",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2744","R_1f2daygD74wsLAo","StGeorges",4.13333333333333,6.16666666666667,"male",23,"center (4)","independent",NA,"80-99,999","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2745","R_31vIbIAI2o7KsMm","StGeorges",2.93333333333333,2.66666666666667,"male",26,"apolitical","independent",NA,NA,"no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2746","R_21nS3V3Yg6mcY2r","StGeorges",4.13333333333333,2.66666666666667,"female",21,"center (4)","somewhat conservative (5)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2747","R_W1EGf2QJG0hn77H","StGeorges",4.2,4.16666666666667,"female",25,"center (4)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2748","R_27xoiuqkkhmho6q","StGeorges",5.46666666666667,5.33333333333333,"male",25,"liberal (2)","independent",NA,"not say","no","Other race/ethincity","","Completed 2 year degree","some college"
"2749","R_3QMk8Es0Z9cTMSC","StGeorges",4.6,2.83333333333333,"female",39,"liberal (2)","middle (4)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2750","R_1OIFHRbAFU0RRwM","StGeorges",3.8,4,"female",30,"strongly conservative (7)","independent",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2751","R_2xQRVyPs6WOd9pF","StGeorges",4.6,4.66666666666667,"female",28,"strongly conservative (7)","strongly democrat (1)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2752","R_RfTmHpdulLopW9z","StGeorges",4.26666666666667,2.5,"female",25,"center (4)","independent",NA,"not say","no","Other race/ethincity","StGeorges","Completed 2 year degree","some college"
"2909","R_1r2FOePqfjsd0hD","StGeorges",5.13333333333333,3.83333333333333,"female",22,"center (4)","somewhat democrat (3)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2910","R_DzUNSZG6k1sa6wF","StGeorges",4.2,4,"male",28,"strongly liberal (1)","democrat (2)","yes","under20,000","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2911","R_WcZa6G916pFjJbr","StGeorges",3.13333333333333,4,"female",21,"apolitical","somewhat democrat (3)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2912","R_af01PvBynQCngxH","StGeorges",5.4,5.83333333333333,"female",21,"apolitical","independent",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2913","R_262UaIaw7b9QIlB","StGeorges",4.93333333333333,3.66666666666667,"female",28,"center (4)",NA,NA,NA,"no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2914","R_1Qbiig9PZn5S0Kr","StGeorges",4,5.5,"male",23,"apolitical","middle (4)",NA,"100-199,999","no",NA,"","Completed 4 year degree","some college"
"2915","R_2XhthSNQJ82EGWR","StGeorges",5.46666666666667,3.33333333333333,"female",34,"center (4)","democrat (2)",NA,"not say","no",NA,"StGeorges","Completed 4 year degree","some college"
"2916","R_1QEhfxHsPU43xF2","StGeorges",4.26666666666667,5.16666666666667,"female",22,"center (4)","strongly democrat (1)",NA,"under20,000","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2917","R_3O7AknlOSXjXXEZ","StGeorges",3.2,4.5,"female",23,"conservative (6)","independent",NA,NA,"no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2918","R_1ff6IAASXqOv2IJ","StGeorges",4.4,2.66666666666667,"male",21,"apolitical","independent",NA,"not say","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2919","R_2CldCh7zHHPelMi","StGeorges",4.06666666666667,3.83333333333333,"female",29,"somewhat conservative (5)","strongly democrat (1)",NA,"not say","no","Other race/ethincity","StGeorges","Completed 4 year degree","some college"
"2920","R_1CattXKeuxQvaJh","StGeorges",4.06666666666667,4.66666666666667,"female",26,"center (4)",NA,NA,NA,"no","Other race/ethincity","","Completed 4 year degree","some college"
"2921","R_2an4JGYlF9txVWc","StGeorges",4.66666666666667,4.33333333333333,"female",26,"conservative (6)",NA,NA,"not say","no","Other race/ethincity","","Completed 4 year degree","some college"
"3053","R_2QX1ghn36WbzFJ2","StGeorges",6,6,"female",41,"liberal (2)","strongly democrat (1)",NA,"not say","no","Other race/ethincity","StGeorges","Graduate Education",NA
"3054","R_20O22Ib7ODTK4xd","StGeorges",5.8,7,"male",30,"apolitical","independent",NA,"40-59,999","no","Other race/ethincity","StGeorges","Graduate Education",NA
"3055","R_2E03GOsLWaqza3F","StGeorges",4,4.5,"female",28,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","no","Other race/ethincity","StGeorges","Graduate Education",NA
"3056","R_BLEv5k2bE7p4k3T","StGeorges",3.46666666666667,5.16666666666667,"female",21,"liberal (2)","independent",NA,"40-59,999","no","Other race/ethincity","StGeorges","Graduate Education",NA
"3057","R_1dtBAIcx9qOPEfy","StGeorges",4.93333333333333,4.5,"female",25,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","","Graduate Education",NA
"3058","R_YXiLIxboMOeLF6h","StGeorges",4.66666666666667,4.5,"female",26,"apolitical","strongly democrat (1)",NA,"under20,000","no","Other race/ethincity","WestIndes","Graduate Education",NA
"3059","R_1mqmju4PCj7Siul","StGeorges",4,3,"female",25,NA,NA,NA,"not say","no","Other race/ethincity","WestIndes","Graduate Education",NA
"3060","R_2aEMq8AFQN29Frn","StGeorges",3.46666666666667,5.33333333333333,"female",27,"conservative (6)","independent",NA,"not say","no","Other race/ethincity","StGeorges","Graduate Education",NA
"3061","R_pyBSEH8XGZJaGUV","StGeorges",4.93333333333333,4.33333333333333,"male",29,"somewhat conservative (5)",NA,NA,"under20,000","no","Other race/ethincity","","Graduate Education",NA
"3062","R_2dRtH1J6AZ91gZj","StGeorges",2.26666666666667,4.16666666666667,"female",25,"center (4)","middle (4)",NA,"not say","no","Other race/ethincity","WestIndes","Graduate Education",NA
"3063","R_2Sw1Csgi3SjVrgj","StGeorges",4.33333333333333,5.16666666666667,"other",44,"liberal (2)","strongly democrat (1)",NA,"under20,000","no","Other race/ethincity","StGeorges","Graduate Education",NA
