"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"2192","R_3HgYwRXtNeqBQNl","SUNYfredonia",5,5.83333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2193","R_27J7B3vQDhydaTm","SUNYfredonia",3.2,2.16666666666667,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2194","R_3wOnvhx0icDLJjb","SUNYfredonia",2.66666666666667,5,"female",NA,"somewhat conservative (5)","conservative (6)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2195","R_oYaG86gTB3fDcoV","SUNYfredonia",3.06666666666667,2.5,"female",NA,"center (4)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2196","R_3kcCKBwjWogJ6PN","SUNYfredonia",4.33333333333333,5,"male",NA,"liberal (2)","conservative (6)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2197","R_3OeT73BzNo5nLcS","SUNYfredonia",3.66666666666667,4,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2198","R_3PhMTHU7ctFtTzY","SUNYfredonia",3.13333333333333,4.5,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2199","R_3fpD5ZUuihIJbAP","SUNYfredonia",3.73333333333333,4,"female",NA,"apolitical","middle (4)",NA,"not say","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2200","R_AMo9576CnkQdNqF","SUNYfredonia",3.46666666666667,3.33333333333333,"female",NA,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2201","R_1DTKl5osv1GEvKv","SUNYfredonia",3.2,6.16666666666667,"female",NA,"somewhat conservative (5)","middle (4)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2202","R_2Pp11P2gBqoe2Wn","SUNYfredonia",4.13333333333333,4.5,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2203","R_1mxaL9npDckmlZQ","SUNYfredonia",2.53333333333333,6.16666666666667,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2204","R_2q8UTmyylKUrYJQ","SUNYfredonia",3,4.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2205","R_1my31E4SRb8ZhJk","SUNYfredonia",3.86666666666667,6.16666666666667,"male",NA,"center (4)","conservative (6)",NA,"not say","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2206","R_WfEsejIkee3Colr","SUNYfredonia",4,5.5,"female",NA,"center (4)","middle (4)",NA,"100-199,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2207","R_33qaKlOaHm8ZYtE","SUNYfredonia",3.46666666666667,5.83333333333333,"female",NA,"apolitical","middle (4)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2208","R_OvZZOj8zJcaUnEB","SUNYfredonia",4.26666666666667,4,"female",NA,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2209","R_yjs5RFwSVqGDFhD","SUNYfredonia",3.4,2.83333333333333,"female",NA,"conservative (6)","strongly conservative (7)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2210","R_1DI2ba7koWlmmF0","SUNYfredonia",3.73333333333333,6,"female",NA,"apolitical","somewhat conservative (5)",NA,"not say","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2211","R_YXlkszpOYeSMqQN","SUNYfredonia",4.73333333333333,5.5,"female",NA,"apolitical","independent",NA,"200-999,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2212","R_21vyWL4ATZfn1tY","SUNYfredonia",3.53333333333333,4.33333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2213","R_2R48s7TCIzYB5Jx","SUNYfredonia",4.13333333333333,5.66666666666667,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2214","R_2aRjPbpWTCg3D3d","SUNYfredonia",3.86666666666667,5,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2215","R_w4v6jEcK9Bnui3L","SUNYfredonia",3.8,4.16666666666667,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2216","R_2zf12sRzx6qYCqH","SUNYfredonia",4.2,4.83333333333333,"female",NA,"conservative (6)","somewhat conservative (5)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2217","R_2B9bgIMbTF5ejom","SUNYfredonia",4.73333333333333,6.16666666666667,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2218","R_1jYXIV9r0h1tNpP","SUNYfredonia",4.86666666666667,4.66666666666667,"female",NA,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2219","R_3GB8NvyrcX3VTiw","SUNYfredonia",4.53333333333333,6.16666666666667,"female",NA,"center (4)","middle (4)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2220","R_3r2n4HPkN6vhIGs","SUNYfredonia",5.13333333333333,7,"male",NA,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2221","R_BQhQV5jhKcSvUTT","SUNYfredonia",3.46666666666667,5.66666666666667,"male",NA,"center (4)","middle (4)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2222","R_3elSNFAD8L4HgW4","SUNYfredonia",2.93333333333333,4.33333333333333,"female",NA,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2223","R_3fdV2nejutSdKUU","SUNYfredonia",3.8,3.83333333333333,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2224","R_2VwDe6RV8yqOzkQ","SUNYfredonia",3.66666666666667,2.33333333333333,"female",NA,"liberal (2)","democrat (2)",NA,"under20,000","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2225","R_3I47crq5fuFg2v0","SUNYfredonia",3.2,2.83333333333333,"female",NA,"apolitical","independent",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2226","R_3sgAmqKW3AFoikj","SUNYfredonia",3.06666666666667,4.83333333333333,"male",NA,"center (4)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2227","R_9n6Ljr6VKDVOImJ","SUNYfredonia",3.66666666666667,4.66666666666667,"male",NA,"center (4)","somewhat democrat (3)","yes","not say","no",NA,"CCAirforce","Currently In College","some college"
"2228","R_QhxLQ5K9VG3mBEd","SUNYfredonia",5.53333333333333,4.33333333333333,"female",20,"apolitical","independent",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2229","R_2DMqVFAKtiLvUtm","SUNYfredonia",4.4,6.33333333333333,"female",18,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2230","R_1IT498R5zpn8GYh","SUNYfredonia",4.8,4.5,"male",19,"center (4)","middle (4)",NA,"60-79,999","yes","Caucasian","UCLA","Currently In College","some college"
"2231","R_22PIPLYvYIxHSTH","SUNYfredonia",3.13333333333333,4.83333333333333,"male",20,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2232","R_yCtUbug4qskv83L","SUNYfredonia",2.8,4,"other",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2233","R_578uH9cf6uCmHE5","SUNYfredonia",4.6,4.16666666666667,"male",18,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2234","R_1jcWd1Ea6XFYY2b","SUNYfredonia",5.26666666666667,6,"female",20,"apolitical","conservative (6)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2235","R_2ayRtzVx1sScCIq","SUNYfredonia",2.46666666666667,5.16666666666667,"female",19,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2236","R_1oovOAbsplqe50g","SUNYfredonia",4.13333333333333,4.5,"female",21,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2237","R_278SZjTW0Uw9sM3","SUNYfredonia",4.4,6.16666666666667,"female",18,"center (4)","somewhat conservative (5)",NA,"40-59,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2238","R_DuBbYusN8LwmB3j","SUNYfredonia",2.13333333333333,2.66666666666667,"female",21,"strongly liberal (1)","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2239","R_3PMQZmxqPn6tsj6","SUNYfredonia",4.13333333333333,5.5,"female",19,"apolitical","democrat (2)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2240","R_3RmDTewm8tap0IB","SUNYfredonia",3.73333333333333,3.66666666666667,"male",19,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2241","R_1JCOMcmA4rMsIzY","SUNYfredonia",2.66666666666667,4.33333333333333,"male",18,"somewhat liberal (3)","middle (4)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2242","R_2pWuJWIUzQpz0uW","SUNYfredonia",4.13333333333333,4.33333333333333,"female",18,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2243","R_2wRnguL9tsOPFoQ","SUNYfredonia",3.33333333333333,4.5,"female",18,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2244","R_2ruOCUwWTaO6qej","SUNYfredonia",4.06666666666667,5.5,"female",20,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2245","R_2U59F6QMGIuR6mU","SUNYfredonia",3.06666666666667,4.83333333333333,"female",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2246","R_0Cj1m8a7TIGCjwl","SUNYfredonia",4.66666666666667,4,"female",18,"center (4)","middle (4)",NA,"not say","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2247","R_2YE9qCBJVjOY7Kt","SUNYfredonia",2.6,6,"female",19,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2248","R_sGbMiZYCnTBXD9L","SUNYfredonia",4.06666666666667,6,"female",20,"center (4)","middle (4)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2249","R_3HNSMvwHCIWZ6lY","SUNYfredonia",2.4,5.66666666666667,"male",18,"somewhat conservative (5)","conservative (6)",NA,"200-999,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2250","R_2SCVilSrTIrF5XV","SUNYfredonia",3.2,5.5,"female",18,"center (4)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2251","R_1pAVg6f8bRjrszH","SUNYfredonia",3.2,5.16666666666667,"female",18,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2252","R_d5agpoYmje2Td73","SUNYfredonia",1.93333333333333,5.83333333333333,"female",18,"center (4)","conservative (6)",NA,"40-59,999","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2253","R_1MSYLDIMQPPXqC1","SUNYfredonia",2.73333333333333,6.16666666666667,"male",19,"apolitical","independent",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2254","R_1BQSJCdyKLabank","SUNYfredonia",4.86666666666667,5.83333333333333,"male",18,"center (4)","middle (4)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2255","R_9Y6anMZmObuoHi9","SUNYfredonia",3.33333333333333,6.16666666666667,"female",18,"apolitical","middle (4)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2256","R_2WOyq8hSp6sDOxi","SUNYfredonia",4.53333333333333,5.33333333333333,"female",20,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2257","R_3qpXX2RZ4adYblb","SUNYfredonia",4.06666666666667,3.5,"female",18,"conservative (6)","somewhat conservative (5)",NA,"200-999,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2258","R_C2KSoLff4SCbPMt","SUNYfredonia",4.06666666666667,4.66666666666667,"female",20,"somewhat liberal (3)","strongly democrat (1)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2259","R_1LFgiEk7NayEPbP","SUNYfredonia",4.53333333333333,5.66666666666667,"female",21,"apolitical","independent",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2260","R_3ef3wmhghQXXu3u","SUNYfredonia",4.2,5.5,"female",19,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2261","R_rjYJvi9OIHWKiOt","SUNYfredonia",3.13333333333333,1.83333333333333,"female",18,"strongly liberal (1)","middle (4)",NA,"20-39,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2262","R_1P7XLXnyIDBbocB","SUNYfredonia",4.8,4.33333333333333,"female",19,"liberal (2)","democrat (2)",NA,"60-79,999","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2263","R_1LRnU4TU2dCyjdJ","SUNYfredonia",2.66666666666667,2.83333333333333,"female",20,"somewhat liberal (3)","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2264","R_1QnDx8fpXcof2J0","SUNYfredonia",3,1.5,"female",18,"somewhat liberal (3)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2265","R_5jXtUo1Ex1VFrPz","SUNYfredonia",3.4,4.83333333333333,"female",18,"center (4)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2266","R_2B5QMyfIs2rDSeG","SUNYfredonia",3.53333333333333,5.83333333333333,"female",19,"somewhat conservative (5)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","","Currently In College","some college"
"2267","R_1laViwam1H3sP6S","SUNYfredonia",5.26666666666667,6.16666666666667,"female",20,"apolitical","independent",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2268","R_24LRBtn7BCA8FAF","SUNYfredonia",3.4,6,"female",20,"center (4)","somewhat conservative (5)","yes","40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2269","R_V3GO8EX9v1CSu4h","SUNYfredonia",3.73333333333333,3.5,"female",18,"apolitical","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2270","R_3O63GaoSahR6doX","SUNYfredonia",3.86666666666667,3.83333333333333,"female",18,"apolitical","independent",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2271","R_2uy5PNSz6l6CYhx","SUNYfredonia",2.13333333333333,4.16666666666667,"female",18,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2272","R_XSu8wjE68V9OJEd","SUNYfredonia",4.26666666666667,4.83333333333333,"female",20,"center (4)","conservative (6)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2273","R_PMxplUdlH7Jx6RX","SUNYfredonia",4.8,5,"male",18,"apolitical","independent",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2274","R_2EhNFFSzlUJygUA","SUNYfredonia",3.13333333333333,4.83333333333333,"male",20,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2275","R_wZcI1elyiIBxsQ1","SUNYfredonia",3.06666666666667,4.5,"female",18,"apolitical","democrat (2)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2276","R_1GNCyVsbIQNTT32","SUNYfredonia",3.86666666666667,5,"female",21,"somewhat liberal (3)","democrat (2)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2277","R_1fjQVvavBUHCpPQ","SUNYfredonia",3.46666666666667,2.33333333333333,"female",19,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2278","R_271dhGTbc8KQ1Ox","SUNYfredonia",3,1.5,"male",24,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2279","R_1QnNfX0yeuccZQ2","SUNYfredonia",4.66666666666667,5.66666666666667,"female",18,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
"2280","R_VJxDonUVSEuQqvD","SUNYfredonia",3.93333333333333,5,"male",21,"somewhat conservative (5)","somewhat democrat (3)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2281","R_2DStWlnFNkcGaHy","SUNYfredonia",3.53333333333333,4.83333333333333,"male",22,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2282","R_pMjQwWeCTkxwiYN","SUNYfredonia",3.33333333333333,5.66666666666667,"female",18,"apolitical","middle (4)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2283","R_30diJWogGjMnUwX","SUNYfredonia",2.93333333333333,3,"female",20,"strongly liberal (1)","strongly democrat (1)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2284","R_1M6RMQqfBrwzBhn","SUNYfredonia",3.66666666666667,6,"female",18,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2285","R_Qm4WhVM2oEbTJrr","SUNYfredonia",3.53333333333333,5.66666666666667,"female",19,"liberal (2)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2286","R_3oWN4JR4po0cGL6","SUNYfredonia",3.8,4.66666666666667,"female",21,"apolitical","somewhat conservative (5)",NA,"not say","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2287","R_VXt7vrIJyBtiolX","SUNYfredonia",3.26666666666667,2.83333333333333,"female",18,"apolitical","independent",NA,"80-99,999","yes",NA,"SUNY-Fredonia","Currently In College","some college"
"2288","R_2xEtjnGD7N4WxK3","SUNYfredonia",4.8,2,"female",18,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2289","R_3EstMS7su1jz1NH","SUNYfredonia",2.6,5.66666666666667,"female",21,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2290","R_soIZEDHfgWRsX73","SUNYfredonia",4.46666666666667,3.5,"female",19,"center (4)","middle (4)",NA,"80-99,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2291","R_1PedS33L7mjiGQR","SUNYfredonia",3.6,4,"female",18,"center (4)","middle (4)",NA,"60-79,999","yes","Caucasian","SUNY-Fredonia","Currently In College","some college"
"2292","R_3MmNpwOFKmWlle9","SUNYfredonia",3.73333333333333,5.66666666666667,"male",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","SUNY-Fredonia","Currently In College","some college"
