"","ResponseId","referrer","MindfulnessScale","SWBscale","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1312","R_1Qa7PlpsShoKNnC","plu",5.06666666666667,6.5,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","PLU","Currently In College","some college"
"1313","R_3hgLAKbVO6I9FnD","plu",4.46666666666667,5.83333333333333,"female",NA,"liberal (2)","democrat (2)",NA,"80-99,999","yes","Caucasian","PLU","Currently In College","some college"
"1314","R_3Hof4XtRDVIneCD","plu",4,7,"female",NA,"conservative (6)","conservative (6)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1315","R_3gMf09YXE3MOx9C","plu",3.06666666666667,3.16666666666667,"male",NA,"somewhat conservative (5)","middle (4)",NA,"under20,000","yes","Other race/ethincity","PLU","Currently In College","some college"
"1316","R_31NSS7CbfPwo24e","plu",1.4,2.66666666666667,"other",NA,"strongly liberal (1)","strongly democrat (1)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1317","R_qx8uEku9UqANMHL","plu",3.26666666666667,6.33333333333333,"female",NA,"somewhat liberal (3)","middle (4)",NA,"not say","yes",NA,"PLU","Currently In College","some college"
"1318","R_BLG2sNLwtUvYwDf","plu",4.06666666666667,5.5,"male",NA,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1319","R_2QrIPUTi2RrnL1X","plu",4.46666666666667,5.66666666666667,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"not say","yes",NA,"PLU","Currently In College","some college"
"1320","R_1gTpTB66Gi6LoLf","plu",2.73333333333333,4.33333333333333,"female",NA,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1321","R_1yLbgmG7n3KZTYl","plu",3.06666666666667,2.66666666666667,"male",NA,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1322","R_ABu2ZywBknGf2Lv","plu",2.6,4,"male",NA,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1323","R_3CPilmgkkJ90JzB","plu",2.6,2.66666666666667,"female",NA,"center (4)","independent",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1324","R_2uU1uk6inDWOMWs","plu",3.6,4.5,"female",NA,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1325","R_2vYyJw8HqrKjS7b","plu",3.2,4.83333333333333,"female",NA,"liberal (2)","strongly democrat (1)",NA,"200-999,999","yes","Caucasian","PLU","Currently In College","some college"
"1326","R_UGU7BNbhfTxRH7H","plu",4.06666666666667,3.83333333333333,"male",NA,"center (4)","independent",NA,"not say","yes",NA,"PLU","Currently In College","some college"
"1327","R_1jJ9XBlox9bHxms","plu",3.53333333333333,5.33333333333333,"female",NA,"center (4)","middle (4)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1328","R_1Dtz1hwwfIyl22f","plu",4.6,3.66666666666667,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"20-39,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1329","R_1jpMeJpDRRQBlr4","plu",4.06666666666667,5.66666666666667,"male",NA,"conservative (6)","conservative (6)",NA,"under20,000","yes",NA,"PLU","Currently In College","some college"
"1330","R_yEjcQBFx9pdSutj","plu",3.46666666666667,5.16666666666667,"other",NA,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","yes",NA,"PLU","Currently In College","some college"
"1331","R_3MhWisYXSf9J6rf","plu",2.86666666666667,4.83333333333333,"male",NA,"somewhat liberal (3)","independent",NA,"100-199,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1332","R_2VjZ9nhsxSCuCil","plu",4.06666666666667,4.33333333333333,"female",NA,"somewhat conservative (5)","conservative (6)",NA,"20-39,999","yes","Caucasian","PLU","Currently In College","some college"
"1333","R_1NsLPTLHPGz20qh","plu",3.93333333333333,4.83333333333333,"female",NA,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1334","R_6QLVOuc28Sb40TL","plu",4.86666666666667,6.33333333333333,"female",NA,"center (4)","somewhat democrat (3)",NA,"200-999,999","yes","Caucasian","PLU","Currently In College","some college"
"1335","R_aeLmdEb7mBs5GQp","plu",3.26666666666667,3.83333333333333,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1336","R_31ocYCAgIoPZlxk","plu",3.53333333333333,4.66666666666667,"female",NA,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1337","R_1JLTe2LCmOtbktJ","plu",3.46666666666667,3.33333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1338","R_3hAdB9AcoK9J8P6","plu",4.2,5.33333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1339","R_5szMr52oRqJSgW9","plu",3.6,6,"male",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1340","R_zdwzrMmBEVqs5pf","plu",3.53333333333333,5.16666666666667,"female",NA,"liberal (2)","democrat (2)",NA,"60-79,999","yes",NA,"PLU","Currently In College","some college"
"1341","R_1ISsi9NU384z7Gj","plu",4.66666666666667,4,"female",NA,"apolitical","somewhat democrat (3)",NA,"20-39,999","yes",NA,"PLU","Currently In College","some college"
"1342","R_2wotuIlZamh3l6X","plu",4.2,5.83333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","PLU","Currently In College","some college"
"1343","R_2Yy0sTZ1PzD9U9k","plu",5.73333333333333,6.16666666666667,"male",NA,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes",NA,"PLU","Currently In College","some college"
"1344","R_2EyGlIbg2IpSzUd","plu",3.66666666666667,6,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1345","R_1LC1S2xq4IwAKFR","plu",3.06666666666667,5,"female",NA,"center (4)","democrat (2)",NA,"20-39,999","yes","Other race/ethincity","","Currently In College","some college"
"1346","R_cAVjMnzJHyHImvD","plu",2.26666666666667,5.5,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1347","R_Oxkdzt7WalyGA4p","plu",3.2,4,"female",NA,"strongly liberal (1)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","PLU","Currently In College","some college"
"1348","R_eFNKDTYj9y8WHLj","plu",4.46666666666667,3.66666666666667,"other",NA,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1349","R_2a9mRKO0VmHBd0w","plu",5,6.66666666666667,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1350","R_3hfkj0rNwFg3RL7","plu",3.53333333333333,5.66666666666667,"female",NA,"apolitical","conservative (6)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1351","R_1N8ru1x3znMunLB","plu",3.13333333333333,5.83333333333333,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1352","R_3PIfsNamIL8b54o","plu",3.93333333333333,4.33333333333333,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1353","R_2qsCKSt9NZr5hrU","plu",5.46666666666667,6.33333333333333,"female",NA,"conservative (6)","conservative (6)",NA,"60-79,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1354","R_2QETFvDsnW8Gnn0","plu",3.13333333333333,1.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1355","R_umI8x8W3uqg4i1H","plu",5.53333333333333,6.5,"female",NA,"liberal (2)","independent",NA,"60-79,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1356","R_1o1MjIzVrkxTnHP","plu",2.33333333333333,5.33333333333333,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"60-79,999","yes",NA,"PLU","Currently In College","some college"
"1357","R_54P5AvOHwiOtZ8p","plu",2.2,4.33333333333333,"female",NA,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1358","R_1NfPmvL7qa9RXWr","plu",4.2,4.33333333333333,"female",NA,"conservative (6)","somewhat conservative (5)",NA,"not say","yes",NA,"PLU","Currently In College","some college"
"1359","R_RrWZyJp3fMZulEJ","plu",3.53333333333333,4.16666666666667,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1360","R_3KPkeCuMhbKm4z8","plu",3.4,3.16666666666667,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1361","R_3iWGTxN307f3mzm","plu",3.53333333333333,2.66666666666667,"female",NA,"liberal (2)","democrat (2)","yes","20-39,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1362","R_DM0DWMPvZtbMZt7","plu",3.6,5.16666666666667,"female",NA,"center (4)","middle (4)",NA,"100-199,999","yes",NA,"OrangeCoast","Currently In College","some college"
"1481","R_QmIFcLnlxl0VCi5","plu",4.53333333333333,5.5,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1482","R_31ox6XqLCSiY23G","plu",4,5.33333333333333,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1483","R_2eb6V3p2lN2j9Nt","plu",2.66666666666667,5,"female",18,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1484","R_3KphDAkDazCZDPR","plu",3.4,6.33333333333333,"male",18,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes",NA,"PLU","Currently In College","some college"
"1485","R_2tGAASyPZctB5yj","plu",3.53333333333333,2.83333333333333,"female",18,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1486","R_1n6gwf668r1BxFw","plu",3.2,4.83333333333333,"female",18,"center (4)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1487","R_2qmxMyiFncPp8Ix","plu",2.4,3.83333333333333,"female",18,"center (4)","middle (4)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1488","R_xr45aVFqM3Bj6EN","plu",3.66666666666667,4.83333333333333,"female",19,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1489","R_2EFrcFPvw2KZbpj","plu",3.13333333333333,4.33333333333333,"female",18,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","PLU","Currently In College","some college"
"1490","R_25HEYJVj8SWfiPR","plu",4.06666666666667,5.66666666666667,"male",18,"conservative (6)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1491","R_3lPTTsOrwam8crx","plu",3.86666666666667,2.66666666666667,"female",19,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1492","R_PIGQ0JCwE9Eb54Z","plu",3,2.83333333333333,"female",18,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1493","R_3nrzNuzDxTTLCCY","plu",3.53333333333333,5,"female",18,"somewhat conservative (5)","conservative (6)",NA,"80-99,999","yes","Caucasian","PLU","Currently In College","some college"
"1494","R_2WB76GLt0ifHnJ0","plu",3.73333333333333,3.83333333333333,"female",18,"conservative (6)","conservative (6)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1495","R_2VOnH58IRghNnkC","plu",4.53333333333333,5.33333333333333,"male",18,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1496","R_RmJ3Jd3fBgsmoxz","plu",4.46666666666667,5,"female",20,"center (4)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1497","R_1rN9T80AwfQJyEr","plu",2.06666666666667,2.16666666666667,"other",18,"strongly liberal (1)","independent",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1498","R_1Csx16E3WHQdMlL","plu",4.46666666666667,2.16666666666667,"female",19,"strongly liberal (1)","middle (4)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1499","R_tGMUaYUREKRXd3H","plu",2.86666666666667,3,"male",20,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1500","R_pL4SC9iDR97CGfD","plu",3.8,1.66666666666667,"male",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1501","R_1Q6GAK5jzsbFh60","plu",4.2,4.83333333333333,"female",18,"apolitical","independent",NA,NA,"yes","Caucasian","PLU","Currently In College","some college"
"1502","R_29uLY8XV0zOc8Ty","plu",2.93333333333333,5.5,"female",18,"liberal (2)","democrat (2)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1503","R_2ozqKa7TV5vFjpL","plu",3.2,3,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1504","R_3qmW9BOTud5aZpi","plu",4,6.16666666666667,"female",19,"strongly liberal (1)","strongly democrat (1)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1505","R_3hA3RuRdpbsCJNI","plu",3.33333333333333,5.66666666666667,"female",18,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1506","R_SIuZz0Ke1xupnvX","plu",3.66666666666667,3.83333333333333,"female",24,"apolitical","middle (4)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1507","R_2Ehi2C7c3OSgCnI","plu",5,5.33333333333333,"female",21,"somewhat conservative (5)","somewhat conservative (5)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1508","R_2cekSVX6rANToZh","plu",4.33333333333333,2.83333333333333,"female",20,"liberal (2)","strongly democrat (1)",NA,"20-39,999","yes",NA,"PLU","Currently In College","some college"
"1509","R_3s1gFyqzxMuUaiF","plu",3.2,4,"other",18,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes",NA,"PLU","Currently In College","some college"
"1510","R_2AEl6K242yhtrHu","plu",1.6,2.5,"male",18,"apolitical","independent",NA,"100-199,999","yes",NA,"PLU","Currently In College","some college"
"1511","R_1dnKgkMNpCMkUZk","plu",3.6,4.16666666666667,"female",18,"somewhat liberal (3)","independent",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1512","R_9RZ8yFiqeWkHMuB","plu",3.46666666666667,4.16666666666667,"female",20,"center (4)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1513","R_3CUvANnjrn1b72v","plu",4.33333333333333,5.16666666666667,"female",18,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","PLU","Currently In College","some college"
"1514","R_3iQ25jScXbrWood","plu",3.93333333333333,5.83333333333333,"male",19,"conservative (6)","conservative (6)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1515","R_3qOTmgbjKAfcPoY","plu",3.66666666666667,3.16666666666667,"female",18,"conservative (6)","somewhat conservative (5)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1516","R_Xvopl0UvSmAhHrz","plu",2.86666666666667,5.5,"female",18,"center (4)","democrat (2)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1517","R_2QR1CCA5fLG6OlO","plu",4.46666666666667,6.33333333333333,"female",19,"strongly liberal (1)","democrat (2)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1518","R_Q5kOifJMS1Ci3cJ","plu",2.06666666666667,3.5,"female",18,"center (4)","independent",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1519","R_XGrxUS1XcfXxA65","plu",4,5.16666666666667,"female",18,"somewhat liberal (3)","middle (4)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1520","R_8He9TFf40t5rg0V","plu",5.53333333333333,6.83333333333333,"female",19,"conservative (6)","strongly conservative (7)",NA,"100-199,999","yes",NA,"PLU","Currently In College","some college"
"1521","R_3e2YmyLqwwTP0Yt","plu",3.06666666666667,4,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1522","R_2bWxxWjeDWXjCa2","plu",2.6,5.16666666666667,"female",19,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","PLU","Currently In College","some college"
"1523","R_3OdyMgvtTOo9k3G","plu",3.2,3.83333333333333,"male",19,"center (4)","middle (4)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1524","R_2ePxB8TN6Eb6xhF","plu",3.26666666666667,3.66666666666667,"male",19,"center (4)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1525","R_efIaemMDB02CCpL","plu",2.4,4.33333333333333,"female",19,"apolitical","independent",NA,"not say","yes",NA,"PLU","Currently In College","some college"
"1526","R_u8604SCcGZen0yd","plu",3.86666666666667,4.83333333333333,"female",20,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1527","R_2aqs6tqBfLNovTE","plu",4,6,"female",19,"liberal (2)","somewhat democrat (3)","yes","not say","yes",NA,"PLU","Currently In College","some college"
"1528","R_1n6ERFmHBvWleoN","plu",2.53333333333333,3,"female",18,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes","Caucasian","PLU","Currently In College","some college"
"1529","R_2P86Sifuv9ygCfr","plu",1.53333333333333,2.16666666666667,"female",20,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1530","R_2Ysxfs1BADp1RQa","plu",2.53333333333333,2.66666666666667,"female",18,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1531","R_1Cl7ONhtvJCpssB","plu",3.2,3.5,"female",19,"conservative (6)","strongly conservative (7)",NA,"under20,000","yes","Other race/ethincity","PLU","Currently In College","some college"
"1532","R_10Z9bVcmtG3o3nc","plu",5.2,3.66666666666667,"female",30,"center (4)","middle (4)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1533","R_2aP8c6dKNz9a8qG","plu",2,3.66666666666667,"female",18,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1534","R_8nOGeFF8k8leBIR","plu",1.86666666666667,4,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1535","R_2f7OpjTlCVCBPxU","plu",3.46666666666667,4.83333333333333,"female",19,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1536","R_TtnFEa68rSbSQiB","plu",3.26666666666667,1.83333333333333,"female",18,"strongly liberal (1)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","PLU","Currently In College","some college"
"1537","R_piOr9by6KpkDBq9","plu",3.53333333333333,4.66666666666667,"male",19,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","PLU","Currently In College","some college"
"1538","R_3eaIQD13AhCvCbo","plu",3.46666666666667,5.5,"female",19,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1539","R_114oIOatJSReBAv","plu",3.2,5.16666666666667,"male",20,"somewhat conservative (5)","conservative (6)",NA,"80-99,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1540","R_xzRLqbGz6pe4oX7","plu",3.66666666666667,2.83333333333333,"male",20,"somewhat liberal (3)","somewhat conservative (5)",NA,"under20,000","yes","Other race/ethincity","PLU","Currently In College","some college"
"1541","R_2waxUt9EAxYotNx","plu",3.66666666666667,5.33333333333333,"female",19,"conservative (6)","conservative (6)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1542","R_2CBLoX80OBUEi50","plu",6,6,"male",19,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1543","R_3gRfI5yj8AftuSy","plu",2.26666666666667,3.16666666666667,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1544","R_3nk4vDmYea4d44z","plu",4,1.33333333333333,"female",18,"apolitical","independent",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1545","R_r15YZycxpKJ7XZ7","plu",3.06666666666667,4.5,"female",18,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1546","R_3rP9dfrsXbwtiYA","plu",3.53333333333333,3,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1547","R_2YJ0FXYzLM98Kcj","plu",2.4,4.5,"female",19,"somewhat conservative (5)","middle (4)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1548","R_2YLlOSMG4YgIpLQ","plu",3.2,2.16666666666667,"female",18,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Other race/ethincity","PLU","Currently In College","some college"
"1549","R_1Hjkw419ts3nr9P","plu",3.06666666666667,5.66666666666667,"female",18,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1550","R_3PjfWIxmAij43mj","plu",3.4,5.5,"female",18,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1551","R_1okhq1IIxGISAEk","plu",3.86666666666667,3.5,"male",23,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1552","R_1C1vwGGStueiMsJ","plu",3.4,4.83333333333333,"female",19,"center (4)","democrat (2)",NA,"60-79,999","yes","Caucasian","PLU","Currently In College","some college"
"1553","R_8Car2Y19Fl32Ge5","plu",2.4,3.83333333333333,"female",18,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1554","R_2VIUhVj2Sof6OZa","plu",2.86666666666667,4.16666666666667,"female",20,"apolitical","independent",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1555","R_2wvLPmVzkdLj3jz","plu",3.93333333333333,5.16666666666667,"other",21,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes",NA,"PLU","Currently In College","some college"
"1556","R_1DD8qsCXLvPOsuI","plu",4.33333333333333,5.83333333333333,"male",18,"center (4)","middle (4)",NA,"not say","yes","Caucasian","PLU","Currently In College","some college"
"1557","R_2V4Sd5lXrrAbAOh","plu",4.46666666666667,4.5,"male",18,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes","Caucasian","PLU","Currently In College","some college"
"1558","R_123cHWaIY9a7lTj","plu",3.93333333333333,5.5,"female",19,"liberal (2)","democrat (2)",NA,"80-99,999","yes",NA,"PLU","Currently In College","some college"
"1559","R_20ZfttXGLlAlyGF","plu",3.13333333333333,6.33333333333333,"female",19,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1560","R_2TZ9L3flE3vNDae","plu",2.66666666666667,2.16666666666667,"female",18,"strongly conservative (7)","strongly conservative (7)",NA,"40-59,999","yes","Caucasian","PLU","Currently In College","some college"
"1561","R_3nUIpwDHc8lYYaE","plu",3.86666666666667,5.66666666666667,"female",18,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","PLU","Currently In College","some college"
"1562","R_30pf4VJYMdeqwDr","plu",3,4,"male",21,"liberal (2)","independent",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
"1563","R_2TI9HgnaefyvySF","plu",4.26666666666667,5.83333333333333,"male",19,"somewhat conservative (5)","middle (4)",NA,"not say","yes",NA,"PLU","Currently In College","some college"
"1564","R_1WStkI45WYUcmXf","plu",5.06666666666667,6,"female",19,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","PLU","Currently In College","some college"
"1565","R_wLV8uVbwd9Hq0Ct","plu",3,5.83333333333333,"female",18,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","PLU","Currently In College","some college"
"1566","R_2BgSqMe9xYLX1Id","plu",3.8,2,"female",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","PLU","Currently In College","some college"
