"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"201","84","BradleyUniversity",4,184.9999992,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"202","85","BradleyUniversity",6.5,239.9999932,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"203","86","BradleyUniversity",4.5,240.000002,"21","Senior","Female","African-American","Pass"
"204","87","BradleyUniversity",5,113.0000025,"19","Sophomore","Female","African-American","Pass"
"205","88","BradleyUniversity",5.5,104.0000086,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"206","89","BradleyUniversity",6,214.9999975,"20","Junior","Female","African-American","Fail"
"207","9","BradleyUniversity",4,52.99999793,"18","First-year","Male","Other","Fail"
"208","90","BradleyUniversity",6,136.9999956,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"209","91","BradleyUniversity",4.5,113.0000025,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"210","92","BradleyUniversity",6.5,142.0000068,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"211","93","BradleyUniversity",6,240.000002,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"212","94","BradleyUniversity",6.5,144.9999968,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"215","97","BradleyUniversity",6.5,105.9999952,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"216","98","BradleyUniversity",4.5,239.9999932,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"217","99","BradleyUniversity",4.5,122.0000053,"18","First-year","Female","Multiracial","Pass"
"218",NA,"BradleyUniversity",7,141.9999986,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"219",NA,"BradleyUniversity",5,240.000002,"19","Sophomore","Male","Other","Pass"
"220",NA,"BradleyUniversity",5,78.00000189,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"221",NA,"BradleyUniversity",6,206.9999968,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"222",NA,"BradleyUniversity",7,186.000002,"19","Sophomore","Female","Latino or Hispanic","Fail"
"223",NA,"BradleyUniversity",7,144.0000029,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"224",NA,"BradleyUniversity",4,152.0000035,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"226",NA,"BradleyUniversity",6,239.9999932,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
