"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"3396","83","UniversityOfToronto",7,112.0000004,"21","Senior","Male","Other","Pass"
"3397","84","UniversityOfToronto",3,195.9999987,"18","First-year","Female","Asian-American","Pass"
"3398","85","UniversityOfToronto",4.5,240.000002,"20","Sophomore","Female","Asian-American","Fail"
"3399","86","UniversityOfToronto",5.5,101.9999956,"20","Junior","Male","Other","Pass"
"3400","9","UniversityOfToronto",4.5,99.99999886,"19","First-year","Male","Multiracial","Pass"
"3401",NA,"UniversityOfToronto",6.5,70.99999522,"17","First-year","Female","African-American","Pass"
"3402",NA,"UniversityOfToronto",4,240.000002,"20","First-year","Female","Asian-American","Pass"
"3403",NA,"UniversityOfToronto",5.5,86.99999582,NA,NA,NA,NA,NA
"3406",NA,"UniversityOfToronto",3.5,205.9999947,NA,"First-year","Female","Multiracial","Pass"
"3407",NA,"UniversityOfToronto",5.5,206.0000035,"20","Sophomore","Female","Asian-American","Fail"
"3408",NA,"UniversityOfToronto",5,240.000002,"18","Sophomore","Female","African-American","Pass"
"3409",NA,"UniversityOfToronto",2,240.0000014,"20","Sophomore","Female","Asian-American","Fail"
"3410",NA,"UniversityOfToronto",7,240.000002,"20","Sophomore","Female","Other","Pass"
"3412",NA,"UniversityOfToronto",6,191.9999984,"19","First-year","Female","Asian-American","Fail"
"3414",NA,"UniversityOfToronto",4.5,133.0000041,"23","Senior","Female","Asian-American","Pass"
"3415",NA,"UniversityOfToronto",1.5,40.99999701,"19","First-year","Male","Asian-American","Fail"
"3416",NA,"UniversityOfToronto",4.5,187.9999981,"18","First-year","Female","Asian-American","Pass"
"3417",NA,"UniversityOfToronto",5,240.0000014,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3419",NA,"UniversityOfToronto",5.5,156.9999971,"18","First-year","Female","Other","Pass"
"3420",NA,"UniversityOfToronto",3.5,55.00000217,"19","Sophomore","Male","Asian-American","Pass"
"3421",NA,"UniversityOfToronto",4.5,94.00000311,"18","First-year","Female","African-American","Pass"
