"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"1797","137","NovaSoutheasternUniversity",6,240.000002,"18","First-year","Female","Latino or Hispanic","Pass"
"1798","138","NovaSoutheasternUniversity",6,58.00000036,"19","First-year","Female","Native American and Alaska Native","Fail"
"1799","14","NovaSoutheasternUniversity",6.5,120.000001,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1801","16","NovaSoutheasternUniversity",4,240.000002,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1802","17","NovaSoutheasternUniversity",6.5,81.00000008,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1803","18","NovaSoutheasternUniversity",6.5,239.9999932,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1804","19","NovaSoutheasternUniversity",4,210.9999978,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1805","20","NovaSoutheasternUniversity",7,240.000002,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1806","21","NovaSoutheasternUniversity",4,145.000005,"19","First-year","Female","Latino or Hispanic","Fail"
"1807","22","NovaSoutheasternUniversity",5,160.0000041,"24","First-year","Male","White, non-Hispanic or latino","Pass"
"1808","23","NovaSoutheasternUniversity",4.5,101.0000016,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1809","24","NovaSoutheasternUniversity",5,176.0000053,"18","First-year","Female","Latino or Hispanic","Pass"
"1811","26","NovaSoutheasternUniversity",5.5,196.999992,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"1812","27","NovaSoutheasternUniversity",6,137.9999983,"21","Senior","Female","White, non-Hispanic or latino",NA
"1813","28","NovaSoutheasternUniversity",4,240.000002,"18","First-year","Female","Multiracial","Fail"
"1814","29","NovaSoutheasternUniversity",7,139.9999938,"19","First-year","Female","Other","Pass"
"1815","30","NovaSoutheasternUniversity",5.5,120.000001,"26","Junior","Male","White, non-Hispanic or latino","Fail"
"1816","31","NovaSoutheasternUniversity",7,171.9999968,"19","Sophomore","Female","Latino or Hispanic","Fail"
"1817","32","NovaSoutheasternUniversity",7,240.000002,"18","First-year","Male","Multiracial","Pass"
"1818","33","NovaSoutheasternUniversity",7,240.000002,"18","First-year","Female","Latino or Hispanic","Fail"
"1819","34","NovaSoutheasternUniversity",6.5,209.9999957,"24","Junior",NA,"Multiracial","Fail"
"1821","36","NovaSoutheasternUniversity",6,151.0000007,"19","Sophomore","Female","Asian-American","Fail"
"1822","37","NovaSoutheasternUniversity",7,116.0000007,"18","First-year","Female","Asian-American","Pass"
"1823","38","NovaSoutheasternUniversity",7,99.99999949,"19","Sophomore","Female","African-American","Fail"
"1824","39","NovaSoutheasternUniversity",7,222.9999981,"49","Junior","Female","Multiracial","Pass"
"1825","40","NovaSoutheasternUniversity",7,240.000002,"18","First-year","Female","Multiracial","Fail"
"1826","41","NovaSoutheasternUniversity",7,240.9999954,"20","Junior","Female","Multiracial","Pass"
"1827","42","NovaSoutheasternUniversity",5.5,240.0000014,"18","First-year","Female","Latino or Hispanic","Fail"
"1828","43","NovaSoutheasternUniversity",5.5,161.9999995,"18","First-year","Female","Latino or Hispanic","Pass"
"1829","44","NovaSoutheasternUniversity",7,234.9999996,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1830","45","NovaSoutheasternUniversity",5.5,108.9999934,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1831","46","NovaSoutheasternUniversity",6,239.9999932,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1832","47","NovaSoutheasternUniversity",3.5,63.99999673,"19","First-year","Female","Latino or Hispanic","Fail"
"1833","48","NovaSoutheasternUniversity",5.5,239.9999932,"18","First-year","Female","Asian-American","Pass"
"1834","49","NovaSoutheasternUniversity",5.5,66.00000097,"18","Sophomore","Female","African-American","Pass"
"1836","51","NovaSoutheasternUniversity",6,122.9999986,"18","First-year","Female","African-American","Fail"
"1837","52","NovaSoutheasternUniversity",5.5,137.9999977,"18","First-year","Female","Other","Fail"
"1838","53","NovaSoutheasternUniversity",5.5,187.9999981,"18","First-year","Female","Latino or Hispanic","Pass"
"1840","55","NovaSoutheasternUniversity",4.5,163.9999956,"18","First-year","Male","Other","Fail"
"1841","56","NovaSoutheasternUniversity",6.5,240.000002,"18","Sophomore","Male","Multiracial","Pass"
"1842","57","NovaSoutheasternUniversity",7,241.0000042,"18","First-year","Female","Asian-American","Pass"
"1843","58","NovaSoutheasternUniversity",6,240.000002,"25","Junior","Female","Multiracial","Fail"
"1844","59","NovaSoutheasternUniversity",7,240.9999954,"26","First-year","Female","African-American","Pass"
"1845","60","NovaSoutheasternUniversity",5.5,91.99999825,"19","Sophomore","Female","Latino or Hispanic","Pass"
"1846","61","NovaSoutheasternUniversity",6,240.999996,"19","First-year","Female","Other","Fail"
"1849","64","NovaSoutheasternUniversity",7,117.0000028,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"1850","65","NovaSoutheasternUniversity",5,240.000002,"18","First-year","Female","African-American","Pass"
"1851","66","NovaSoutheasternUniversity",7,240.0000014,"18","First-year","Female","African-American","Pass"
"1852","67","NovaSoutheasternUniversity",5.5,175.0000032,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1853","68","NovaSoutheasternUniversity",7,241.0000042,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"1854","69","NovaSoutheasternUniversity",5,239.9999939,"18","First-year","Male","Asian-American","Fail"
"1855","7","NovaSoutheasternUniversity",7,240.000002,"18","First-year","Female","African-American","Fail"
"1856","70","NovaSoutheasternUniversity",6.5,240.0000014,"18","First-year","Female","Multiracial","Pass"
"1857","71","NovaSoutheasternUniversity",7,240.000002,"18","First-year","Male","African-American","Fail"
"1859","73","NovaSoutheasternUniversity",6.5,240.000002,"22","Other","Female","African-American","Pass"
"1860","74","NovaSoutheasternUniversity",6.5,125.9999974,"18","First-year","Female","African-American","Fail"
"1861","75","NovaSoutheasternUniversity",4.5,171.9999968,"21","Senior","Female","Latino or Hispanic","Pass"
"1862","76","NovaSoutheasternUniversity",6,140.9999965,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1863","77","NovaSoutheasternUniversity",7,241.0000042,"19","Sophomore","Female","Multiracial","Pass"
"1864","78","NovaSoutheasternUniversity",6.5,117.0000028,"19","First-year","Female","Latino or Hispanic","Pass"
"1865","79","NovaSoutheasternUniversity",4,241.0000042,"18","First-year","Female","African-American","Pass"
"1866","8","NovaSoutheasternUniversity",5.5,241.0000042,"22","Sophomore","Female","Multiracial","Pass"
"1867","80","NovaSoutheasternUniversity",4,63.00000278,"21","Junior","Female","Asian-American","Fail"
"1868","81","NovaSoutheasternUniversity",5.5,216.0000084,"18","First-year","Female","African-American","Fail"
"1869","82","NovaSoutheasternUniversity",6.5,182.0000017,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1870","83","NovaSoutheasternUniversity",4,220.0000005,"18","First-year","Female","Latino or Hispanic","Pass"
"1871","84","NovaSoutheasternUniversity",5.5,93.99999431,"18","First-year","Male","African-American","Pass"
"1872","85","NovaSoutheasternUniversity",6.5,145.9999989,"18","First-year","Female","Latino or Hispanic","Fail"
"1873","86","NovaSoutheasternUniversity",6,159.000002,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1874","87","NovaSoutheasternUniversity",6.5,216.0000002,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1877","9","NovaSoutheasternUniversity",7,102.0000037,"21","Senior","Female","Asian-American","Fail"
"1878","90","NovaSoutheasternUniversity",6.5,110.9999983,"18","First-year","Female","Latino or Hispanic","Pass"
"1879","91","NovaSoutheasternUniversity",6,240.999996,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1880","92","NovaSoutheasternUniversity",4.5,142.9999919,"20","Junior","Female","Latino or Hispanic","Pass"
"1881","93","NovaSoutheasternUniversity",6.5,150.000008,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1882","94","NovaSoutheasternUniversity",6,105.0000019,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1883","95","NovaSoutheasternUniversity",7,156.0000038,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1884","96","NovaSoutheasternUniversity",7,108.0000001,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"1885","97","NovaSoutheasternUniversity",5,233.9999969,"21","Junior","Female","African-American","Pass"
"1886","98","NovaSoutheasternUniversity",4.5,105.9999952,"27","Junior","Female","African-American","Fail"
"1888",NA,"NovaSoutheasternUniversity",4.5,240.000002,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1890",NA,"NovaSoutheasternUniversity",6.5,48.00000368,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1891",NA,"NovaSoutheasternUniversity",6,81.00000008,"19","First-year","Male","Latino or Hispanic","Pass"
"1892",NA,"NovaSoutheasternUniversity",6.5,240.0000014,"18","First-year","Female","Multiracial","Pass"
"1893",NA,"NovaSoutheasternUniversity",6.5,240.0000014,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1894",NA,"NovaSoutheasternUniversity",6,240.000002,"18","First-year","Female","African-American","Pass"
"1895",NA,"NovaSoutheasternUniversity",5.5,125.0000041,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1896",NA,"NovaSoutheasternUniversity",5.5,240.9999954,"21","Junior","Male","Latino or Hispanic","Pass"
"1897",NA,"NovaSoutheasternUniversity",6,140.9999965,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1900",NA,"NovaSoutheasternUniversity",6,137.9999983,"18","First-year","Male","Latino or Hispanic","Pass"
"1901",NA,"NovaSoutheasternUniversity",5,220.0000005,"21","Sophomore","Female","Latino or Hispanic","Fail"
"1902",NA,"NovaSoutheasternUniversity",7,114.0000046,"18","First-year","Female","Latino or Hispanic","Pass"
"1903",NA,"NovaSoutheasternUniversity",7,240.000002,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"1904",NA,"NovaSoutheasternUniversity",7,240.000002,"20","Junior","Female","African-American","Pass"
"1905",NA,"NovaSoutheasternUniversity",6.5,170.9999941,"18","First-year","Female","Latino or Hispanic","Pass"
