"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"3688","38","VirginiaCommonwealthUniversity",4.5,240.000002,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3689","39","VirginiaCommonwealthUniversity",5,129.0000038,"18","First-year","Male","Multiracial","Pass"
"3690","40","VirginiaCommonwealthUniversity",5.5,99.99999949,"20","Senior","Female","Multiracial","Pass"
"3691","41","VirginiaCommonwealthUniversity",5.5,170.0000001,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"3692","42","VirginiaCommonwealthUniversity",6.5,239.9999932,"17","First-year","Female","African-American","Pass"
"3693","43","VirginiaCommonwealthUniversity",4,74.00000158,"18","First-year","Female","African-American","Fail"
"3694","44","VirginiaCommonwealthUniversity",6,208.0000078,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3696","46","VirginiaCommonwealthUniversity",5.5,176.9999993,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3697","47","VirginiaCommonwealthUniversity",5,172.000005,"18","First-year","Female","African-American","Pass"
"3698","48","VirginiaCommonwealthUniversity",6.5,240.9999954,"18","First-year","Female","African-American","Fail"
"3699","49","VirginiaCommonwealthUniversity",5.5,155.999995,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3700","50","VirginiaCommonwealthUniversity",5.5,140.0000026,"18","First-year","Male","African-American","Fail"
"3701","51","VirginiaCommonwealthUniversity",4,151.0000007,"19","Sophomore","Male","Asian-American","Pass"
"3702","52","VirginiaCommonwealthUniversity",5.5,129.0000038,"23","Senior","Male","African-American","Pass"
"3703","53","VirginiaCommonwealthUniversity",5.5,240.000002,"22","Senior","Female","African-American","Pass"
"3704","54","VirginiaCommonwealthUniversity",4,240.000002,"18","First-year","Female","Latino or Hispanic","Pass"
"3705","55","VirginiaCommonwealthUniversity",4.5,91.99999887,"18","First-year","Female","Asian-American","Fail"
"3706","56","VirginiaCommonwealthUniversity",7,58.00000036,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3707","57","VirginiaCommonwealthUniversity",5.5,187.0000041,"18","First-year","Male","Other","Fail"
"3708","58","VirginiaCommonwealthUniversity",7,240.9999954,"18","First-year","Female","Asian-American","Pass"
"3709","59","VirginiaCommonwealthUniversity",7,59.00000248,"18","First-year","Male","African-American","Pass"
"3710","60","VirginiaCommonwealthUniversity",4.5,66.00000097,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3711","61","VirginiaCommonwealthUniversity",6,18.99999941,"18","First-year","Female","African-American","Fail"
"3712","62","VirginiaCommonwealthUniversity",5.5,214.9999975,"18","First-year","Female","Asian-American","Pass"
"3713","63","VirginiaCommonwealthUniversity",6.5,190.0000023,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"3714","64","VirginiaCommonwealthUniversity",6,240.000002,"22","Junior","Male","Latino or Hispanic","Pass"
"3715","65","VirginiaCommonwealthUniversity",5.5,89.99999401,"19","Sophomore","Female","African-American","Pass"
"3716","66","VirginiaCommonwealthUniversity",6.5,60.99999854,"19","First-year","Female","African-American","Fail"
"3717","67","VirginiaCommonwealthUniversity",5,55.99999612,"19","Sophomore","Female","African-American","Pass"
"3718","68","VirginiaCommonwealthUniversity",6,240.000002,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3719","69","VirginiaCommonwealthUniversity",4.5,177.9999926,"19","First-year","Male","Asian-American","Pass"
"3720","7","VirginiaCommonwealthUniversity",4,240.0000108,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3721","70","VirginiaCommonwealthUniversity",6,99.99999886,"19","Sophomore","Male","African-American","Pass"
"3722","71","VirginiaCommonwealthUniversity",7,240.999996,"18","First-year","Female","African-American","Pass"
"3723","72","VirginiaCommonwealthUniversity",5.5,241.0000042,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3724","73","VirginiaCommonwealthUniversity",7,83.99999826,"18","First-year","Female","Asian-American","Pass"
"3725","74","VirginiaCommonwealthUniversity",6.5,47.00000156,"18","First-year","Female","Multiracial","Pass"
"3726","75","VirginiaCommonwealthUniversity",5.5,112.0000004,"18","First-year","Female","Latino or Hispanic","Pass"
"3728","77","VirginiaCommonwealthUniversity",4.5,156.0000038,"18","First-year","Female","Other","Fail"
"3729","78","VirginiaCommonwealthUniversity",4,56.99999761,"18","First-year","Female","Latino or Hispanic","Fail"
"3730","79","VirginiaCommonwealthUniversity",6,132.0000019,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3731","8","VirginiaCommonwealthUniversity",6,193.0000005,"43","First-year","Male","White, non-Hispanic or latino","Pass"
"3732","80","VirginiaCommonwealthUniversity",7,125.0000034,"22","Junior","Male","White, non-Hispanic or latino","Pass"
"3733","81","VirginiaCommonwealthUniversity",6.5,240.0000014,"19","Sophomore","Female","Asian-American","Pass"
"3734","82","VirginiaCommonwealthUniversity",5,124.0000013,"19","First-year","Male","Other","Fail"
"3735","83","VirginiaCommonwealthUniversity",6,206.0000035,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3736","84","VirginiaCommonwealthUniversity",5.5,217.9999956,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"3737","85","VirginiaCommonwealthUniversity",6,108.0000001,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3738","86","VirginiaCommonwealthUniversity",6,240.0000014,"20","Junior","Female","Latino or Hispanic","Pass"
"3739","87","VirginiaCommonwealthUniversity",6,209.0000017,"29","Junior","Female","Asian-American","Fail"
"3740","88","VirginiaCommonwealthUniversity",6,194.0000026,"18","First-year","Male","Asian-American","Fail"
"3741","89","VirginiaCommonwealthUniversity",4.5,221.9999959,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3743","90","VirginiaCommonwealthUniversity",5,153.0000056,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3744","91","VirginiaCommonwealthUniversity",6,82.99999551,"20","First-year","Male","Other","Pass"
"3745","92","VirginiaCommonwealthUniversity",4,194.9999959,"20","Junior","Female","African-American","Fail"
"3746","93","VirginiaCommonwealthUniversity",5,144.0000029,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3747","94","VirginiaCommonwealthUniversity",7,102.0000037,"18","First-year","Female","African-American","Pass"
"3749","96","VirginiaCommonwealthUniversity",6,145.000005,"21","Junior","Male","White, non-Hispanic or latino","Fail"
"3752","99","VirginiaCommonwealthUniversity",5.5,44.99999669,"20","Junior","Female","African-American","Fail"
"3753",NA,"VirginiaCommonwealthUniversity",4,44.99999732,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3754",NA,"VirginiaCommonwealthUniversity",6.5,129.0000038,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3755",NA,"VirginiaCommonwealthUniversity",7,47.9999955,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3756",NA,"VirginiaCommonwealthUniversity",3.5,124.9999953,"149","Sophomore","Female","African-American","Pass"
"3757",NA,"VirginiaCommonwealthUniversity",5,240.000002,"18","First-year","Female","African-American","Pass"
"3758",NA,"VirginiaCommonwealthUniversity",5,240.000002,"18","First-year","Female","African-American","Fail"
