"","Participant_ID","referrer","Conscientiousness","Persistence","age","year","Genderfactor","ethnicity","AttentionCheck"
"2853","134","UCRiverside",6.5,143.0000007,"21","Junior","Female","Latino or Hispanic","Pass"
"2854","135","UCRiverside",4.5,130.9999998,"17","First-year","Female","Latino or Hispanic","Fail"
"2855","136","UCRiverside",6.5,89.99999401,"20","Junior","Female","Asian-American","Pass"
"2856","137","UCRiverside",5,118.9999989,"20","Senior","Female","Asian-American","Pass"
"2857","138","UCRiverside",5.5,54.00000005,"21","Senior","Female","Asian-American","Fail"
"2858","139","UCRiverside",6,241.0000042,"20","Junior","Male","African-American","Pass"
"2860","140","UCRiverside",7,126.9999907,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2861","141","UCRiverside",3.5,44.99999669,"18","First-year","Female","Asian-American","Pass"
"2862","142","UCRiverside",4.5,164.9999895,"19","First-year","Female","Other","Fail"
"2863","143","UCRiverside",4,89.00000069,"22","Junior","Female","Other","Pass"
"2864","144","UCRiverside",5.5,184.0000059,"22","Junior","Female","Latino or Hispanic","Fail"
"2865","145","UCRiverside",5.5,151.9999953,"19","First-year","Female","African-American","Pass"
"2866","146","UCRiverside",6,240.000002,"23","Other","Male","Other","Pass"
"2867","147","UCRiverside",5,240.000002,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2868","148","UCRiverside",5,8.000000613,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2869","149","UCRiverside",6.5,240.000002,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2871","150","UCRiverside",5.5,196.999992,"21","Junior","Female","Latino or Hispanic","Pass"
"2872","151","UCRiverside",7,91.99999887,"18","First-year","Female","African-American","Pass"
"2873","152","UCRiverside",3.5,207.9999996,"22","Junior","Female","Other","Fail"
"2874","153","UCRiverside",4,165.9999998,"20","Sophomore","Male","Latino or Hispanic","Fail"
"2875","154","UCRiverside",7,114.0000046,"18","First-year","Female","African-American","Pass"
"2876","155","UCRiverside",7,85.00000038,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2877","156","UCRiverside",4,75.99999765,"19","Sophomore","Female","Asian-American","Pass"
"2878","157","UCRiverside",4,207.999999,"18","First-year","Female","Asian-American","Fail"
"2879","158","UCRiverside",7,240.0000014,"18","First-year","Female","Other","Pass"
"2880","159","UCRiverside",3.5,58.00000036,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2881","16","UCRiverside",5.5,117.9999968,"20","Junior","Female","Asian-American","Fail"
"2882","160","UCRiverside",6,170.0000008,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2883","161","UCRiverside",6.5,240.000002,"22","Senior","Female","Latino or Hispanic","Fail"
"2884","162","UCRiverside",2,186.9999953,"18","First-year","Female","Latino or Hispanic","Pass"
"2885","163","UCRiverside",5,187.9999981,"22","Senior","Male","Asian-American","Fail"
"2886","164","UCRiverside",4.5,60.99999854,"20","Sophomore","Female","Latino or Hispanic","Pass"
"2887","165","UCRiverside",5,240.000002,"24","Senior","Female","Other","Fail"
"2888","166","UCRiverside",5.5,61.00000672,"18","First-year","Female","Asian-American","Fail"
"2889","167","UCRiverside",4.5,44.99999732,"18","First-year","Female","Asian-American","Pass"
"2890","168","UCRiverside",3.5,240.000002,"-2","Sophomore","Male","Asian-American","Fail"
"2891","169","UCRiverside",4.5,109.9999962,"19","First-year","Female","Asian-American","Pass"
"2892","17","UCRiverside",6.5,240.000002,"24","Junior","Female","Latino or Hispanic","Pass"
"2893","170","UCRiverside",4,86.0000025,"20","Junior","Female","Asian-American","Pass"
"2894","171","UCRiverside",6.5,240.9999954,"20","Junior","Female","Other","Fail"
"2895","172","UCRiverside",5,133.999998,"21","Other","Female","Asian-American","Fail"
"2896","173","UCRiverside",7,43.9999952,"18","First-year","Female","Asian-American","Pass"
"2897","174","UCRiverside",5,12.00000092,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2898","175","UCRiverside",6,106.9999974,"25","Junior","Female","Latino or Hispanic","Pass"
"2899","176","UCRiverside",4.5,134.9999995,"20","Junior","Male","Asian-American","Pass"
"2900","177","UCRiverside",7,141.0000047,"19","First-year","Female","Asian-American","Fail"
"2901","178","UCRiverside",6,68.99999853,"21","Junior","Male","Asian-American","Pass"
"2902","179","UCRiverside",5,102.999997,"18","First-year","Female","Asian-American","Pass"
"2903","18","UCRiverside",6,49.99999974,"18","First-year","Female","Asian-American","Pass"
"2904","180","UCRiverside",5.5,240.9999954,"20","Junior","Female","Asian-American","Fail"
"2905","181","UCRiverside",5.5,61.99999186,"19","Sophomore","Female","Asian-American","Pass"
"2906","182","UCRiverside",6,47.00000156,"18","First-year","Female","African-American","Pass"
"2907","183","UCRiverside",6,141.0000047,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2908","184","UCRiverside",4.5,234.0000057,"18","First-year","Female","Asian-American","Pass"
"2909","185","UCRiverside",6.5,241.0000042,"21","Junior","Female","Latino or Hispanic","Pass"
"2910","186","UCRiverside",5,183.0000038,"19","Sophomore","Male","Asian-American","Pass"
"2911","187","UCRiverside",6,113.0000025,"18","First-year","Female","Other","Fail"
"2912","188","UCRiverside",6.5,128.0000016,"22","Senior","Male","Multiracial","Pass"
"2913","189","UCRiverside",5.5,180.0000062,"26","Junior","Male","White, non-Hispanic or latino","Pass"
"2915","190","UCRiverside",5.5,75.0000037,"19","Sophomore","Male","Asian-American","Fail"
"2916","191","UCRiverside",6,151.9999947,"21","Junior","Male","Latino or Hispanic","Fail"
"2917","192","UCRiverside",3.5,145.9999989,"19","Sophomore","Female","Asian-American","Fail"
"2918","193","UCRiverside",7,116.0000001,"18","First-year","Female","Asian-American","Fail"
"2919","194","UCRiverside",6,97.99999462,"18","First-year","Female","Asian-American","Pass"
"2920","195","UCRiverside",4,139.9999944,"18","Sophomore","Female","Asian-American","Fail"
"2921","196","UCRiverside",6.5,240.000002,"18","First-year","Male","Multiracial","Pass"
"2922","197","UCRiverside",4,83.00000431,"19","Sophomore","Male","Asian-American","Pass"
"2923","198","UCRiverside",7,85.00000038,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"2924","199","UCRiverside",4.5,150.9999932,"22","Other","Female","Asian-American","Pass"
"2925","20","UCRiverside",4.5,114.999998,"18","First-year","Female","Latino or Hispanic","Pass"
"2926","200","UCRiverside",5.5,179.9999974,"19","Sophomore","Male","Asian-American","Pass"
"2927","201","UCRiverside",7,240.0000014,"42","First-year","Female","White, non-Hispanic or latino",NA
"2928","202","UCRiverside",6.5,239.9999932,"18","First-year","Female","Latino or Hispanic","Pass"
"2929","203","UCRiverside",5.5,113.9999958,"18","First-year","Male","Other","Pass"
"2930","204","UCRiverside",6,81.00000008,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2931","205","UCRiverside",7,168.0000047,"21","Junior","Female","Multiracial","Pass"
"2933","207","UCRiverside",5,120.000001,"19","Junior","Male","Asian-American","Pass"
"2934","208","UCRiverside",4,66.99999492,"18","First-year","Female","Latino or Hispanic","Fail"
"2935","209","UCRiverside",6.5,106.000004,"18","First-year","Male","Asian-American","Pass"
"2936","21","UCRiverside",5.5,130.0000065,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2937","210","UCRiverside",5.5,153.9999995,"19","Sophomore","Female","Other","Fail"
"2938","211","UCRiverside",5.5,188.9999995,"18","First-year","Female","Latino or Hispanic","Pass"
"2939","212","UCRiverside",7,137.9999977,"18","First-year","Female","Latino or Hispanic","Pass"
"2940","213","UCRiverside",6,109.9999955,"22","Junior","Male","Latino or Hispanic","Fail"
"2941","214","UCRiverside",6.5,103.9999998,"19","Sophomore","Male","Asian-American","Fail"
"2942","215","UCRiverside",2.5,240.000002,"19","Sophomore","Female","Asian-American","Pass"
"2943","216","UCRiverside",5.5,240.000002,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2944","217","UCRiverside",4,130.9999998,"20","Junior","Male","Asian-American","Pass"
"2945","218","UCRiverside",5.5,158.9999938,"19","Sophomore","Female","Asian-American","Pass"
"2946","219","UCRiverside",6.5,199.9999983,"20","Junior","Male","Asian-American","Pass"
"2947","22","UCRiverside",6.5,143.9999947,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2948","220","UCRiverside",4.5,176.9999986,"24","Senior","Male","White, non-Hispanic or latino","Fail"
"2949","221","UCRiverside",4,114.999998,"18","First-year","Male","Asian-American","Pass"
"2950","222","UCRiverside",4,108.0000001,"18","First-year","Male","Multiracial","Pass"
"2951","223","UCRiverside",2,154.0000083,"19","Sophomore","Female","Asian-American","Fail"
"2953","225","UCRiverside",6,240.9999954,"18","Sophomore","Male","Latino or Hispanic","Pass"
"2954","226","UCRiverside",3,134.0000068,"18","First-year","Female","Asian-American","Pass"
"2955","227","UCRiverside",7,131.9999931,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2957","229","UCRiverside",5.5,198.0000029,"19","Sophomore","Male","Asian-American","Pass"
"2958","23","UCRiverside",5.5,159.000002,"24","Junior","Male","Asian-American","Pass"
"2959","230","UCRiverside",4,163.0000023,"19","First-year","Male","Asian-American","Fail"
"2960","231","UCRiverside",6.5,174.9999944,"21","Junior","Male","Latino or Hispanic","Pass"
"2961","232","UCRiverside",4,116.9999947,"19","Sophomore","Male","Asian-American","Pass"
"2962","233","UCRiverside",7,97.99999525,"18","First-year","Female","African-American","Fail"
"2963","234","UCRiverside",3,117.0000028,"20","Junior","Female","Latino or Hispanic","Pass"
"2964","235","UCRiverside",4.5,91.99999825,"21","Senior","Male","Asian-American","Pass"
"2965","236","UCRiverside",5.5,137.9999983,"20","Junior","Female","Asian-American","Fail"
"2966","237","UCRiverside",5.5,203.9999993,"21","Senior","Female","Latino or Hispanic","Pass"
"2967","238","UCRiverside",6,83.99999826,"22","Senior","Male","Asian-American","Fail"
"2968","239","UCRiverside",2.5,239.9999932,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2969","24","UCRiverside",6,171.9999962,"18","First-year","Male","Asian-American","Pass"
"2970","240","UCRiverside",4,103.9999998,"18","First-year","Female","Latino or Hispanic","Fail"
"2971","241","UCRiverside",4.5,236.0000017,"20","Junior","Female","Latino or Hispanic","Pass"
"2972","242","UCRiverside",7,240.9999954,"18","First-year","Male","African-American","Pass"
"2973","243","UCRiverside",6,113.0000025,"18","First-year","Male","Latino or Hispanic","Fail"
"2974","244","UCRiverside",4,240.9999954,"21","Senior","Male","White, non-Hispanic or latino","Fail"
"2975","245","UCRiverside",4.5,129.9999971,"19","Sophomore","Male","Asian-American","Pass"
"2976","246","UCRiverside",7,63.00000278,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2977","247","UCRiverside",6,130.9999998,"18","First-year","Female","Latino or Hispanic","Fail"
"2978","248","UCRiverside",7,240.000002,"18","First-year","Female","Asian-American","Fail"
"2979","249","UCRiverside",4,162.0000002,"18","First-year","Male","Asian-American","Pass"
"2980","25","UCRiverside",2.5,103.9999998,"19","Sophomore","Male","Asian-American","Fail"
"2981","26","UCRiverside",6.5,240.9999954,"21","Junior","Female","Latino or Hispanic","Pass"
"2982","27","UCRiverside",4.5,239.9999932,"19","Sophomore","Female","Asian-American","Pass"
"2984","29","UCRiverside",6,98.99999674,"22","Junior","Male","White, non-Hispanic or latino","Fail"
"2985","30","UCRiverside",4,151.0000014,"19","Sophomore","Female","Asian-American","Fail"
"2986","31","UCRiverside",4.5,225.9999963,"19","Sophomore","Female","Asian-American","Fail"
"2987","32","UCRiverside",6,110.9999983,"21","Senior","Male","Latino or Hispanic","Pass"
"2988","33","UCRiverside",6,197.9999947,"23","Junior","Female","White, non-Hispanic or latino","Fail"
"2990","35","UCRiverside",6,240.000002,"20","Junior","Female","Latino or Hispanic","Pass"
"2992","37","UCRiverside",4.5,141.9999986,"18","First-year","Male","Asian-American","Pass"
"2993","38","UCRiverside",3.5,139.0000004,"19","Sophomore","Female","Asian-American","Fail"
"2994","39","UCRiverside",6.5,240.000002,"22","Junior","Female","Latino or Hispanic","Pass"
"2995","40","UCRiverside",6,75.00000433,"18","First-year","Female","Asian-American","Fail"
"2996","41","UCRiverside",3.5,241.0000042,"25","Junior","Male","Other","Fail"
"2997","43","UCRiverside",6.5,62.00000003,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"2998","44","UCRiverside",4,174.0000011,"18","First-year","Female","Latino or Hispanic","Pass"
"2999","45","UCRiverside",6,238.9999993,"21","Senior","Male","Asian-American","Pass"
"3000","46","UCRiverside",3.5,178.9999947,"23","First-year","Male","Other","Pass"
"3001","47","UCRiverside",6.5,52.99999793,"20","Junior","Female","Asian-American","Pass"
"3002","48","UCRiverside",3,241.0000042,"22","Junior","Female","Latino or Hispanic","Pass"
"3003","49","UCRiverside",6,124.0000013,"20","Junior","Male","Asian-American","Fail"
"3005","51","UCRiverside",4,240.9999954,"20","Junior","Female","Latino or Hispanic","Fail"
"3006","52","UCRiverside",7,137.9999977,"22","Senior","Female","White, non-Hispanic or latino","Fail"
"3008","54","UCRiverside",4,89.00000069,"19","Sophomore",NA,"Asian-American","Fail"
"3009","55","UCRiverside",4.5,128.0000016,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3010","56","UCRiverside",7,240.000002,"18","First-year","Female","Multiracial","Fail"
"3011","57","UCRiverside",6,241.0000042,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3012","58","UCRiverside",5,240.000002,"18","First-year","Male","Asian-American","Pass"
"3013","59","UCRiverside",4,106.9999974,"18","First-year","Female","Asian-American","Fail"
"3014","60","UCRiverside",4,240.999996,"20","Junior","Female","Asian-American","Fail"
"3015","61","UCRiverside",3,96.9999925,"18","First-year","Female","Asian-American","Fail"
"3016","62","UCRiverside",4.5,78.00000189,"19","Sophomore","Male","Other","Pass"
"3017","63","UCRiverside",7,32.00000245,"19","Sophomore","Male","Asian-American","Pass"
"3018","64","UCRiverside",5,82.99999551,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3019","65","UCRiverside",6,240.9999954,"20","Junior","Female","Latino or Hispanic","Pass"
"3020","66","UCRiverside",4.5,82.99999551,"18","First-year","Female","Latino or Hispanic","Pass"
"3021","67","UCRiverside",7,121.0000031,"21","Senior","Male","Latino or Hispanic","Fail"
"3022","68","UCRiverside",5,239.9999932,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3023","69","UCRiverside",6,218.0000044,"22","Junior","Female","Asian-American","Pass"
"3024","7","UCRiverside",5,192.9999999,"22","Junior","Male","White, non-Hispanic or latino","Pass"
"3025","70","UCRiverside",6,106.000004,"19","Sophomore","Female","Multiracial","Fail"
"3026","71","UCRiverside",6.5,240.9999954,"19","Sophomore","Male","Asian-American","Fail"
"3027","72","UCRiverside",5,79.00000401,"18","First-year","Male","Asian-American","Fail"
"3028","73","UCRiverside",5.5,205.0000008,"20","Sophomore","Male","African-American","Fail"
"3029","74","UCRiverside",6.5,56.99999824,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3030","75","UCRiverside",3,110.0000043,"20","Junior","Male","Latino or Hispanic","Pass"
"3031","76","UCRiverside",6.5,232.0000014,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3032","77","UCRiverside",2.5,53.0000061,"22","Sophomore","Male","Other","Fail"
"3033","78","UCRiverside",4,90.00000281,"19","Sophomore","Female","Asian-American","Fail"
"3034","79","UCRiverside",6,137.0000044,"19","Sophomore","Female","Asian-American","Fail"
"3035","8","UCRiverside",7,153.9999995,"18","First-year","Female","African-American","Pass"
"3036","80","UCRiverside",4.5,237.9999978,"25","Senior","Male","Asian-American","Fail"
"3037","81","UCRiverside",4.5,163.0000023,"18","First-year","Female","Asian-American","Pass"
"3038","82","UCRiverside",7,176.9999993,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3039","83","UCRiverside",6.5,91.99999825,"21","Senior","Male","Asian-American","Pass"
"3040","84","UCRiverside",6.5,179.0000035,"19","Sophomore","Male","Other","Fail"
"3041","85","UCRiverside",6.5,82.99999614,"18","First-year","Female","Latino or Hispanic","Pass"
"3042","86","UCRiverside",5,148.9999965,"22","Junior","Female","Latino or Hispanic","Pass"
"3043","861146834","UCRiverside",4,63.00000278,"18","First-year","Male","Latino or Hispanic","Fail"
"3044","861172931","UCRiverside",4,240.9999954,"19","First-year","Male","Asian-American","Fail"
"3045","87","UCRiverside",4.5,182.0000017,"18","First-year","Female","Latino or Hispanic","Fail"
"3047","89","UCRiverside",5,153.9999995,"17","First-year","Female","White, non-Hispanic or latino","Fail"
"3048","9","UCRiverside",6.5,31.00000033,"23","Junior","Male","Latino or Hispanic","Pass"
"3049","90","UCRiverside",6,239.9999932,"24","Junior","Female","Latino or Hispanic","Fail"
"3050","91","UCRiverside",4.5,117.9999962,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3051","92","UCRiverside",5.5,66.99999492,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3052","93","UCRiverside",7,136.0000016,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3053","94","UCRiverside",4.5,239.9999932,"19","First-year","Female","Asian-American","Fail"
"3054","95","UCRiverside",6,86.00000313,"18","Sophomore","Female","Multiracial","Pass"
"3055","96","UCRiverside",4.5,143.0000007,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"3056","97","UCRiverside",6.5,72.99999946,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3057","98","UCRiverside",6.5,240.000002,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"3058","99","UCRiverside",6,240.9999954,"22","Junior","Female","Latino or Hispanic","Pass"
"3060",NA,"UCRiverside",7,37.99999882,"20","Junior","Female","Latino or Hispanic","Fail"
"3061",NA,"UCRiverside",5.5,180.9999996,"19","Sophomore","Female","Latino or Hispanic","Pass"
"3062",NA,"UCRiverside",4,0.999993947,NA,NA,NA,NA,"Fail"
"3064",NA,"UCRiverside",3.5,222.0000047,"19","Sophomore",NA,"Asian-American","Pass"
"3065",NA,"UCRiverside",7,42.0000073,"18","First-year","Female","Latino or Hispanic","Fail"
"3066",NA,"UCRiverside",4,132.0000019,"21","Senior","Female","Asian-American","Pass"
"3068",NA,"UCRiverside",5.5,113.0000025,"20","Junior","Male","Latino or Hispanic","Pass"
"3069",NA,"UCRiverside",4,241.0000042,"19","Sophomore","Female","Asian-American","Fail"
"3072",NA,"UCRiverside",5.5,113.0000025,"20","Junior","Female","Latino or Hispanic","Pass"
"3074",NA,"UCRiverside",5,180.9999996,"19","Sophomore","Male","Multiracial","Fail"
"3075",NA,"UCRiverside",6.5,210.9999978,"19","Sophomore","Female","Latino or Hispanic","Fail"
"3077",NA,"UCRiverside",4.5,16.00000123,NA,NA,NA,NA,"Fail"
