"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck","Temperatureinlab"
"2018","6","OSUNewark","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass",70
"2019","60","OSUNewark","Communal",78,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"2020","61","OSUNewark","Agentic",71,"18","First-year","Male","White, non-Hispanic or latino","Fail",71
"2021","62","OSUNewark","Communal",68,"20","Sophomore","Female","White, non-Hispanic or latino","Pass",72
"2022","63","OSUNewark","Communal",80,"18","First-year","Male","African-American","Fail",72
"2023","64","OSUNewark","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",73
"2024","65","OSUNewark","Communal",65,"19","First-year","Female","White, non-Hispanic or latino","Pass",73
"2025","66","OSUNewark","Communal",68,"18","First-year","Male","White, non-Hispanic or latino","Fail",71
"2026","67","OSUNewark","Communal",60,"18","First-year","Male","Asian-American","Fail",71
"2027","68","OSUNewark","Communal",70,"20","First-year","Male","White, non-Hispanic or latino","Fail",73
"2028","69","OSUNewark","Agentic",60,"18","First-year","Female","Asian-American","Pass",73
"2029","7","OSUNewark","Communal",75,"18","First-year","Male","African-American","Pass",70
"2030","70","OSUNewark","Agentic",72,"21","Junior","Male","White, non-Hispanic or latino","Pass",73
"2031","71","OSUNewark","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass",73
"2032","72","OSUNewark","Agentic",72,"18","First-year","Female","Asian-American","Fail",73
"2033","73","OSUNewark","Communal",75,"19","First-year","Male","White, non-Hispanic or latino","Fail",73
"2034","74","OSUNewark","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Fail",73
"2035","75","OSUNewark","Communal",68,"19","First-year","Male","White, non-Hispanic or latino","Pass",73
"2036","76","OSUNewark","Agentic",60,"20","First-year","Male","White, non-Hispanic or latino","Pass",71
"2037","77","OSUNewark","Communal",65,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"2038","78","OSUNewark","Agentic",75,"18","First-year","Male","White, non-Hispanic or latino","Pass",71
"2039","79","OSUNewark","Communal",70,"18","First-year","Male","Asian-American","Pass",71
"2040","8","OSUNewark","Communal",78,"18","First-year","Female","White, non-Hispanic or latino","Pass",72
"2041","80","OSUNewark","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"2042","81","OSUNewark","Agentic",68,"18","First-year","Male","White, non-Hispanic or latino","Fail",71
"2043","82","OSUNewark","Agentic",68,"33","First-year","Female","White, non-Hispanic or latino","Pass",71
"2044","83","OSUNewark","Agentic",70,"18","First-year","Female","Multiracial","Fail",71
"2045","84","OSUNewark","Communal",74,"20","Other","Female","White, non-Hispanic or latino","Fail",71
"2046","85","OSUNewark","Communal",65,"18","First-year","Female","White, non-Hispanic or latino","Pass",71
"2047","86","OSUNewark","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail",71
"2048","87","OSUNewark","Communal",68,"18","First-year","Male","White, non-Hispanic or latino","Pass",71
"2049","88","OSUNewark","Agentic",65,"19","First-year","Female","White, non-Hispanic or latino","Pass",71
"2050","89","OSUNewark","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Fail",71
"2051","9","OSUNewark","Agentic",65,"19","First-year","Female","White, non-Hispanic or latino","Fail",72
"2052","90","OSUNewark","Agentic",65,"19","Sophomore","Female","White, non-Hispanic or latino","Fail",71
"2053","91","OSUNewark","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass",70
"2054","92","OSUNewark","Agentic",68,"18","First-year","Male","White, non-Hispanic or latino","Fail",70
"2055","93","OSUNewark","Communal",80,"22","First-year","Male","Multiracial","Fail",70
"2056","94","OSUNewark","Communal",65,"18","First-year","Male","Asian-American","Fail",71
"2057","95","OSUNewark","Agentic",73,"18","First-year","Male","White, non-Hispanic or latino","Pass",71
"2058","96","OSUNewark","Communal",70,"19","First-year","Male","African-American","Fail",71
"2059","97","OSUNewark","Communal",76,"19","First-year","Female","African-American","Pass",72
"2060","98","OSUNewark","Agentic",67,"19","First-year","Male","African-American","Pass",72
"2061","99","OSUNewark","Agentic",72,"18","First-year","Male","White, non-Hispanic or latino","Pass",72
"2062",NA,"OSUNewark","Communal",70,NA,NA,NA,NA,NA,NA
"2063",NA,"OSUNewark","Agentic",70,"19","First-year","Female","White, non-Hispanic or latino","Pass",NA
"2064",NA,"OSUNewark","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Fail",NA
