"","session_id","referrer","MoneyGroup","Sysjust"
"5569",2428840,"ufl","Control group",3.125
"5570",2428987,"ufl","Control group",5.375
"5571",2429136,"ufl","Control group",5
"5572",2429145,"ufl","Control group",4.75
"5573",2429146,"ufl","Money priming group",2.875
"5574",2429236,"ufl","Control group",5
"5575",2429239,"ufl","Money priming group",4.875
"5576",2429247,"ufl","Control group",2.25
"5577",2429263,"ufl","Control group",4.5
"5578",2430730,"ufl","Control group",3.875
"5579",2430732,"ufl","Control group",4.75
"5580",2430736,"ufl","Control group",4.125
"5581",2430737,"ufl","Money priming group",3.375
"5582",2430738,"ufl","Control group",5.5
"5583",2430747,"ufl","Money priming group",4.125
"5584",2430899,"ufl","Money priming group",4
"5585",2430901,"ufl","Control group",4.375
"5586",2431049,"ufl","Money priming group",2.875
"5587",2431050,"ufl","Money priming group",3.5
"5588",2431155,"ufl","Money priming group",6.125
"5589",2431158,"ufl","Control group",3.375
"5590",2431163,"ufl","Money priming group",4.875
"5591",2431164,"ufl","Control group",3.625
"5592",2431438,"ufl","Money priming group",5
"5593",2431545,"ufl","Money priming group",3
"5594",2431549,"ufl","Money priming group",3.5
"5595",2431635,"ufl","Money priming group",4.125
"5596",2431639,"ufl","Money priming group",4.125
"5597",2431659,"ufl","Control group",3.375
"5598",2431729,"ufl","Control group",3.375
"5599",2435972,"ufl","Money priming group",3.5
"5600",2442762,"ufl","Money priming group",4.125
"5601",2442764,"ufl","Control group",4.75
"5602",2445943,"ufl","Money priming group",3.25
"5603",2445949,"ufl","Money priming group",4.375
"5604",2446062,"ufl","Money priming group",4.125
"5605",2446209,"ufl","Money priming group",3.5
"5606",2446210,"ufl","Control group",5.25
"5607",2447576,"ufl","Control group",4.375
"5608",2447837,"ufl","Control group",3.375
"5609",2452135,"ufl","Money priming group",4.625
"5610",2454008,"ufl","Money priming group",3.625
"5611",2456516,"ufl","Control group",4.25
"5612",2461360,"ufl","Money priming group",3.5
"5613",2461362,"ufl","Money priming group",4.125
"5614",2461364,"ufl","Control group",3.375
"5615",2461578,"ufl","Control group",4.375
"5616",2461844,"ufl","Control group",4.875
"5617",2461847,"ufl","Control group",4.125
"5618",2461857,"ufl","Control group",4.875
"5619",2461933,"ufl","Money priming group",4.875
"5620",2465977,"ufl","Money priming group",4.75
"5621",2465982,"ufl","Money priming group",3.5
"5622",2466010,"ufl","Money priming group",5.14285714285714
"5623",2467321,"ufl","Money priming group",1.75
"5624",2467493,"ufl","Money priming group",3.75
"5625",2470455,"ufl","Control group",2.875
"5626",2473477,"ufl","Money priming group",2.375
"5627",2473617,"ufl","Control group",5.25
"5628",2473673,"ufl","Control group",3.625
"5629",2473798,"ufl","Control group",4
"5630",2479109,"ufl","Money priming group",4.5
"5631",2479343,"ufl","Control group",4.125
"5632",2484771,"ufl","Control group",3.25
"5633",2484856,"ufl","Control group",3.875
"5634",2486607,"ufl","Money priming group",5.57142857142857
"5635",2486610,"ufl","Control group",2.875
