"","ResponseId","referrer","IDEA8_negativity","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"2446","R_32JF46mvaIdJFYu","tennknox",3,1.6,"male",NA,"center (4)","democrat (2)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2447","R_d42BxtyEr1rjth7","tennknox",4,2.2,"female",NA,"liberal (2)","somewhat democrat (3)","yes","not say","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2448","R_Xwi9eReJDcSEZ21","tennknox",2.5,2.5,"male",NA,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2449","R_2ZWuwrNFLpNxHYo","tennknox",3.5,3.9,"male",NA,"strongly liberal (1)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2450","R_308A5Y3z0daRFZO","tennknox",4,2.6,"female",NA,"conservative (6)","conservative (6)",NA,"20-39,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2451","R_aWXKik3BPOX5n5T","tennknox",4,4.1,"female",NA,"liberal (2)","democrat (2)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2452","R_1hMPqU2O7YgSVfZ","tennknox",4,3.7,"female",NA,"center (4)","somewhat democrat (3)",NA,"80-99,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2453","R_12xKKUW6y5uX9p0","tennknox",4,4.2,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2454","R_3LedsvFI4EX58x8","tennknox",4,3.5,"female",NA,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2455","R_3R8xMzHz5v1YW6x","tennknox",3.5,3.4,"female",NA,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2456","R_3lsl9BxYE5f5agx","tennknox",4,3.2,"male",NA,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2457","R_1F5nrKQ29M6CCuo","tennknox",4,3.7,"female",NA,"somewhat liberal (3)","middle (4)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2458","R_AuNIBnYobgHDVtL","tennknox",4,3.2,"female",NA,"center (4)","somewhat conservative (5)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2459","R_3OeJT94f68C1WVc","tennknox",4,2.3,"male",NA,"somewhat conservative (5)","strongly conservative (7)",NA,"20-39,999","yes",NA,"UT-Knoxville","Currently In College","some college"
"2460","R_12sxPUaUqY6MGUu","tennknox",2.5,2.8,"female",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2461","R_u9A7Lpuc1R1VwNb","tennknox",3,1.8,"male",NA,"somewhat conservative (5)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2462","R_2CKv4jDLY3ZwBdp","tennknox",4,3.4,"female",NA,"liberal (2)","strongly democrat (1)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2463","R_sNhyckf10MG1sIx","tennknox",4,2.9,"male",NA,"somewhat conservative (5)","somewhat conservative (5)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2464","R_3wSoSLQMy6CYEaF","tennknox",3.5,2.7,"female",NA,"somewhat conservative (5)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2465","R_2ayjz3yqK1sYDGu","tennknox",3,3,"female",NA,"liberal (2)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2466","R_3hAN1dlLG5IAtc4","tennknox",4,4.4,"female",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2467","R_2sd8tJUPB84g7N7","tennknox",4,2.6,"female",NA,"center (4)","middle (4)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2468","R_1n1IPDjmXjtkmdg","tennknox",4,2.4,"female",NA,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2469","R_Wv9R6HdzTYHYS7T","tennknox",3,4.1,"male",NA,"center (4)","middle (4)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2470","R_3NOjffQ4SMkfMbG","tennknox",3.5,4,"male",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2471","R_23fnSdgmnskI3yx","tennknox",4,2.9,"male",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2472","R_ypFhvhYUSnjMvex","tennknox",4,2.6,"male",NA,"center (4)","middle (4)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2473","R_239aWVOtithRW6r","tennknox",3.5,3.2,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2474","R_11gSRxVodM1SzNZ","tennknox",3,2,"female",NA,"liberal (2)","middle (4)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2475","R_1AOlcS2DxomEQbr","tennknox",4,2.4,"male",NA,"liberal (2)","independent",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2476","R_3G9hweVPCLyQrB3","tennknox",3,2,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2477","R_9vRnXZTCOs3qiI1","tennknox",2.5,2.7,"male",NA,"liberal (2)","middle (4)",NA,"40-59,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2478","R_ZkGG5UUVfc1I3MR","tennknox",4,3,"female",NA,"apolitical","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2479","R_3stO1FjXvXwnZHk","tennknox",3.5,3.5,"female",NA,"conservative (6)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2480","R_esahB44xzoA6kzT","tennknox",3.5,3,"male",NA,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2481","R_3lWTYT5acyxGZBj","tennknox",3,3.1,"male",NA,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2482","R_71G9IYt1u3AfiIt","tennknox",4,3.2,"male",NA,"liberal (2)","democrat (2)",NA,"under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2483","R_3R4ImAascSKab5x","tennknox",4,4.6,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2484","R_sohbz6FSyA0w0SZ","tennknox",3,2.1,"female",NA,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2485","R_es5PtGAKxeivSEx","tennknox",3.5,3.5,"female",NA,"apolitical","democrat (2)",NA,"not say","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2486","R_2fDLZesnZBm61UJ","tennknox",4,3.6,"female",NA,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2487","R_BV6yBkg4nyBCG4h","tennknox",3,3,"female",NA,"center (4)","independent",NA,"60-79,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2488","R_3exkVQWUHKFMskc","tennknox",3,3.1,"female",NA,"apolitical","democrat (2)","yes","under20,000","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2489","R_2s5PPisl24ToER0","tennknox",4,3.7,"male",NA,"strongly conservative (7)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2490","R_2rYM6xqs8fOV4O6","tennknox",3,2.4,"male",NA,"apolitical","independent",NA,"20-39,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2491","R_1mrUnT099lIJcEo","tennknox",3.5,1.5,"male",NA,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2492","R_qJAa0yV75dqfwat","tennknox",4,2.6,"male",NA,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2493","R_1OIYOWQ5DDz0OO0","tennknox",3.5,2.4,"male",NA,"center (4)","middle (4)",NA,"200-999,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2494","R_2zcI3mOXh0FUFXn","tennknox",4,3.5,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2495","R_2drSshyO9G2CE7h","tennknox",4,3.3,"female",NA,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2496","R_2dR6rmhTxhLCOLZ","tennknox",3,2.9,"male",NA,"apolitical","middle (4)",NA,"60-79,999","yes","Other race/ethincity","UT-Knoxville","Currently In College","some college"
"2497","R_2ccqjNngqL2jwWb","tennknox",4,3.1,"female",NA,"somewhat liberal (3)","democrat (2)",NA,"60-79,999","yes","Caucasian","UT-Knoxville","Currently In College","some college"
"2801","R_PSAkSD7vy2k17tT","tennknox",4,2.8,"male",NA,"somewhat liberal (3)","somewhat democrat (3)","yes","under20,000","yes",NA,"UT-Knoxville","Completed 2 year degree","some college"
"2936","R_27gx3I43qBhNDec","tennknox",3,2.1,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","UT-Knoxville","Completed 4 year degree","some college"
