"","ResponseId","referrer","IDEA8_between","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"134","R_1pm4SvE36KIk0aZ","acgreece",3.5,3.8,"female",25,"center (4)","democrat (2)",NA,"40-59,999","no","Caucasian","ACG","Currently In College","some college"
"135","R_2v1FI5KQcrxULPZ","acgreece",4,2,"female",23,"apolitical","independent",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"136","R_1o0YhDtnihnUmhZ","acgreece",4,3.1,"male",24,"center (4)","middle (4)",NA,"20-39,999","no","Caucasian","ACG","Currently In College","some college"
"137","R_3qlmsldtnc0ZYjY","acgreece",4,2.4,"female",23,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","no","Caucasian","ACG","Currently In College","some college"
"138","R_2dlK92aXlKI1KqZ","acgreece",4,3.2,"female",23,"apolitical","independent",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"139","R_3G1XvswZmPZTkMU","acgreece",3,2.5,"female",22,"liberal (2)","democrat (2)",NA,"under20,000","no","Caucasian","ACG","Currently In College","some college"
"140","R_BKY8BDUScVEQF3P","acgreece",4,3,"female",22,"apolitical","independent",NA,"under20,000","no","Other race/ethincity","ACG","Currently In College","some college"
"141","R_2ciKeo3BjqoI2I8","acgreece",4,2.8,"female",23,"center (4)","strongly democrat (1)",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"142","R_2dQ6e2F0ogEu2b9","acgreece",3,2.5,"female",23,"center (4)","middle (4)",NA,"20-39,999","no","Other race/ethincity","ACG","Currently In College","some college"
"143","R_3nfm2uCBEFh4oX7","acgreece",3,2.8,"female",22,"apolitical","democrat (2)",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"144","R_5o05sTxrpxudl3H","acgreece",3,2.5,"female",25,"liberal (2)","democrat (2)",NA,"under20,000","no","Caucasian","ACG","Currently In College","some college"
"145","R_1rxKh3S8v961o9w","acgreece",3.5,3.4,"female",23,"liberal (2)","strongly democrat (1)",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"146","R_24kJPxVOxMshN3Q","acgreece",3,2.9,"female",21,"apolitical","somewhat democrat (3)",NA,"100-199,999","yes",NA,"ACG","Currently In College","some college"
"147","R_2EicRio0NgwqUab","acgreece",4,3.3,"female",24,"liberal (2)","democrat (2)",NA,"under20,000","no","Caucasian","ACG","Currently In College","some college"
"148","R_3EMdJhSLKBg7fqU","acgreece",4,2.4,"female",22,"apolitical","independent",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"149","R_39pldNoon8CePfP","acgreece",4,3,"female",22,"apolitical","independent",NA,"not say","no","Other race/ethincity","ACG","Currently In College","some college"
"150","R_pmwDTZyCyCycXwB","acgreece",2.5,3.7,"female",23,"apolitical","independent",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"151","R_2QLjdu3yoxqQ21c","acgreece",3.5,3.7,"female",23,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","no","Other race/ethincity","ACG","Currently In College","some college"
"152","R_2CfdmFw1NTliv4e","acgreece",2.5,2.2,"female",22,"liberal (2)","strongly democrat (1)",NA,"20-39,999","no","Caucasian","ACG","Currently In College","some college"
"153","R_12G7bIqN2wB2N65","acgreece",3,4.3,"male",23,"liberal (2)","independent",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"154","R_3lLnoV2mYVYHFvf","acgreece",3,4.2,"female",22,"strongly liberal (1)","middle (4)",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"155","R_bdTvQ0NcPozz85z","acgreece",4,2.6,"male",19,"liberal (2)","middle (4)",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"156","R_XESJAjmCh7d0obn","acgreece",4,3.8,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"20-39,999","no","Caucasian","Piraes","Currently In College","some college"
"157","R_6feAqyeog8WXqpj","acgreece",3,3.1,"female",22,"apolitical","independent",NA,"60-79,999","no","Caucasian","ACG","Currently In College","some college"
"158","R_3HhpXOpXbADya2s","acgreece",3.5,3.2,"female",18,"conservative (6)","independent",NA,"not say","no","Caucasian","Pioneers","Currently In College","some college"
"159","R_3PMhxL4MuP6Trm5","acgreece",3.5,3.6,"female",20,"apolitical","independent",NA,"not say","no","Other race/ethincity","ACG","Currently In College","some college"
"160","R_SSFWDWshbeTueS5","acgreece",3.5,3.5,"female",19,"strongly liberal (1)","democrat (2)",NA,"under20,000","no","Caucasian","ACG","Currently In College","some college"
"161","R_xgXu2pj6z8Z47El","acgreece",3.5,3.6,"female",18,"liberal (2)","somewhat democrat (3)",NA,"not say","no","Caucasian","ACG","Currently In College","some college"
"162","R_1QiKb2LdJo1Bhvv","acgreece",3.5,3.3,"male",18,"strongly liberal (1)","independent",NA,"80-99,999","no","Caucasian","ACG","Currently In College","some college"
"163","R_3fv0VeHsW6AvJPk","acgreece",3.5,2.6,"female",19,"center (4)","independent",NA,"not say","no",NA,"ACG","Currently In College","some college"
"164","R_2VqeivJmE7cyWNo","acgreece",3.5,3,"female",18,"somewhat conservative (5)","independent",NA,"under20,000","no","Caucasian","ACG","Currently In College","some college"
"165","R_1d5MBBSjWY4FAnk","acgreece",2,1.8,"male",26,"center (4)","democrat (2)",NA,"not say","no","Other race/ethincity","ACG","Currently In College","some college"
"166","R_BJN3bQqi1zUMid3","acgreece",4,3.1,"female",20,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","no","Caucasian","ACG","Currently In College","some college"
"167","R_23UKwf5ZrpqGszD","acgreece",4,3.1,"female",18,"apolitical","independent",NA,"under20,000","no","Caucasian","ACG","Currently In College","some college"
"2634","R_2YkRYW8sxAJBcBg","acgreece",2.5,2.9,"male",23,"apolitical","independent",NA,"not say","no","Caucasian","ACG","Completed 2 year degree","some college"
"2814","R_3D8gTkHF3GpmjZj","acgreece",3,2.9,"female",22,"liberal (2)","somewhat democrat (3)",NA,"not say","no","Caucasian","","Completed 4 year degree","some college"
"2815","R_0qgwLO0x0MViDOp","acgreece",4,2.8,"female",23,"somewhat liberal (3)","conservative (6)",NA,"under20,000","no","Caucasian","","Completed 4 year degree","some college"
"2816","R_1gTNDGWsqikPuEX","acgreece",3.5,4.6,"female",25,"apolitical","independent",NA,"under20,000","no","Caucasian","ACG","Completed 4 year degree","some college"
"2817","R_8en7eLsUe2Mk0Qp","acgreece",1,1.7,"male",25,"apolitical","middle (4)",NA,"under20,000","no","Caucasian","ACG","Completed 4 year degree","some college"
"2818","R_2TSOEoNqKN5cdPa","acgreece",4,4.2,"female",23,"liberal (2)","somewhat democrat (3)",NA,"80-99,999","no","Caucasian","","Completed 4 year degree","some college"
"2819","R_3PdjSjACd3hLXQK","acgreece",3.5,4.2,"female",23,"somewhat liberal (3)","independent",NA,"60-79,999","no","Caucasian","","Completed 4 year degree","some college"
"2820","R_2TGbiBXmAtxywsD","acgreece",4,3.8,"male",23,"strongly liberal (1)","middle (4)",NA,"20-39,999","no","Caucasian","ACG","Completed 4 year degree","some college"
"2821","R_2V3LAz8lmYfgqIq","acgreece",3.5,2.7,"female",25,"apolitical","democrat (2)",NA,"60-79,999","no","Caucasian","","Completed 4 year degree","some college"
"2822","R_2Quh0h3wxTjZjKP","acgreece",3,3.4,"female",25,"center (4)","middle (4)",NA,"under20,000","no","Caucasian","ACG","Completed 4 year degree","some college"
"2950","R_2ZKrGU1Z1IVMVae","acgreece",4,2.5,"male",25,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","no","Caucasian","","Graduate Education",NA
"2951","R_2TueUZgaYEweBPn","acgreece",3.5,2.9,"male",25,"liberal (2)","somewhat democrat (3)",NA,"under20,000","no","Caucasian","","Graduate Education",NA
"2952","R_aXAVlDXiWDvJGPD","acgreece",2,2.9,"female",31,"apolitical","somewhat democrat (3)",NA,"20-39,999","no","Caucasian","","Graduate Education",NA
"2953","R_1KlHNd0KK9iCNJn","acgreece",1.5,3.1,"male",22,"conservative (6)","democrat (2)","yes","20-39,999","no","Caucasian","ACG","Graduate Education",NA
"2954","R_3QXexLyuOYNWmzg","acgreece",3,3.1,"male",24,"center (4)","middle (4)",NA,"20-39,999","no","Caucasian","ACG","Graduate Education",NA
