"","ResponseId","referrer","IDEA8_exp","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"362","R_1EhxwuV8dcx8nCY","bradley",4,3.3,"male",19,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","UI-Chicago","Currently In College","some college"
"363","R_1P12tewQiNaWVwR","bradley",3.5,2.7,"female",20,"conservative (6)","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","IllinoisState","Currently In College","some college"
"364","R_1GTxM6CgBNoILOz","bradley",4,3.2,"female",21,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","Vanderbilt","Currently In College","some college"
"365","R_2RaonlIJITMhXDf","bradley",4,3.2,"female",19,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","Lewis","Currently In College","some college"
"366","R_ZLcXEENfgpCWEIp","bradley",4,2.5,"female",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","IllinoisState","Currently In College","some college"
"367","R_C9L77JrAzCGdRhD","bradley",3,3,"female",19,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes","Caucasian","Missouri","Currently In College","some college"
"368","R_28IBXpTYv733bsd","bradley",3.5,3.2,"male",19,"apolitical","independent",NA,"not say","no","Other race/ethincity","Bradley","Currently In College","some college"
"369","R_1CvJ7B19kLK377K","bradley",3.5,2.6,"female",20,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","Bradley","Currently In College","some college"
"370","R_9AhmjtIonjUpgB3","bradley",4,2.3,"male",20,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Caucasian","Bradley","Currently In College","some college"
"371","R_3fNMFJqkhqxIOwr","bradley",4,3.5,"female",21,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","Bradley","Currently In College","some college"
"372","R_AsySXq5iE5ayAjT","bradley",4,3.1,"female",19,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","JolietJrCollege","Currently In College","some college"
"373","R_pJAv4scKcIQkDU5","bradley",3,3.1,"female",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","Bradley","Currently In College","some college"
"374","R_2QhzexXfM4y4sXl","bradley",4,3.1,"female",18,"liberal (2)","strongly democrat (1)",NA,"80-99,999","yes","Caucasian","Grinnell","Currently In College","some college"
"375","R_3IPE4fyMxiB4pIU","bradley",3,3.4,"male",19,"somewhat liberal (3)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","Indiana","Currently In College","some college"
"376","R_3MG1HWL4OpS2MEP","bradley",4,2.6,"female",18,"center (4)","somewhat conservative (5)",NA,"under20,000","yes",NA,"Bradley","Currently In College","some college"
"377","R_roKHBENfxrpHTZn","bradley",4,3,"female",20,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","Bradley","Currently In College","some college"
"2654","R_3nC4fBEx2iiSn4G","bradley",4,2.4,"female",NA,"liberal (2)","strongly democrat (1)",NA,"80-99,999","yes","Other race/ethincity","Bradley","Completed 2 year degree","some college"
"2827","R_24XEmWXZxZRWLoB","bradley",3.5,3,"female",NA,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","","Completed 4 year degree","some college"
"2828","R_3hrWpBVywJUnT5O","bradley",4,2,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"40-59,999","yes","Caucasian","","Completed 4 year degree","some college"
"2829","R_RrSNupUJB6FNKmZ","bradley",3.5,3.7,"female",NA,"apolitical","independent",NA,"100-199,999","yes","Caucasian","","Completed 4 year degree","some college"
"2830","R_1gcLcEFwIzfpWzp","bradley",4,3.7,"female",NA,"center (4)","independent",NA,"60-79,999","yes","Caucasian","","Completed 4 year degree","some college"
"2831","R_1oCsWWTULgQR7ML","bradley",4,3.6,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","","Completed 4 year degree","some college"
"2832","R_1cZGRsR5RpMDcIA","bradley",4,2.3,"female",NA,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","","Completed 4 year degree","some college"
"2833","R_22z9J8lgxlpZieS","bradley",3.5,3.2,"male",NA,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","","Completed 4 year degree","some college"
"2834","R_1r7mbhsPqGq2RQ3","bradley",3,2.6,"female",NA,"conservative (6)","strongly conservative (7)",NA,"40-59,999","yes","Caucasian","","Completed 4 year degree","some college"
"2835","R_eLJBLVxClzYGkYF","bradley",3,2.2,"female",23,"liberal (2)","democrat (2)",NA,"60-79,999","yes","Caucasian","","Completed 4 year degree","some college"
"2836","R_3lW9701ND79JB1z","bradley",4,3.4,"female",22,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Caucasian","","Completed 4 year degree","some college"
"2966","R_1GZHNpbGxv0Y4KI","bradley",3.5,2.6,"male",NA,"conservative (6)","conservative (6)",NA,"200-999,999","yes","Caucasian","Bradley","Graduate Education",NA
"2967","R_5jx9K6rPfPZ1kDb","bradley",3.5,3.2,"female",NA,"liberal (2)","democrat (2)",NA,"not say","yes","Caucasian","SLU","Graduate Education",NA
"2968","R_2rnYvhtIjHwDrXz","bradley",2.5,2.5,"male",NA,"strongly liberal (1)","democrat (2)",NA,"20-39,999","yes","Caucasian","Purdue","Graduate Education",NA
"2969","R_1JLOiQ0JhjLzxq9","bradley",3,3.4,"female",NA,"strongly liberal (1)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","Illinois","Graduate Education",NA
"2970","R_1LtV08R2dchj4Ih","bradley",3.5,3.6,"male",NA,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","Washington","Graduate Education",NA
