"","ResponseId","referrer","IDEA8_exp","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1673","R_1QJI1WCFXQwt7w2","riversidecc",3.5,3,"male",18,"apolitical","independent",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1674","R_1qeTyE1GI8cjXYz","riversidecc",3.5,3.7,"male",18,"liberal (2)","democrat (2)",NA,"100-199,999","yes",NA,"RiversideCC","Currently In College","some college"
"1675","R_brrMyecBjPaLY6p","riversidecc",3.5,4.2,"male",19,"strongly liberal (1)","democrat (2)",NA,"200-999,999","yes","Caucasian","RiversideCC","Currently In College","some college"
"1676","R_1lmeFtx6jyFeHjQ","riversidecc",3.5,3,"male",28,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1677","R_2v6bzcCdemv2YKf","riversidecc",3.5,2.1,"male",18,"center (4)","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1678","R_216xTVdUZqZX0hZ","riversidecc",4,2.8,"female",20,"apolitical","independent",NA,"60-79,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1679","R_BWWvN274s6kjwc1","riversidecc",3.5,2.9,"male",20,"conservative (6)","middle (4)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1680","R_elFbKrUfObsaQjb","riversidecc",2.5,3.3,"female",19,"apolitical","independent",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1681","R_eOJ2EAoxYIh9FWd","riversidecc",4,3.5,"female",20,"center (4)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1682","R_1JIOLpBr02YaLPy","riversidecc",3,2.5,"female",19,"apolitical","somewhat conservative (5)",NA,"not say","yes","Caucasian","RiversideCC","Currently In College","some college"
"1683","R_XtPD6eArGbEnECl","riversidecc",3.5,2.6,"male",19,"center (4)","somewhat democrat (3)",NA,"under20,000","yes",NA,"RiversideCC","Currently In College","some college"
"1684","R_vrGzouC5t8WSrC1","riversidecc",3.5,2.4,"female",22,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1685","R_3nIRIUEm2phjKBV","riversidecc",3,3.9,"male",19,"apolitical","independent",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1686","R_babep9ukReQkLXH","riversidecc",4,2,"female",19,"center (4)","somewhat democrat (3)",NA,"80-99,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1687","R_1yPAfDTmyMCn0lj","riversidecc",3.5,4,"female",19,"center (4)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","RiversideCC","Currently In College","some college"
"1688","R_12qZ4wj8OYFZoSe","riversidecc",4,2.4,"female",19,"apolitical","middle (4)",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1689","R_2SuBYhiV3d6z9w3","riversidecc",3.5,3.3,"male",18,"center (4)","middle (4)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1690","R_Umh7gdM7rk8SPJf","riversidecc",4,3.2,"female",21,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1691","R_6JrXC7KGY8T8rrH","riversidecc",4,2,"female",20,"center (4)","middle (4)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1692","R_2D8siOBC4SEyYbi","riversidecc",4,2.6,"male",25,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes",NA,"RiversideCC","Currently In College","some college"
"1693","R_3MAOexDDWxMn0xS","riversidecc",4,2.3,"female",26,"center (4)","somewhat democrat (3)",NA,"under20,000","yes",NA,"RiversideCC","Currently In College","some college"
"1694","R_2cqGO2H3yu7tvPW","riversidecc",3.5,2.9,"female",19,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1695","R_1QKpxOn5iWUoUGi","riversidecc",3,2,"female",26,"center (4)","independent",NA,"60-79,999",NA,"Other race/ethincity","RiversideCC","Currently In College","some college"
"1696","R_3oMGzvJfMAXCXun","riversidecc",4,3,"male",20,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1697","R_3IcKb5opL0hOKng","riversidecc",3.5,2.6,"female",27,"center (4)","independent",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1698","R_ONZM0Zt23m8CeQN","riversidecc",4,3.2,"male",25,"center (4)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1699","R_r74hgDiVRWENJcZ","riversidecc",4,3.4,"female",22,"liberal (2)","strongly democrat (1)",NA,"40-59,999","yes","Caucasian","RiversideCC","Currently In College","some college"
"1700","R_3NVyzGMeY6l8Dkk","riversidecc",3.5,3.4,"female",24,"center (4)","middle (4)",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1701","R_3rUvFCax3rAYT2m","riversidecc",2.5,2.5,"female",38,"strongly conservative (7)","independent",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1702","R_3I4tl64AOomenMh","riversidecc",4,3.1,"male",24,"strongly liberal (1)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1703","R_3lYwcpppp9afWyS","riversidecc",3.5,2,"female",20,"apolitical","independent",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1704","R_2pYWeBIRuGpKyaR","riversidecc",3,3.2,"female",25,"conservative (6)","conservative (6)",NA,"20-39,999","yes","Caucasian","RiversideCC","Currently In College","some college"
"1705","R_XM6PgM5UBmZGFzP","riversidecc",4,2.4,"male",23,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes",NA,"RiversideCC","Currently In College","some college"
"1706","R_3e5dwhjyICWsfOs","riversidecc",3,3.9,"female",19,"strongly liberal (1)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1707","R_3J9F1y8ZCYxrEGy","riversidecc",3.5,2.5,"male",21,"conservative (6)","conservative (6)",NA,"20-39,999","yes",NA,"RiversideCC","Currently In College","some college"
"1708","R_2ugE5Bd6PlP81hv","riversidecc",3.5,3,"female",20,"center (4)","middle (4)",NA,"under20,000","yes",NA,"RiversideCC","Currently In College","some college"
"1709","R_xuDczhEtyooS45X","riversidecc",4,2.5,"male",18,"apolitical","independent",NA,"60-79,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1710","R_UMUo41MhP9kL4GJ","riversidecc",3,3.3,"male",29,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Caucasian","RiversideCC","Currently In College","some college"
"1711","R_DTqfEpMUPIBM5d7","riversidecc",3,2.6,"male",19,"somewhat conservative (5)","somewhat conservative (5)",NA,"20-39,999","yes",NA,"RiversideCC","Currently In College","some college"
"1712","R_1jjiarJv1U1ufa5","riversidecc",4,2.7,"female",18,"liberal (2)","middle (4)","yes","20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1713","R_8bJgbTQrWc6VdFn","riversidecc",4,2.1,"female",18,"liberal (2)","somewhat democrat (3)",NA,"not say","yes",NA,"RiversideCC","Currently In College","some college"
"1714","R_2e9kaCWTWfFymaW","riversidecc",4,4.1,"male",23,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1715","R_273zgndZn8LuTUY","riversidecc",4,3.3,"female",18,"somewhat liberal (3)","somewhat conservative (5)",NA,"under20,000","no","Other race/ethincity","RiversideCC","Currently In College","some college"
"1716","R_6PsVyxJjN2XecCJ","riversidecc",4,2.1,"male",18,"somewhat conservative (5)","middle (4)",NA,"60-79,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1717","R_2wLAyOhs9ddsAHb","riversidecc",4,3.2,"female",33,"apolitical","independent",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1718","R_bDVnLO9G6maAUBX","riversidecc",4,3,"female",21,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1719","R_2QyU4sXpUrIoPOy","riversidecc",4,3.9,"male",19,"liberal (2)","democrat (2)",NA,"under20,000","yes",NA,"RiversideCC","Currently In College","some college"
"1720","R_1mJkGU7rnEGMNfi","riversidecc",4,3.8,"male",21,"apolitical","independent",NA,"under20,000","yes",NA,"RiversideCC","Currently In College","some college"
"1721","R_1obVJG7i4PGLWCl","riversidecc",4,2.7,"female",19,"apolitical","independent",NA,"not say","yes",NA,"RiversideCC","Currently In College","some college"
"1722","R_1GOBMQorOky3tqA","riversidecc",4,3,"female",20,"somewhat liberal (3)","democrat (2)",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1723","R_57vDoZgH11FuROx","riversidecc",4,3.3,"male",18,"strongly liberal (1)","strongly democrat (1)",NA,"80-99,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1724","R_3CHIobU4LlnbDc3","riversidecc",3.5,3.7,"male",22,"center (4)","middle (4)",NA,"100-199,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1725","R_UFJofn4cAQbXnzz","riversidecc",4,2.7,"female",20,"liberal (2)","strongly democrat (1)",NA,"100-199,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1726","R_sbvGtBjpbY4enCN","riversidecc",3.5,3.8,"female",20,"center (4)","independent",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1727","R_2EcOdmojAiriXqe","riversidecc",4,4,"female",19,"conservative (6)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1728","R_QgFzxRrnyJjfex3","riversidecc",3,3.4,"female",40,"somewhat liberal (3)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1729","R_31tqsMnVdzobCaX","riversidecc",4,2.8,"female",24,"somewhat liberal (3)","democrat (2)",NA,"not say","no",NA,"RiversideCC","Currently In College","some college"
"1730","R_2wdBW8efEllX8i4","riversidecc",3.5,4.3,"female",18,"liberal (2)","somewhat democrat (3)",NA,"not say",NA,"Other race/ethincity","RiversideCC","Currently In College","some college"
"1731","R_2V7HtpxQMAtcX0B","riversidecc",4,3.2,"female",24,"center (4)","middle (4)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1732","R_2PcHHCdrO9QC8fC","riversidecc",4,4.5,"female",18,"liberal (2)","somewhat democrat (3)",NA,"not say","yes","Caucasian","RiversideCC","Currently In College","some college"
"1733","R_1ISrRzdpUOjvmcM","riversidecc",4,3.4,"female",18,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","Norco","Currently In College","some college"
"1734","R_1gGaOUjHPIINwJD","riversidecc",3.5,3.9,"male",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1735","R_1F3QzG0ZZzqHanH","riversidecc",2.5,1.7,"male",26,"somewhat conservative (5)","conservative (6)","yes","under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1736","R_1DtWGmJQ734yfKx","riversidecc",3.5,3.1,"female",18,"apolitical","independent",NA,"80-99,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1737","R_6QX9zkWPDVXoigp","riversidecc",3.5,2.8,"male",19,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1738","R_x2T1pZJRK5q3soF","riversidecc",4,2.6,"female",20,"center (4)","conservative (6)",NA,"200-999,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1739","R_qU6vVgBFoa80sFP","riversidecc",3.5,2.4,"female",19,"liberal (2)","democrat (2)",NA,"not say","yes",NA,"RiversideCC","Currently In College","some college"
"1740","R_3dSt1OOr99WGL4z","riversidecc",4,3.1,"female",21,"apolitical","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1741","R_24pCIdyUv2eN3ua","riversidecc",3,3.2,"male",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1742","R_3qpRVnSUWlpDEmf","riversidecc",3.5,2.3,"female",22,"conservative (6)","somewhat conservative (5)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1743","R_22mPSr8VH4eOjxq","riversidecc",3.5,3.1,"female",21,"somewhat liberal (3)","somewhat democrat (3)",NA,"60-79,999","yes",NA,"RiversideCC","Currently In College","some college"
"1744","R_2rIrPWHMuE1z1v3","riversidecc",4,2.4,"female",22,"somewhat liberal (3)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1745","R_1K0Vvesc54HxcN7","riversidecc",3.5,4.2,"female",19,"liberal (2)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1746","R_1EictPZzYdBaHgp","riversidecc",3.5,2.4,"female",18,"apolitical","somewhat democrat (3)",NA,"100-199,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1747","R_3p39PjXAq57Zc2D","riversidecc",4,2.6,"male",21,"liberal (2)","strongly democrat (1)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1748","R_3PoUXPY3jaisFAa","riversidecc",3.5,3.8,"female",24,"liberal (2)","democrat (2)",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1749","R_3JmFMAxpsOKelms","riversidecc",3,3.4,"male",20,"center (4)","independent",NA,"not say","yes","Other race/ethincity","LaSierra","Currently In College","some college"
"1750","R_1NVU1pafi12gxON","riversidecc",3.5,3.9,"female",19,"liberal (2)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1751","R_3QXYfbP7Lp2Zv2s","riversidecc",4,3.3,"female",22,"apolitical","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"1752","R_3lLG8i7ttFNHOTY","riversidecc",3.5,2.3,"female",18,"center (4)","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Currently In College","some college"
"2704","R_1gOr1VEKbs2ye0C","riversidecc",4,1.9,"male",21,"strongly liberal (1)","strongly democrat (1)",NA,"100-199,999","yes","Caucasian","RiversideCC","Completed 2 year degree","some college"
"2705","R_a2XR1EkFYzfhwix","riversidecc",4,2.5,"female",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes","Other race/ethincity","RiversideCC","Completed 2 year degree","some college"
"2706","R_3Jf8w1ZWiyO9TCQ","riversidecc",2,2.5,"female",25,"center (4)","middle (4)",NA,"60-79,999","yes","Other race/ethincity","Norco","Completed 2 year degree","some college"
"2707","R_C7U33OcycSLD9df","riversidecc",4,3.4,"other",22,"liberal (2)","democrat (2)",NA,"under20,000","yes",NA,"RiversideCC","Completed 2 year degree","some college"
"2708","R_29tc3WkKisv68TG","riversidecc",4,3.3,"female",22,"somewhat liberal (3)","middle (4)",NA,"40-59,999","yes",NA,"RiversideCC","Completed 2 year degree","some college"
"2709","R_2yfSyu8gJmgdVN6","riversidecc",3.5,1.9,"female",22,"conservative (6)","strongly conservative (7)",NA,"60-79,999","yes","Caucasian","RiversideCC","Completed 2 year degree","some college"
"2710","R_1iqinFtHOYXpjFt","riversidecc",4,2.2,"female",20,"liberal (2)","somewhat democrat (3)",NA,"60-79,999","yes",NA,"RiversideCC","Completed 2 year degree","some college"
"2711","R_1rOn3YSyNgaobY4","riversidecc",4,3.5,"female",23,"somewhat liberal (3)","democrat (2)","yes","under20,000","yes","Other race/ethincity","RiversideCC","Completed 2 year degree","some college"
"2712","R_2zCSD8Nd5eb6HIk","riversidecc",4,3.3,"female",23,"center (4)","independent",NA,"20-39,999","yes","Other race/ethincity","RiversideCC","Completed 2 year degree","some college"
"2713","R_2uVBxPHEvkKBKnX","riversidecc",3,3.5,"female",22,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Caucasian","RiversideCC","Completed 2 year degree","some college"
"2714","R_ALnhvsJauStwyhr","riversidecc",4,2.8,"female",21,"liberal (2)","strongly democrat (1)",NA,"not say","yes","Other race/ethincity","RiversideCC","Completed 2 year degree","some college"
"2715","R_3KImkBxhaZ2MaXQ","riversidecc",4,3.6,"male",21,"somewhat liberal (3)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","RiversideCC","Completed 2 year degree","some college"
"2900","R_b3OdqkmwmlB0yHL","riversidecc",3,3.4,"male",28,"conservative (6)","conservative (6)",NA,"20-39,999","yes",NA,"RiversideCC","Completed 4 year degree","some college"
"2901","R_1rMOFDZjaFRQrFU","riversidecc",2.5,1.4,"female",32,"apolitical","somewhat democrat (3)",NA,"80-99,999","yes","Other race/ethincity","RiversideCC","Completed 4 year degree","some college"
"2902","R_2UaoBb3UYgHp94m","riversidecc",3.5,3.4,"female",30,"center (4)","democrat (2)",NA,"40-59,999","yes",NA,"RiversideCC","Completed 4 year degree","some college"
"2903","R_1rpOULpGtlUCWjz","riversidecc",2.5,2.7,"female",24,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","RiversideCC","Completed 4 year degree","some college"
"2904","R_3nML1IfP0BFkuxC","riversidecc",3.5,2,"male",28,"liberal (2)","democrat (2)",NA,"100-199,999","yes","Caucasian","RiversideCC","Completed 4 year degree","some college"
"3047","R_27BCXiQXa2ZtelY","riversidecc",3,3.2,"female",NA,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Graduate Education",NA
"3048","R_1MWWmSGHQbIyobv","riversidecc",3.5,2.8,"male",30,"somewhat conservative (5)","independent",NA,"20-39,999","yes","Other race/ethincity","Norco","Graduate Education",NA
"3049","R_1LBT9QmGsuckw0F","riversidecc",4,4.1,"male",27,"center (4)","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","RiversideCC","Graduate Education",NA
