"","ResponseId","referrer","IDEA8_exp","Stress","sex","age","politics","party","armedservices","income","USresidency","RaceDichotomized","School_coded","EducationCoded","EducationDichotomized"
"1766","R_2chnSR8YPoDh0bq","samaug",3,2.6,"female",18,"conservative (6)","strongly conservative (7)",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1767","R_2lZGhMm2YQBbrqx","samaug",4,2.6,"female",18,"strongly conservative (7)","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1768","R_1nOr8xkndq1uPKm","samaug",3,2.7,"male",18,"apolitical","somewhat conservative (5)",NA,"not say","yes",NA,"Samaug","Currently In College","some college"
"1769","R_2ttD01LJ25GPawA","samaug",4,3.2,"female",18,"center (4)","conservative (6)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1770","R_24vn0aRUpYVijIj","samaug",2.5,3.4,"female",18,"apolitical","independent",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1771","R_QgDEwR5gqk7EQlX","samaug",4,2.7,"female",19,"somewhat liberal (3)","strongly democrat (1)",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1772","R_2AMvyavEogTE5bb","samaug",4,4.6,"female",21,"apolitical","independent",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1773","R_1N37QH3BfGDqXM6","samaug",4,3.1,"female",19,"center (4)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1774","R_2QSx7YKdVFKF2YE","samaug",3.5,3.1,"female",19,"apolitical","democrat (2)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1775","R_vUpEiSySJBgzsT7","samaug",3.5,3.9,"female",18,"conservative (6)","strongly conservative (7)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1776","R_eyrCFzJ2AEaAA9j","samaug",4,2.7,"female",18,"center (4)","strongly conservative (7)",NA,"40-59,999","yes","Caucasian","Samaug","Currently In College","some college"
"1777","R_1IsecRUTjMqxLkh","samaug",3,1.8,"female",18,"apolitical","strongly conservative (7)",NA,"40-59,999","yes","Caucasian","Samaug","Currently In College","some college"
"1778","R_1M6aSNH576ZLIFn","samaug",3,3,"female",18,"apolitical","conservative (6)",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1779","R_3rTxxL2mHITG2HD","samaug",4,1.7,"female",18,"conservative (6)","conservative (6)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1780","R_3m3i4VuAh49cQyu","samaug",4,2.9,"female",18,"somewhat liberal (3)","middle (4)",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1781","R_qO9PLUvGxeQ13zj","samaug",3.5,2.8,"male",18,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1782","R_3qs7g7kwu7SOGFA","samaug",4,3.4,"female",18,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1783","R_2wcykl3yr43oCBK","samaug",4,3.1,"female",19,"somewhat conservative (5)","strongly conservative (7)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1784","R_1LbtyX4JpbCtpzO","samaug",4,2.9,"female",19,"apolitical","somewhat democrat (3)",NA,"80-99,999","yes","Caucasian","Samaug","Currently In College","some college"
"1785","R_3OqaF8tpaMyITi9","samaug",3.5,3.2,"female",18,"strongly conservative (7)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","Samaug","Currently In College","some college"
"1786","R_1CBnDZkcZPCwDdV","samaug",4,3.8,"female",18,"strongly liberal (1)","democrat (2)",NA,"40-59,999","yes","Caucasian","Samaug","Currently In College","some college"
"1787","R_1KyjuPIPrdW0oDF","samaug",4,2.8,"female",18,"apolitical","independent",NA,"60-79,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1788","R_2S9cfTGGh63RWyf","samaug",4,3.1,"female",18,"strongly conservative (7)","independent",NA,"20-39,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1789","R_2dzOMzXbDCImWBU","samaug",3,2.7,"male",21,"conservative (6)","middle (4)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1790","R_2UbYXyTFUcnCSpc","samaug",4,1.9,"male",19,"somewhat conservative (5)","conservative (6)",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1791","R_2qt68igmPtbp7zo","samaug",4,3.4,"female",21,"strongly liberal (1)","strongly democrat (1)","yes","under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1792","R_2ZVcqrR670k9nV6","samaug",4,2.4,"female",18,"conservative (6)","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1793","R_2WJbBxaLIb7N4WL","samaug",4,2.9,"female",23,"liberal (2)","democrat (2)",NA,NA,"yes","Other race/ethincity","Samaug","Currently In College","some college"
"1794","R_Q9RRRJwGsWjpns5","samaug",3.5,4.1,"male",46,"center (4)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1795","R_1mgstSDtsVUTBb6","samaug",4,4.5,"female",18,"apolitical","strongly democrat (1)",NA,NA,NA,"Caucasian","Samaug","Currently In College","some college"
"1796","R_1DBFaq1IJwIxgKV","samaug",4,2.5,"female",18,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1797","R_1DBgHDRwoNqBoDW","samaug",3.5,2.9,"female",23,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1798","R_3nvl6LyUaoMkqwX","samaug",4,1.6,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"80-99,999","yes","Caucasian","Samaug","Currently In College","some college"
"1799","R_1onD4VWsJ04LeDl","samaug",3,3.2,"male",18,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1800","R_6yddLQlZcEuIYXn","samaug",3.5,4.5,"female",18,"apolitical","conservative (6)",NA,"40-59,999","yes","Caucasian","Samaug","Currently In College","some college"
"1801","R_3qdttmtZ1ZiTYv7","samaug",3.5,2.2,"male",19,"apolitical","conservative (6)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1802","R_5jxgOu2uKwjvyW5","samaug",4,3.1,"female",18,"apolitical","independent",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1803","R_2CZBQImAdyerVzv","samaug",2.5,2.6,"female",19,"apolitical","independent",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1804","R_2tx7CKZhVgXij4v","samaug",3,3.2,"male",18,"apolitical","somewhat conservative (5)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1805","R_3rJv7MjIxwARKgd","samaug",3,3.5,"female",30,"center (4)","strongly democrat (1)",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1806","R_eG2jlNzLyWKxNkt","samaug",3.5,2.9,"female",20,"conservative (6)","strongly conservative (7)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1807","R_3PTRBWKv0VL6oF6","samaug",3.5,2.2,"female",18,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1808","R_5tkiG6zjwaKXFGV","samaug",4,3.6,"female",18,"liberal (2)","somewhat democrat (3)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1809","R_3Rqo3OfMkufxnDr","samaug",3.5,2.5,"female",18,"conservative (6)","strongly conservative (7)",NA,"100-199,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1810","R_2scIr8CjyFGAU7M","samaug",4,2.7,"female",20,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1811","R_22WWH6cl3iBvujz","samaug",4,3,"male",20,"apolitical","independent",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1812","R_1d4vQ8U7vBSKLJh","samaug",4,2.8,"female",18,"apolitical","independent",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1813","R_3O1DLncHJ7DbBft","samaug",2.5,3,"male",18,"apolitical","independent",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1814","R_1oGf9go4L47qK8m","samaug",4,3.2,"female",18,"liberal (2)","strongly democrat (1)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1815","R_R2Y6NMQgskVJVIt","samaug",3.5,3.7,"female",18,"somewhat liberal (3)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1816","R_pMHlhnWDDgYiEGl","samaug",4,3.4,"female",18,"conservative (6)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1817","R_2PokuMaktiZt1Kq","samaug",4,3.3,"female",18,"apolitical","independent",NA,"100-199,999","yes",NA,"Samaug","Currently In College","some college"
"1818","R_3HCdBThv8W8Txx3","samaug",4,3,"female",20,"somewhat conservative (5)","somewhat conservative (5)",NA,"under20,000","yes",NA,"Samaug","Currently In College","some college"
"1819","R_3NP2fOGhexTruTy","samaug",3,3.3,"female",18,"center (4)","somewhat democrat (3)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1820","R_2qgTnCCSdK8IVFr","samaug",4,3.8,"female",18,"somewhat liberal (3)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","Samaug","Currently In College","some college"
"1821","R_xlQVDXU3WHKlDfX","samaug",4,2.9,"female",19,"apolitical","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1822","R_qPcdG0rvjFErOw1","samaug",4,3.3,"female",18,"liberal (2)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1823","R_3EyVKh6Sg9vdYxT","samaug",4,3.3,"male",18,"center (4)","independent",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1824","R_UL6BfBeLvCqDPDH","samaug",4,2.3,"female",18,"center (4)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","Samaug","Currently In College","some college"
"1825","R_OuFBZE8HqvJjOBX","samaug",3.5,3.3,"female",19,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1826","R_3NR79xS5jW0lrwh","samaug",4,4.4,"female",18,"apolitical","independent",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1827","R_2QAHV5hn4Fregs6","samaug",3.5,2.2,"male",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1828","R_2CdYsewTcJGGkMa","samaug",3.5,3,"female",20,"conservative (6)","strongly conservative (7)",NA,"under20,000","yes",NA,"Samaug","Currently In College","some college"
"1829","R_R9McNRNrQL6F1Yd","samaug",4,4.4,"female",18,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1830","R_3EniVTzhNXAXwcz","samaug",3,3.2,"female",18,"strongly liberal (1)","democrat (2)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1831","R_3IQS8KwPUCYDXtG","samaug",3,3,"female",21,"apolitical","middle (4)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1832","R_1OiqM6zgCCVSa4o","samaug",4,2.7,"female",18,"somewhat conservative (5)","somewhat democrat (3)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1833","R_263CbAlEK8AHRAt","samaug",4,2.7,"female",18,"apolitical","independent",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1834","R_Q9pLuEA94x4Uw3T","samaug",4,3.4,"female",18,"strongly conservative (7)","strongly conservative (7)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1835","R_1f8HIw0e9PPylrr","samaug",3,3.1,"female",19,"conservative (6)","conservative (6)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1836","R_3PNoOcIVLBDKqYC","samaug",4,2.7,"female",22,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","","Currently In College","some college"
"1837","R_2YG2fMbEAtiNHo0","samaug",4,3.3,"female",19,"conservative (6)","strongly conservative (7)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1838","R_33Cg7gLwgQB9zto","samaug",3.5,4.4,"male",18,"strongly conservative (7)","conservative (6)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1839","R_6yEMIcCyPKploNH","samaug",4,2.2,"female",19,"conservative (6)","conservative (6)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1840","R_cHYWt0gIjkAlNvP","samaug",3.5,2.8,"male",18,"somewhat liberal (3)","middle (4)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1841","R_W6TkEFYJpTlsl6V","samaug",4,3.4,"female",18,"apolitical","middle (4)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1842","R_3KTl8wNTSB41p6B","samaug",3.5,2.3,"female",19,"center (4)","middle (4)",NA,"not say","yes",NA,"Samaug","Currently In College","some college"
"1843","R_0dHeG2u1sh8jBD3","samaug",3,3.4,"female",19,"center (4)","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1844","R_1Gv5ts1ythjpNTN","samaug",3,3,"male",19,"strongly conservative (7)","strongly conservative (7)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1845","R_3FUv4z3amvGCPCi","samaug",3.5,3.4,"male",19,"center (4)","middle (4)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1846","R_2X049bMhfuXixwJ","samaug",4,4.8,"female",21,"somewhat conservative (5)","conservative (6)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1847","R_21iEeHHo1s316Xy","samaug",3.5,2.9,"female",18,"apolitical","independent",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1848","R_1q7E5xBCLRZmUzB","samaug",3,3,"male",19,"center (4)","middle (4)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1849","R_pAkbotivzE8uWeR","samaug",4,3.8,"female",18,"apolitical","strongly democrat (1)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1850","R_1gAxha4oCC3u2bC","samaug",3.5,2.7,"female",19,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1851","R_1rP3DBrI9flvThC","samaug",3.5,3.2,"female",18,"apolitical","independent",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1852","R_DwTC8hverqbKb1D","samaug",4,4.4,"female",18,"somewhat conservative (5)","somewhat conservative (5)",NA,"60-79,999","yes",NA,"Samaug","Currently In College","some college"
"1853","R_1C1lWtqTrdnwsl8","samaug",3,3.1,"male",18,"center (4)","independent",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1854","R_sOwZCK2UG7jHHG1","samaug",4,3.9,"female",18,"apolitical","somewhat conservative (5)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1855","R_WBUWHjFN8VmL1sZ","samaug",4,3.1,"female",18,"liberal (2)","somewhat democrat (3)",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1856","R_1Qgy2SN8CpbRkhq","samaug",4,3.6,"female",18,"center (4)","somewhat democrat (3)",NA,"20-39,999","yes",NA,"Samaug","Currently In College","some college"
"1857","R_tGQz5XVbEXCUYaR","samaug",4,3.2,"male",20,"somewhat conservative (5)","conservative (6)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1858","R_2f7IwJcKkVPMXjk","samaug",4,2.1,"male",18,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1859","R_3e2GJMTlAzihLQL","samaug",3,3,"female",19,"apolitical","somewhat democrat (3)",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1860","R_OpBJTwowBWLNxqp","samaug",3.5,2.4,"male",20,"apolitical","independent",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1861","R_2fBwVTjW1yDe31y","samaug",3.5,3.6,"female",20,"apolitical","independent",NA,"under20,000","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1862","R_0DJxVk198bJKW3L","samaug",3,3.4,"female",18,"apolitical","independent",NA,"20-39,999","yes","Caucasian","Samaug","Currently In College","some college"
"1863","R_3nrdKvoUWiuerOA","samaug",4,2.3,"male",24,"apolitical","independent",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1864","R_23752mC52IqJhWi","samaug",4,3.4,"female",19,"apolitical","somewhat democrat (3)",NA,"under20,000","yes",NA,"Samaug","Currently In College","some college"
"1865","R_24ATxnFqmeYXTR2","samaug",4,3,"female",18,"center (4)","somewhat democrat (3)",NA,"40-59,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1866","R_3jesURVXtyAD5dC","samaug",4,3.6,"female",19,"apolitical","middle (4)",NA,"not say","yes",NA,"Samaug","Currently In College","some college"
"1867","R_3QYlbqfvROQp1Fv","samaug",4,3.9,"female",19,"center (4)","conservative (6)",NA,"40-59,999","yes","Caucasian","Samaug","Currently In College","some college"
"1868","R_2wN8PWiIcX1jyJ7","samaug",3.5,3.8,"female",18,"conservative (6)","conservative (6)",NA,"40-59,999","yes","Caucasian","Samaug","Currently In College","some college"
"1869","R_2uyC5cZUbDmMIDD","samaug",4,2.3,"male",18,"somewhat conservative (5)","strongly conservative (7)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1870","R_1qVr9H0pz495KNy","samaug",4,4.3,"female",18,"conservative (6)","conservative (6)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1871","R_3kBXebYrs8k43dL","samaug",4,3.3,"male",18,"apolitical","strongly conservative (7)",NA,"not say","yes","Caucasian","Samaug","Currently In College","some college"
"1872","R_cOuUYiV0l3MH3bj","samaug",3.5,2.6,"male",20,"center (4)","somewhat democrat (3)",NA,"60-79,999","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1873","R_9obyAHPquLHYgUh","samaug",3.5,2.6,"male",18,"center (4)","middle (4)",NA,"100-199,999","yes","Caucasian","Samaug","Currently In College","some college"
"1874","R_2rCMwCuQbVGoPqT","samaug",4,1.5,"male",19,"apolitical","middle (4)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"1875","R_dbbzGegItu4QRyx","samaug",3.5,3.7,"male",23,"strongly conservative (7)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","Samaug","Currently In College","some college"
"1876","R_2SGBDTsYJLesgEJ","samaug",4,3.1,"female",18,"conservative (6)","strongly conservative (7)",NA,"80-99,999","yes","Caucasian","Samaug","Currently In College","some college"
"1877","R_22lCR53gseMwiZu","samaug",4,3.1,"female",19,"center (4)","somewhat conservative (5)",NA,"under20,000","yes","Caucasian","Samaug","Currently In College","some college"
"1878","R_1hRJCxsOGjtmJaR","samaug",3.5,2.9,"male",18,"strongly conservative (7)","somewhat democrat (3)",NA,"not say","yes","Other race/ethincity","Samaug","Currently In College","some college"
"2905","R_28FGCYMaFvMFqX9","samaug",3.5,2.7,"female",18,"center (4)","somewhat conservative (5)",NA,"60-79,999","yes","Caucasian","Samaug","Completed 4 year degree","some college"
