"","session_id","referrer","gainlossgroup","gainlossDV"
"4871",2445430,"swpson","People will die","chose program with probability outcome"
"4872",2445453,"swpson","People will be saved","chose program with exact outcome"
"4873",2445493,"swpson","People will die","chose program with exact outcome"
"4874",2445556,"swpson","People will die","chose program with probability outcome"
"4875",2445776,"swpson","People will die","chose program with probability outcome"
"4876",2445887,"swpson","People will be saved","chose program with probability outcome"
"4877",2445978,"swpson","People will die","chose program with exact outcome"
"4878",2446055,"swpson","People will be saved","chose program with probability outcome"
"4879",2446120,"swpson","People will die","chose program with probability outcome"
"4880",2446193,"swpson","People will be saved","chose program with probability outcome"
"4881",2446227,"swpson","People will die","chose program with probability outcome"
"4882",2446238,"swpson","People will die","chose program with exact outcome"
"4884",2446282,"swpson","People will die","chose program with probability outcome"
"4885",2446391,"swpson","People will be saved","chose program with probability outcome"
"4886",2447225,"swpson","People will die","chose program with probability outcome"
"4887",2447283,"swpson","People will be saved","chose program with probability outcome"
"4888",2447284,"swpson","People will be saved","chose program with probability outcome"
"4889",2447291,"swpson","People will be saved","chose program with probability outcome"
"4890",2447294,"swpson","People will be saved","chose program with exact outcome"
"4891",2447315,"swpson","People will die","chose program with probability outcome"
"4892",2447348,"swpson","People will die","chose program with exact outcome"
"4893",2447552,"swpson","People will be saved","chose program with exact outcome"
"4894",2447645,"swpson","People will die","chose program with probability outcome"
"4895",2447933,"swpson","People will be saved","chose program with probability outcome"
"4896",2447963,"swpson","People will be saved","chose program with probability outcome"
"4897",2448839,"swpson","People will be saved","chose program with exact outcome"
"4898",2448845,"swpson","People will be saved","chose program with exact outcome"
"4899",2448846,"swpson","People will be saved","chose program with exact outcome"
"4900",2448871,"swpson","People will be saved","chose program with exact outcome"
"4901",2448877,"swpson","People will die","chose program with probability outcome"
"4902",2448999,"swpson","People will be saved","chose program with exact outcome"
"4903",2449129,"swpson","People will die","chose program with probability outcome"
"4904",2449884,"swpson","People will be saved","chose program with probability outcome"
"4905",2451369,"swpson","People will die","chose program with probability outcome"
"4906",2451643,"swpson","People will die","chose program with probability outcome"
"4907",2453735,"swpson","People will be saved","chose program with probability outcome"
"4908",2453921,"swpson","People will die","chose program with probability outcome"
"4909",2454315,"swpson","People will be saved","chose program with exact outcome"
"4910",2454351,"swpson","People will die","chose program with exact outcome"
"4911",2454508,"swpson","People will die","chose program with probability outcome"
"4912",2454638,"swpson","People will be saved","chose program with probability outcome"
"4913",2454696,"swpson","People will be saved","chose program with probability outcome"
"4914",2454700,"swpson","People will die","chose program with probability outcome"
"4915",2454769,"swpson","People will be saved","chose program with probability outcome"
"4916",2454790,"swpson","People will be saved","chose program with exact outcome"
"4917",2454819,"swpson","People will die","chose program with probability outcome"
"4918",2455781,"swpson","People will be saved","chose program with probability outcome"
"4919",2455855,"swpson","People will die","chose program with probability outcome"
"4920",2455874,"swpson","People will die","chose program with probability outcome"
"4921",2455921,"swpson","People will die","chose program with probability outcome"
"4922",2455929,"swpson","People will be saved","chose program with probability outcome"
"4923",2456015,"swpson","People will die","chose program with probability outcome"
"4924",2456500,"swpson","People will be saved","chose program with probability outcome"
"4925",2457057,"swpson","People will be saved","chose program with probability outcome"
"4926",2461353,"swpson","People will die","chose program with probability outcome"
"4927",2473645,"swpson","People will be saved","chose program with exact outcome"
"4928",2475122,"swpson","People will be saved","chose program with probability outcome"
"4929",2479038,"swpson","People will die","chose program with exact outcome"
