"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"3549","32","UniversityOfVirginia","HighPower",4,"19","Junior","Female","White, non-Hispanic or latino","Pass"
"3550","33","UniversityOfVirginia","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3552","35","UniversityOfVirginia","LowPower",6,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3554","37","UniversityOfVirginia","HighPower",5,"19","Junior","Female","Asian-American","Fail"
"3556","39","UniversityOfVirginia","LowPower",2,"18","Sophomore","Male","Asian-American","Pass"
"3557","40","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3558","41","UniversityOfVirginia","HighPower",3,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"3559","42","UniversityOfVirginia","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3560","43","UniversityOfVirginia","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3561","44","UniversityOfVirginia","LowPower",5,"18","First-year","Female","Asian-American","Pass"
"3563","46","UniversityOfVirginia","LowPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3564","47","UniversityOfVirginia","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3565","48","UniversityOfVirginia","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3567","50","UniversityOfVirginia","HighPower",5,"18","First-year","Male","Multiracial","Pass"
"3568","51","UniversityOfVirginia","HighPower",5,"18","First-year","Female","African-American","Pass"
"3569","52","UniversityOfVirginia","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3570","53","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3571","54","UniversityOfVirginia","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3572","55","UniversityOfVirginia","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3574","57","UniversityOfVirginia","LowPower",4,"20","Junior","Male","Asian-American","Pass"
"3575","58","UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3576","59","UniversityOfVirginia","LowPower",6,"18","First-year","Female","African-American","Pass"
"3577","60","UniversityOfVirginia","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3578","61","UniversityOfVirginia","HighPower",4,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3579","62","UniversityOfVirginia","HighPower",3,"18","First-year","Male","Asian-American","Fail"
"3581","64","UniversityOfVirginia","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3582","65","UniversityOfVirginia","LowPower",4,"18","First-year","Male","Asian-American","Fail"
"3584","67","UniversityOfVirginia","LowPower",1,"19","Sophomore","Female","Asian-American","Fail"
"3585","68","UniversityOfVirginia","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3588","70","UniversityOfVirginia","LowPower",2,"18","First-year","Female","Asian-American","Fail"
"3590","72","UniversityOfVirginia","HighPower",3,"18","First-year","Male","Multiracial","Pass"
"3592","74","UniversityOfVirginia","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3594","76","UniversityOfVirginia","LowPower",5,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3595","77","UniversityOfVirginia","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3597","79","UniversityOfVirginia","HighPower",5,"18","First-year","Male","Asian-American","Pass"
"3598","8","UniversityOfVirginia","LowPower",5,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"3599","80","UniversityOfVirginia","HighPower",1,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"3600","81","UniversityOfVirginia","HighPower",4,"17","First-year","Male","African-American","Pass"
"3601","82","UniversityOfVirginia","HighPower",4,"19","Sophomore","Female","Other","Fail"
"3602","83","UniversityOfVirginia","HighPower",6,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"3603","84","UniversityOfVirginia","LowPower",3,"19","Sophomore","Female","Asian-American","Pass"
"3607","89","UniversityOfVirginia","HighPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"3609","90","UniversityOfVirginia","LowPower",2,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"3610","91","UniversityOfVirginia","HighPower",3,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3612","93","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3613","93","UniversityOfVirginia","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3614","94","UniversityOfVirginia","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"3615","95","UniversityOfVirginia","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3616","96","UniversityOfVirginia","LowPower",2,"17","First-year","Male","White, non-Hispanic or latino","Pass"
"3617","97","UniversityOfVirginia","LowPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3618","98","UniversityOfVirginia","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3620",NA,"UniversityOfVirginia","HighPower",6,NA,NA,NA,NA,"Fail"
"3621",NA,"UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3622",NA,"UniversityOfVirginia","HighPower",3,NA,NA,NA,NA,NA
"3623",NA,"UniversityOfVirginia","HighPower",5,NA,NA,NA,NA,"Pass"
"3624",NA,"UniversityOfVirginia","HighPower",4,NA,NA,NA,NA,NA
"3625",NA,"UniversityOfVirginia","LowPower",5,NA,NA,NA,NA,"Fail"
"3627",NA,"UniversityOfVirginia","LowPower",2,NA,NA,NA,NA,NA
"3628",NA,"UniversityOfVirginia","HighPower",5,NA,NA,NA,NA,"Fail"
"3629",NA,"UniversityOfVirginia","HighPower",3,NA,NA,NA,NA,"Fail"
"3630",NA,"UniversityOfVirginia","LowPower",3,NA,NA,NA,NA,NA
"3631",NA,"UniversityOfVirginia","LowPower",4,"18","First-year","Male","Asian-American","Fail"
"3632",NA,"UniversityOfVirginia","HighPower",1,NA,NA,NA,NA,NA
"3634",NA,"UniversityOfVirginia","HighPower",2,NA,NA,NA,NA,"Fail"
"3635",NA,"UniversityOfVirginia","LowPower",3,NA,NA,NA,NA,NA
"3636",NA,"UniversityOfVirginia","HighPower",1,"18","First-year","Female","African-American","Fail"
"3638",NA,"UniversityOfVirginia","LowPower",5,NA,NA,NA,NA,NA
"3640",NA,"UniversityOfVirginia","HighPower",3,NA,NA,NA,NA,NA
"3641",NA,"UniversityOfVirginia","LowPower",3,NA,NA,NA,NA,NA
"3644",NA,"UniversityOfVirginia","HighPower",4,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"3645",NA,"UniversityOfVirginia","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3646",NA,"UniversityOfVirginia","HighPower",4,"18","First-year","Female","Asian-American","Fail"
"3647",NA,"UniversityOfVirginia","HighPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"3651",NA,"UniversityOfVirginia","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"3652",NA,"UniversityOfVirginia","HighPower",2,NA,NA,NA,NA,"Fail"
"3653",NA,"UniversityOfVirginia","LowPower",1,NA,NA,NA,NA,"Fail"
"3655",NA,"UniversityOfVirginia","HighPower",3,NA,NA,NA,NA,"Fail"
