"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"3724","73","VirginiaCommonwealthUniversity","HighPower",6,"18","First-year","Female","Asian-American","Pass"
"3725","74","VirginiaCommonwealthUniversity","LowPower",4,"18","First-year","Female","Multiracial","Pass"
"3728","77","VirginiaCommonwealthUniversity","HighPower",2,"18","First-year","Female","Other","Fail"
"3729","78","VirginiaCommonwealthUniversity","LowPower",2,"18","First-year","Female","Latino or Hispanic","Fail"
"3730","79","VirginiaCommonwealthUniversity","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3731","8","VirginiaCommonwealthUniversity","LowPower",4,"43","First-year","Male","White, non-Hispanic or latino","Pass"
"3732","80","VirginiaCommonwealthUniversity","LowPower",5,"22","Junior","Male","White, non-Hispanic or latino","Pass"
"3733","81","VirginiaCommonwealthUniversity","LowPower",5,"19","Sophomore","Female","Asian-American","Pass"
"3734","82","VirginiaCommonwealthUniversity","HighPower",4,"19","First-year","Male","Other","Fail"
"3735","83","VirginiaCommonwealthUniversity","HighPower",6,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3736","84","VirginiaCommonwealthUniversity","LowPower",6,"17","First-year","Female","White, non-Hispanic or latino","Pass"
"3737","85","VirginiaCommonwealthUniversity","HighPower",4,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3738","86","VirginiaCommonwealthUniversity","LowPower",5,"20","Junior","Female","Latino or Hispanic","Pass"
"3739","87","VirginiaCommonwealthUniversity","LowPower",5,"29","Junior","Female","Asian-American","Fail"
"3740","88","VirginiaCommonwealthUniversity","LowPower",5,"18","First-year","Male","Asian-American","Fail"
"3741","89","VirginiaCommonwealthUniversity","HighPower",3,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"3744","91","VirginiaCommonwealthUniversity","HighPower",5,"20","First-year","Male","Other","Pass"
"3746","93","VirginiaCommonwealthUniversity","HighPower",5,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"3747","94","VirginiaCommonwealthUniversity","HighPower",2,"18","First-year","Female","African-American","Pass"
"3749","96","VirginiaCommonwealthUniversity","LowPower",6,"21","Junior","Male","White, non-Hispanic or latino","Fail"
"3752","99","VirginiaCommonwealthUniversity","LowPower",4,"20","Junior","Female","African-American","Fail"
"3753",NA,"VirginiaCommonwealthUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"3754",NA,"VirginiaCommonwealthUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"3755",NA,"VirginiaCommonwealthUniversity","LowPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"3756",NA,"VirginiaCommonwealthUniversity","LowPower",4,"149","Sophomore","Female","African-American","Pass"
"3757",NA,"VirginiaCommonwealthUniversity","LowPower",5,"18","First-year","Female","African-American","Pass"
"3758",NA,"VirginiaCommonwealthUniversity","LowPower",2,"18","First-year","Female","African-American","Fail"
