"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"1938","128","OSUNewark","HighPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1940","13","OSUNewark","HighPower",1,"18","First-year","Female","African-American","Pass"
"1943","132","OSUNewark","HighPower",3,"18","First-year","Male","African-American","Fail"
"1944","133","OSUNewark","LowPower",5,"19","Sophomore","Male","African-American","Fail"
"1945","134","OSUNewark","HighPower",2,"19",NA,"Male","White, non-Hispanic or latino","Fail"
"1949","139","OSUNewark","HighPower",5,"19","First-year","Male","African-American","Pass"
"1951","140","OSUNewark","LowPower",4,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1952","141","OSUNewark","LowPower",6,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1953","142","OSUNewark","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1954","143","OSUNewark","HighPower",2,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1955","144","OSUNewark","LowPower",2,"19","First-year","Male","Multiracial","Pass"
"1957","146","OSUNewark","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1958","147","OSUNewark","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1959","148","OSUNewark","HighPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
"1960","149","OSUNewark","HighPower",2,"19","First-year","Male","Multiracial","Pass"
"1961","15","OSUNewark","HighPower",2,"18","First-year","Female","African-American","Fail"
"1962","150","OSUNewark","HighPower",1,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1963","151","OSUNewark","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1965","153","OSUNewark","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1966","154","OSUNewark","LowPower",4,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1967","155","OSUNewark","HighPower",5,"18","First-year","Female","Multiracial","Pass"
"1968","156","OSUNewark","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1969","157","OSUNewark","HighPower",2,"19","First-year","Female","Other","Fail"
"1970","16","OSUNewark","HighPower",2,"18","First-year","Male","Asian-American","Pass"
"1971","17","OSUNewark","HighPower",2,"18","First-year","Female","Asian-American","Pass"
"1972","18","OSUNewark","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1973","19","OSUNewark","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1974","2","OSUNewark","HighPower",3,"19","First-year","Female","Asian-American","Fail"
"1976","21","OSUNewark","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1977","22","OSUNewark","HighPower",3,"19","First-year","Male","Asian-American","Fail"
"1978","23","OSUNewark","LowPower",6,"18","First-year","Female","Asian-American","Fail"
"1979","24","OSUNewark","HighPower",2,"19","First-year","Female","African-American","Fail"
"1980","25","OSUNewark","LowPower",6,"18","First-year","Male","African-American","Pass"
"1981","26","OSUNewark","LowPower",5,NA,"First-year","Male","White, non-Hispanic or latino","Fail"
"1982","27","OSUNewark","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1984","29","OSUNewark","HighPower",1,"19","First-year","Female","African-American","Fail"
"1985","3","OSUNewark","LowPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"1986","30","OSUNewark","HighPower",5,"21","Junior","Female","Multiracial","Pass"
"1987","31","OSUNewark","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1988","32","OSUNewark","HighPower",4,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"1989","33","OSUNewark","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1990","34","OSUNewark","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"1991","35","OSUNewark","HighPower",5,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1994","38","OSUNewark","LowPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1996","4","OSUNewark","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1997","40","OSUNewark","HighPower",1,"19","First-year","Female","African-American","Fail"
"1998","41","OSUNewark","LowPower",5,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1999","42","OSUNewark","HighPower",6,"18","First-year",NA,"White, non-Hispanic or latino","Pass"
"2001","44","OSUNewark","HighPower",4,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2002","45","OSUNewark","LowPower",1,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2003","46","OSUNewark","HighPower",3,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2004","47","OSUNewark","LowPower",2,"19","First-year","Female","African-American","Pass"
"2005","48","OSUNewark","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2006","49","OSUNewark","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2007","5","OSUNewark","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2008","50","OSUNewark","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2010","52","OSUNewark","HighPower",6,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2011","53","OSUNewark","HighPower",1,"18","First-year","Male","African-American","Fail"
"2012","54","OSUNewark","LowPower",6,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2013","55","OSUNewark","HighPower",5,"18","First-year","Male","Multiracial","Fail"
"2014","56","OSUNewark","HighPower",3,"19",NA,"Female","African-American","Pass"
"2015","57","OSUNewark","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2016","58","OSUNewark","LowPower",2,"18","First-year","Female","African-American","Fail"
"2018","6","OSUNewark","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2019","60","OSUNewark","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2020","61","OSUNewark","LowPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2021","62","OSUNewark","LowPower",2,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2022","63","OSUNewark","LowPower",1,"18","First-year","Male","African-American","Fail"
"2023","64","OSUNewark","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2024","65","OSUNewark","HighPower",3,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2025","66","OSUNewark","HighPower",4,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2027","68","OSUNewark","LowPower",4,"20","First-year","Male","White, non-Hispanic or latino","Fail"
"2028","69","OSUNewark","HighPower",3,"18","First-year","Female","Asian-American","Pass"
"2029","7","OSUNewark","HighPower",6,"18","First-year","Male","African-American","Pass"
"2032","72","OSUNewark","HighPower",1,"18","First-year","Female","Asian-American","Fail"
"2033","73","OSUNewark","LowPower",6,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2034","74","OSUNewark","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2035","75","OSUNewark","LowPower",1,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2036","76","OSUNewark","LowPower",2,"20","First-year","Male","White, non-Hispanic or latino","Pass"
"2037","77","OSUNewark","HighPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2038","78","OSUNewark","LowPower",6,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2040","8","OSUNewark","LowPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2042","81","OSUNewark","HighPower",1,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2043","82","OSUNewark","LowPower",6,"33","First-year","Female","White, non-Hispanic or latino","Pass"
"2044","83","OSUNewark","LowPower",5,"18","First-year","Female","Multiracial","Fail"
"2045","84","OSUNewark","HighPower",2,"20","Other","Female","White, non-Hispanic or latino","Fail"
"2046","85","OSUNewark","LowPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2048","87","OSUNewark","HighPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2050","89","OSUNewark","HighPower",4,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2051","9","OSUNewark","HighPower",6,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2053","91","OSUNewark","LowPower",1,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2054","92","OSUNewark","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2055","93","OSUNewark","LowPower",6,"22","First-year","Male","Multiracial","Fail"
"2057","95","OSUNewark","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2058","96","OSUNewark","LowPower",6,"19","First-year","Male","African-American","Fail"
"2059","97","OSUNewark","HighPower",6,"19","First-year","Female","African-American","Pass"
"2060","98","OSUNewark","HighPower",6,"19","First-year","Male","African-American","Pass"
"2062",NA,"OSUNewark","HighPower",5,NA,NA,NA,NA,NA
"2063",NA,"OSUNewark","LowPower",3,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2064",NA,"OSUNewark","LowPower",4,"18","First-year","Male","White, non-Hispanic or latino","Fail"
