"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"2520","131","TexasAandM","HighPower",4,"19","Sophomore","Male","Latino or Hispanic","Fail"
"2522","133","TexasAandM","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2523","134","TexasAandM","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2524","135","TexasAandM","HighPower",6,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2525","136","TexasAandM","HighPower",4,"20","Junior","Male","Asian-American","Pass"
"2527","139","TexasAandM","LowPower",4,"19","First-year","Male","Latino or Hispanic","Fail"
"2528","14","TexasAandM","HighPower",2,"18","First-year","Female","Latino or Hispanic","Pass"
"2529","140","TexasAandM","LowPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2530","141","TexasAandM","LowPower",5,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2531","142","TexasAandM","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2532","143","TexasAandM","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2533","144","TexasAandM","LowPower",4,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2534","145","TexasAandM","LowPower",4,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2535","146","TexasAandM","LowPower",5,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2538","149","TexasAandM","HighPower",3,"18","First-year","Male","Asian-American","Fail"
"2539","15","TexasAandM","HighPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
"2540","150","TexasAandM","LowPower",6,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2542","152","TexasAandM","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2543","153","TexasAandM","LowPower",5,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2544","154","TexasAandM","LowPower",4,"20`","Junior","Male","White, non-Hispanic or latino","Fail"
"2545","155","TexasAandM","LowPower",4,"18","First-year","Female","Latino or Hispanic","Fail"
"2546","156","TexasAandM","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2547","157","TexasAandM","LowPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2548","158","TexasAandM","HighPower",5,"20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2549","159","TexasAandM","HighPower",5,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2550","16","TexasAandM","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2551","160","TexasAandM","LowPower",6,"20","Sophomore","Female","White, non-Hispanic or latino",NA
"2552","161","TexasAandM","LowPower",4,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2553","162","TexasAandM","HighPower",2,"20","Sophomore","Female","Asian-American","Fail"
"2554","163","TexasAandM","HighPower",5,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2555","164","TexasAandM","LowPower",5,"20","Junior","Female","Asian-American",NA
"2556","165","TexasAandM","LowPower",3,"19","First-year","Female","Latino or Hispanic","Pass"
"2557","166","TexasAandM","HighPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"2558","167","TexasAandM","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2559","168","TexasAandM","LowPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2560","169","TexasAandM","HighPower",3,"21","Junior","Male","White, non-Hispanic or latino","Fail"
"2561","17","TexasAandM","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2562","170","TexasAandM","LowPower",5,"21","Junior","Male","White, non-Hispanic or latino","Fail"
"2563","171","TexasAandM","LowPower",1,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2564","172","TexasAandM","LowPower",5,"18","First-year","Female","Other","Fail"
"2566","174","TexasAandM","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2567","175","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2568","176","TexasAandM","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2569","177","TexasAandM","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2570","178","TexasAandM","HighPower",5,"18","First-year","Male","Latino or Hispanic","Fail"
"2571","179","TexasAandM","LowPower",1,"18","First-year","Female","Latino or Hispanic","Fail"
"2572","18","TexasAandM","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2573","180","TexasAandM","HighPower",2,"18","First-year","Female","Latino or Hispanic","Fail"
"2575","182","TexasAandM","LowPower",5,"18","First-year","Female","Latino or Hispanic","Fail"
"2576","183","TexasAandM","LowPower",5,"18","First-year","Male","Asian-American","Fail"
"2577","184","TexasAandM","HighPower",3,"18","First-year","Female","Asian-American","Pass"
"2578","185","TexasAandM","LowPower",2,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2579","186","TexasAandM","HighPower",1,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2580","19","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2581","20","TexasAandM","LowPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2582","21","TexasAandM","LowPower",2,"18","First-year","Male","African-American","Fail"
"2583","22","TexasAandM","LowPower",4,"18","First-year","Female","Latino or Hispanic","Fail"
"2584","23","TexasAandM","LowPower",2,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2585","24","TexasAandM","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2586","25","TexasAandM","LowPower",5,"18","First-year","Male","Latino or Hispanic","Pass"
"2587","26","TexasAandM","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2589","28","TexasAandM","HighPower",1,"19","Sophomore","Male","Native American and Alaska Native","Fail"
"2590","29","TexasAandM","LowPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2591","30","TexasAandM","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2592","31","TexasAandM","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2593","32","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2594","33","TexasAandM","LowPower",4,"18","First-year","Male","Latino or Hispanic","Fail"
"2595","34","TexasAandM","HighPower",6,"18","First-year","Male","Latino or Hispanic","Fail"
"2596","35","TexasAandM","LowPower",5,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2597","36","TexasAandM","HighPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2598","37","TexasAandM","LowPower",6,"19","Sophomore","Female","African-American","Fail"
"2599","38","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2600","39","TexasAandM","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2601","40","TexasAandM","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2602","41","TexasAandM","HighPower",6,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2603","42","TexasAandM","HighPower",1,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2604","43","TexasAandM","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2605","44","TexasAandM","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2606","45","TexasAandM","HighPower",4,"18","First-year","Male","Latino or Hispanic","Pass"
"2607","46","TexasAandM","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2608","47","TexasAandM","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2609","48","TexasAandM","LowPower",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2610","49","TexasAandM","HighPower",3,"19","First-year","Female","Asian-American","Pass"
"2611","50","TexasAandM","HighPower",2,"21","Senior","Female","Other","Pass"
"2612","51","TexasAandM","LowPower",4,"18","First-year","Male","Asian-American",NA
"2613","52","TexasAandM","HighPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2614","53","TexasAandM","LowPower",2,"18","First-year","Female","Asian-American","Fail"
"2615","54","TexasAandM","LowPower",2,"18","First-year","Female","Asian-American","Fail"
"2616","55","TexasAandM","LowPower",6,"19","Sophomore","Male","Native American and Alaska Native","Pass"
"2617","56","TexasAandM","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2618","57","TexasAandM","LowPower",6,"18","First-year","Female","Asian-American","Fail"
"2619","58","TexasAandM","LowPower",5,"19","Sophomore","Female","Asian-American","Pass"
"2620","59","TexasAandM","HighPower",6,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2621","60","TexasAandM","LowPower",2,"19","First-year","Female","Latino or Hispanic","Fail"
"2623","62","TexasAandM","HighPower",4,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2624","63","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2626","65","TexasAandM","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2627","66","TexasAandM","HighPower",1,"19","First-year","Female","Latino or Hispanic","Fail"
"2629","68","TexasAandM","LowPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"2630","69","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2631","7","TexasAandM","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2632","70","TexasAandM","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2633","71","TexasAandM","HighPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2634","72","TexasAandM","HighPower",6,"19","First-year","Female","Latino or Hispanic","Fail"
"2635","73","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2637","75","TexasAandM","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2638","76","TexasAandM","LowPower",4,"18","First-year","Female","Asian-American","Pass"
"2639","77","TexasAandM","HighPower",3,"20","Sophomore","Female","Latino or Hispanic","Pass"
"2640","78","TexasAandM","LowPower",1,"20","Sophomore","Female","Latino or Hispanic","Pass"
"2641","79","TexasAandM","LowPower",2,"19","Sophomore","Female","Latino or Hispanic","Fail"
"2642","8","TexasAandM","LowPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"2643","80","TexasAandM","HighPower",3,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"2644","81","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2645","82","TexasAandM","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2646","83","TexasAandM","HighPower",1,"19","Sophomore","Male","Multiracial","Pass"
"2647","84","TexasAandM","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2648","85","TexasAandM","LowPower",5,"18","First-year","Female","Multiracial","Fail"
"2649","86","TexasAandM","LowPower",3,"21","Senior","Female","Latino or Hispanic","Pass"
"2650","87","TexasAandM","HighPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2651","88","TexasAandM","HighPower",5,"18","First-year","Male","Latino or Hispanic","Fail"
"2652","89","TexasAandM","HighPower",6,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"2653","9","TexasAandM","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2655","91","TexasAandM","LowPower",5,"19","Sophomore","Female","Latino or Hispanic","Pass"
"2657","93","TexasAandM","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2658","94","TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2659","95","TexasAandM","LowPower",3,"18","First-year","Male","Native Hawaiian and other Pacific Islander","Pass"
"2660","96","TexasAandM","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2661","97","TexasAandM","LowPower",4,"18","First-year","Female","Latino or Hispanic","Pass"
"2662","98","TexasAandM","HighPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
"2663","99","TexasAandM","LowPower",3,"21","Junior","Male","Asian-American","Fail"
"2664","no survey?","TexasAandM","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"2665",NA,"TexasAandM","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"2666",NA,"TexasAandM","LowPower",1,"21","Junior","Female","White, non-Hispanic or latino","Fail"
"2667",NA,"TexasAandM","LowPower",3,"18","First-year","Female","African-American","Pass"
"2669",NA,"TexasAandM","LowPower",2,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"2670",NA,"TexasAandM","LowPower",4,"18","First-year","Male","Latino or Hispanic","Pass"
"2671",NA,"TexasAandM","HighPower",5,"19","First-year","Female","Latino or Hispanic","Pass"
"2672",NA,"TexasAandM","LowPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"2674",NA,"TexasAandM","HighPower",2,"18","First-year","Male","Multiracial","Pass"
