"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"2276","79","PennStateAbington","LowPower",3,"20","Junior","Male","Latino or Hispanic","Pass"
"2277","8","PennStateAbington","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2283","85","PennStateAbington","LowPower",2,"18","First-year","Female","African-American","Fail"
"2284","86","PennStateAbington","LowPower",5,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"2285","87","PennStateAbington","LowPower",2,"18","First-year","Male","Asian-American","Pass"
"2287","89","PennStateAbington","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"2289","90","PennStateAbington","HighPower",3,"19","First-year","Male","African-American","Fail"
"2295","95","PennStateAbington","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2297","96","PennStateAbington","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"2301",NA,"PennStateAbington","HighPower",2,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"2302",NA,"PennStateAbington","LowPower",3,"20","Junior","Female","African-American","Fail"
"2303",NA,"PennStateAbington","HighPower",5,"20","Senior","Female","African-American","Fail"
"2305",NA,"PennStateAbington","HighPower",3,"18","First-year","Female","Other","Pass"
"2307",NA,"PennStateAbington","LowPower",4,"19","Sophomore","Female","Asian-American","Fail"
"2308",NA,"PennStateAbington","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2309",NA,"PennStateAbington","HighPower",5,"19","First-year","Male","Asian-American","Pass"
"2310",NA,"PennStateAbington","LowPower",4,"19","Sophomore","Male","Other","Pass"
"2311",NA,"PennStateAbington","LowPower",4,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"2312",NA,"PennStateAbington","LowPower",1,"22","Other","Female","White, non-Hispanic or latino","Pass"
"2313",NA,"PennStateAbington","LowPower",3,"19","Sophomore","Female","Asian-American","Fail"
"2314",NA,"PennStateAbington","LowPower",5,"26","Junior","Female","White, non-Hispanic or latino","Pass"
"2315",NA,"PennStateAbington","HighPower",6,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2317",NA,"PennStateAbington","LowPower",2,"19","Sophomore","Female","Asian-American","Fail"
"2318",NA,"PennStateAbington","LowPower",4,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2319",NA,"PennStateAbington","LowPower",4,"20","Senior","Female","Latino or Hispanic","Pass"
"2320",NA,"PennStateAbington","HighPower",3,"18","First-year","Female","Asian-American","Fail"
"2321",NA,"PennStateAbington","LowPower",1,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"2323",NA,"PennStateAbington","HighPower",5,"39","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2324",NA,"PennStateAbington","HighPower",4,"22","Senior","Female","White, non-Hispanic or latino","Fail"
"2325",NA,"PennStateAbington","LowPower",6,"18","First-year","Female","African-American","Pass"
"2326",NA,"PennStateAbington","LowPower",6,"20","Sophomore","Male","Asian-American","Pass"
"2327",NA,"PennStateAbington","LowPower",6,"23","Senior","Male","White, non-Hispanic or latino","Pass"
"2328",NA,"PennStateAbington","HighPower",6,"21","Junior","Female","White, non-Hispanic or latino","Pass"
"2329",NA,"PennStateAbington","LowPower",2,"19","First-year","Female","Latino or Hispanic","Pass"
"2330",NA,"PennStateAbington","LowPower",5,NA,"First-year","Female","White, non-Hispanic or latino","Pass"
"2331",NA,"PennStateAbington","LowPower",3,"18","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2332",NA,"PennStateAbington","HighPower",1,"18","First-year","Male","African-American","Fail"
"2333",NA,"PennStateAbington","HighPower",4,"19","First-year","Female","Asian-American","Pass"
"2334",NA,"PennStateAbington","HighPower",3,"22","Senior","Female","White, non-Hispanic or latino","Pass"
