"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"440","27","MiamiUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"441","28","MiamiUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"442","29","MiamiUniversity","HighPower",5,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"444","31","MiamiUniversity","HighPower",1,"19","Sophomore","Male","African-American","Fail"
"445","32","MiamiUniversity","LowPower",4,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"446","33","MiamiUniversity","HighPower",3,"19","Sophomore","Female","Native American and Alaska Native","Pass"
"447","34","MiamiUniversity","HighPower",6,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"448","35","MiamiUniversity","HighPower",2,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"449","36","MiamiUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"450","37","MiamiUniversity","LowPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"451","38","MiamiUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"452","39","MiamiUniversity","HighPower",4,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"453","40","MiamiUniversity","LowPower",1,"18","First-year","Male","African-American","Pass"
"455","42","MiamiUniversity","LowPower",1,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"456","43","MiamiUniversity","HighPower",3,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"457","44","MiamiUniversity","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"458","45","MiamiUniversity","HighPower",1,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"459","46","MiamiUniversity","LowPower",5,"18","First-year","Female","African-American","Fail"
"460","47","MiamiUniversity","LowPower",3,"18","First-year","Female","Asian-American","Fail"
"461","48","MiamiUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"462","49","MiamiUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"464","51","MiamiUniversity","LowPower",4,"20","Sophomore","Male","Asian-American","Fail"
"465","52","MiamiUniversity","HighPower",3,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"466","53","MiamiUniversity","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"468","55","MiamiUniversity","HighPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"472","61","MiamiUniversity","HighPower",3,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"473","62","MiamiUniversity","HighPower",6,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"474","63","MiamiUniversity","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"475","64","MiamiUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"476","65","MiamiUniversity","HighPower",3,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"477","66","MiamiUniversity","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"478","67","MiamiUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"479","68","MiamiUniversity","HighPower",1,"18","First-year","Female","Latino or Hispanic","Fail"
"480","69","MiamiUniversity","LowPower",1,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"481","7","MiamiUniversity","HighPower",6,"19","First-year","Male","Latino or Hispanic","Pass"
"482","70","MiamiUniversity","HighPower",5,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"483","71","MiamiUniversity","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"484","72","MiamiUniversity","HighPower",4,"19","Sophomore","Male","African-American","Fail"
"485","73","MiamiUniversity","LowPower",5,"19","Sophomore","Male","Latino or Hispanic","Pass"
"486","74","MiamiUniversity","HighPower",4,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"487","75","MiamiUniversity","HighPower",4,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"488","76","MiamiUniversity","HighPower",1,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"489","77","MiamiUniversity","LowPower",3,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"490","78","MiamiUniversity","LowPower",3,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"491","79","MiamiUniversity","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"492","8","MiamiUniversity","LowPower",3,"21","Junior","Female","Asian-American","Fail"
"493","80","MiamiUniversity","LowPower",1,"18","First-year","Female","Multiracial","Pass"
"495","82","MiamiUniversity","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"496","83","MiamiUniversity","HighPower",2,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"497","84","MiamiUniversity","LowPower",5,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"498","85","MiamiUniversity","LowPower",1,"19","First-year","Male","Asian-American",NA
"499","86","MiamiUniversity","LowPower",3,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"500","87","MiamiUniversity","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"502","89","MiamiUniversity","LowPower",5,"18","First-year","Female","African-American","Fail"
"504","90","MiamiUniversity","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"505","91","MiamiUniversity","HighPower",3,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"506","92","MiamiUniversity","HighPower",3,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"507","93","MiamiUniversity","HighPower",2,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"508","94","MiamiUniversity","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"509","95","MiamiUniversity","HighPower",5,"21","Junior","Male","White, non-Hispanic or latino","Fail"
"510","96","MiamiUniversity","LowPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"511","97","MiamiUniversity","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"512","98","MiamiUniversity","HighPower",5,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"514",NA,"MiamiUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"515",NA,"MiamiUniversity","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"516",NA,"MiamiUniversity","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"517",NA,"MiamiUniversity","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"518",NA,"MiamiUniversity","LowPower",1,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"521",NA,"MiamiUniversity","HighPower",1,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"522",NA,"MiamiUniversity","HighPower",5,"20","First-year","Female",NA,"Fail"
