"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"1791","131","NovaSoutheasternUniversity","HighPower",5,"19","Sophomore","Female","Multiracial","Pass"
"1792","132","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1795","135","NovaSoutheasternUniversity","LowPower",5,"19","First-year","Female","Latino or Hispanic","Fail"
"1797","137","NovaSoutheasternUniversity","LowPower",2,"18","First-year","Female","Latino or Hispanic","Pass"
"1798","138","NovaSoutheasternUniversity","LowPower",3,"19","First-year","Female","Native American and Alaska Native","Fail"
"1799","14","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1801","16","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1802","17","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1803","18","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1804","19","NovaSoutheasternUniversity","HighPower",6,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"1805","20","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1806","21","NovaSoutheasternUniversity","HighPower",5,"19","First-year","Female","Latino or Hispanic","Fail"
"1807","22","NovaSoutheasternUniversity","HighPower",6,"24","First-year","Male","White, non-Hispanic or latino","Pass"
"1808","23","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1809","24","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","Latino or Hispanic","Pass"
"1811","26","NovaSoutheasternUniversity","LowPower",5,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"1812","27","NovaSoutheasternUniversity","HighPower",4,"21","Senior","Female","White, non-Hispanic or latino",NA
"1813","28","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","Multiracial","Fail"
"1814","29","NovaSoutheasternUniversity","LowPower",2,"19","First-year","Female","Other","Pass"
"1816","31","NovaSoutheasternUniversity","LowPower",3,"19","Sophomore","Female","Latino or Hispanic","Fail"
"1817","32","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Male","Multiracial","Pass"
"1818","33","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","Latino or Hispanic","Fail"
"1819","34","NovaSoutheasternUniversity","HighPower",5,"24","Junior",NA,"Multiracial","Fail"
"1821","36","NovaSoutheasternUniversity","LowPower",6,"19","Sophomore","Female","Asian-American","Fail"
"1822","37","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","Asian-American","Pass"
"1823","38","NovaSoutheasternUniversity","HighPower",6,"19","Sophomore","Female","African-American","Fail"
"1824","39","NovaSoutheasternUniversity","HighPower",5,"49","Junior","Female","Multiracial","Pass"
"1825","40","NovaSoutheasternUniversity","HighPower",6,"18","First-year","Female","Multiracial","Fail"
"1826","41","NovaSoutheasternUniversity","LowPower",5,"20","Junior","Female","Multiracial","Pass"
"1827","42","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","Latino or Hispanic","Fail"
"1828","43","NovaSoutheasternUniversity","HighPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"1829","44","NovaSoutheasternUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1830","45","NovaSoutheasternUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1831","46","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1832","47","NovaSoutheasternUniversity","HighPower",2,"19","First-year","Female","Latino or Hispanic","Fail"
"1833","48","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","Asian-American","Pass"
"1834","49","NovaSoutheasternUniversity","HighPower",1,"18","Sophomore","Female","African-American","Pass"
"1836","51","NovaSoutheasternUniversity","LowPower",3,"18","First-year","Female","African-American","Fail"
"1837","52","NovaSoutheasternUniversity","LowPower",4,"18","First-year","Female","Other","Fail"
"1838","53","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","Latino or Hispanic","Pass"
"1840","55","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Male","Other","Fail"
"1841","56","NovaSoutheasternUniversity","LowPower",3,"18","Sophomore","Male","Multiracial","Pass"
"1842","57","NovaSoutheasternUniversity","HighPower",2,"18","First-year","Female","Asian-American","Pass"
"1843","58","NovaSoutheasternUniversity","LowPower",5,"25","Junior","Female","Multiracial","Fail"
"1844","59","NovaSoutheasternUniversity","HighPower",1,"26","First-year","Female","African-American","Pass"
"1845","60","NovaSoutheasternUniversity","LowPower",2,"19","Sophomore","Female","Latino or Hispanic","Pass"
"1846","61","NovaSoutheasternUniversity","LowPower",6,"19","First-year","Female","Other","Fail"
"1849","64","NovaSoutheasternUniversity","HighPower",4,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"1850","65","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Female","African-American","Pass"
"1852","67","NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1853","68","NovaSoutheasternUniversity","LowPower",6,"21","Junior","Male","White, non-Hispanic or latino","Pass"
"1854","69","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Male","Asian-American","Fail"
"1856","70","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","Multiracial","Pass"
"1857","71","NovaSoutheasternUniversity","HighPower",6,"18","First-year","Male","African-American","Fail"
"1859","73","NovaSoutheasternUniversity","HighPower",5,"22","Other","Female","African-American","Pass"
"1860","74","NovaSoutheasternUniversity","LowPower",1,"18","First-year","Female","African-American","Fail"
"1861","75","NovaSoutheasternUniversity","LowPower",3,"21","Senior","Female","Latino or Hispanic","Pass"
"1862","76","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1863","77","NovaSoutheasternUniversity","LowPower",5,"19","Sophomore","Female","Multiracial","Pass"
"1864","78","NovaSoutheasternUniversity","LowPower",6,"19","First-year","Female","Latino or Hispanic","Pass"
"1865","79","NovaSoutheasternUniversity","HighPower",4,"18","First-year","Female","African-American","Pass"
"1867","80","NovaSoutheasternUniversity","LowPower",3,"21","Junior","Female","Asian-American","Fail"
"1868","81","NovaSoutheasternUniversity","LowPower",2,"18","First-year","Female","African-American","Fail"
"1869","82","NovaSoutheasternUniversity","LowPower",1,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1870","83","NovaSoutheasternUniversity","LowPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
"1871","84","NovaSoutheasternUniversity","LowPower",5,"18","First-year","Male","African-American","Pass"
"1872","85","NovaSoutheasternUniversity","LowPower",3,"18","First-year","Female","Latino or Hispanic","Fail"
"1873","86","NovaSoutheasternUniversity","HighPower",2,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"1874","87","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1877","9","NovaSoutheasternUniversity","HighPower",6,"21","Senior","Female","Asian-American","Fail"
"1878","90","NovaSoutheasternUniversity","HighPower",1,"18","First-year","Female","Latino or Hispanic","Pass"
"1879","91","NovaSoutheasternUniversity","HighPower",2,"19","First-year","Male","White, non-Hispanic or latino","Pass"
"1880","92","NovaSoutheasternUniversity","LowPower",5,"20","Junior","Female","Latino or Hispanic","Pass"
"1881","93","NovaSoutheasternUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1882","94","NovaSoutheasternUniversity","HighPower",1,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"1883","95","NovaSoutheasternUniversity","HighPower",2,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1884","96","NovaSoutheasternUniversity","LowPower",5,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"1885","97","NovaSoutheasternUniversity","HighPower",2,"21","Junior","Female","African-American","Pass"
"1886","98","NovaSoutheasternUniversity","LowPower",4,"27","Junior","Female","African-American","Fail"
"1888",NA,"NovaSoutheasternUniversity","LowPower",2,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1890",NA,"NovaSoutheasternUniversity","HighPower",1,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"1891",NA,"NovaSoutheasternUniversity","LowPower",4,"19","First-year","Male","Latino or Hispanic","Pass"
"1892",NA,"NovaSoutheasternUniversity","LowPower",1,"18","First-year","Female","Multiracial","Pass"
"1894",NA,"NovaSoutheasternUniversity","LowPower",4,"18","First-year","Female","African-American","Pass"
"1895",NA,"NovaSoutheasternUniversity","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1896",NA,"NovaSoutheasternUniversity","HighPower",4,"21","Junior","Male","Latino or Hispanic","Pass"
"1897",NA,"NovaSoutheasternUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"1899",NA,"NovaSoutheasternUniversity","HighPower",5,NA,NA,NA,NA,NA
"1900",NA,"NovaSoutheasternUniversity","HighPower",2,"18","First-year","Male","Latino or Hispanic","Pass"
"1901",NA,"NovaSoutheasternUniversity","LowPower",5,"21","Sophomore","Female","Latino or Hispanic","Fail"
"1902",NA,"NovaSoutheasternUniversity","LowPower",6,"18","First-year","Female","Latino or Hispanic","Pass"
"1903",NA,"NovaSoutheasternUniversity","LowPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"1904",NA,"NovaSoutheasternUniversity","LowPower",5,"20","Junior","Female","African-American","Pass"
"1905",NA,"NovaSoutheasternUniversity","LowPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
