"","Participant_ID","referrer","PowerCond","Sincerity","age","year","Genderfactor","ethnicity","AttentionCheck"
"139","28","BradleyUniversity","HighPower",5,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"140","29","BradleyUniversity","HighPower",3,"18","First-year","Female","Latino or Hispanic","Pass"
"141","3","BradleyUniversity","LowPower",5,"19","Sophomore","Female","White, non-Hispanic or latino",NA
"142","30","BradleyUniversity","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"146","34","BradleyUniversity","LowPower",3,"20","Sophomore","Female","Asian-American","Fail"
"149","37","BradleyUniversity","HighPower",2,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"150","38","BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"151","39","BradleyUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"153","40","BradleyUniversity","LowPower",6,"20","Sophomore","Female","Other","Fail"
"154","41","BradleyUniversity","HighPower",1,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"155","42","BradleyUniversity","HighPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"156","43","BradleyUniversity","LowPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"157","44","BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"158","45","BradleyUniversity","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"159","46","BradleyUniversity","HighPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"160","47","BradleyUniversity","HighPower",5,"19","Sophomore","Male","Asian-American","Pass"
"161","48","BradleyUniversity","HighPower",1,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"162","49","BradleyUniversity","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"163","5","BradleyUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"164","50","BradleyUniversity","LowPower",1,"19","Sophomore","Female","Multiracial","Fail"
"165","51","BradleyUniversity","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"166","52","BradleyUniversity","HighPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"167","53","BradleyUniversity","HighPower",1,"18","First-year","Female","Latino or Hispanic","Fail"
"168","54","BradleyUniversity","HighPower",4,"21","Senior","Female","Multiracial","Fail"
"169","55","BradleyUniversity","HighPower",5,"18","First-year","Female","African-American","Pass"
"170","56","BradleyUniversity","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"171","57","BradleyUniversity","LowPower",3,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"172","58","BradleyUniversity","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"173","59","BradleyUniversity","HighPower",2,"18","First-year","Female","Latino or Hispanic","Fail"
"174","6","BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"176","61","BradleyUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"177","62","BradleyUniversity","HighPower",5,NA,"First-year","Female","Latino or Hispanic","Pass"
"178","63","BradleyUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"179","64","BradleyUniversity","LowPower",5,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"180","65","BradleyUniversity","HighPower",1,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"182","67","BradleyUniversity","LowPower",4,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"183","68","BradleyUniversity","HighPower",2,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"184","69","BradleyUniversity","HighPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"185","7","BradleyUniversity","LowPower",3,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"186","70","BradleyUniversity","LowPower",4,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"187","71","BradleyUniversity","LowPower",6,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"188","72","BradleyUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"189","73","BradleyUniversity","LowPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"190","74","BradleyUniversity","HighPower",4,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"191","75","BradleyUniversity","HighPower",6,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"192","76","BradleyUniversity","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"193","77","BradleyUniversity","HighPower",2,"21","Senior","Male","African-American","Pass"
"194","78","BradleyUniversity","HighPower",4,"18","First-year","Female","Latino or Hispanic","Pass"
"195","79","BradleyUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"196","8","BradleyUniversity","LowPower",5,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"199","82","BradleyUniversity","HighPower",1,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"200","83","BradleyUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"201","84","BradleyUniversity","HighPower",3,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"202","85","BradleyUniversity","LowPower",6,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"203","86","BradleyUniversity","LowPower",4,"21","Senior","Female","African-American","Pass"
"204","87","BradleyUniversity","HighPower",5,"19","Sophomore","Female","African-American","Pass"
"205","88","BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"206","89","BradleyUniversity","LowPower",4,"20","Junior","Female","African-American","Fail"
"207","9","BradleyUniversity","LowPower",6,"18","First-year","Male","Other","Fail"
"208","90","BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"209","91","BradleyUniversity","HighPower",2,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"210","92","BradleyUniversity","HighPower",4,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"211","93","BradleyUniversity","LowPower",5,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"212","94","BradleyUniversity","HighPower",5,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"215","97","BradleyUniversity","HighPower",6,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"216","98","BradleyUniversity","HighPower",2,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"217","99","BradleyUniversity","HighPower",5,"18","First-year","Female","Multiracial","Pass"
"218",NA,"BradleyUniversity","HighPower",6,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"219",NA,"BradleyUniversity","LowPower",5,"19","Sophomore","Male","Other","Pass"
"220",NA,"BradleyUniversity","HighPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"221",NA,"BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"222",NA,"BradleyUniversity","LowPower",5,"19","Sophomore","Female","Latino or Hispanic","Fail"
"223",NA,"BradleyUniversity","HighPower",5,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"224",NA,"BradleyUniversity","LowPower",5,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"225",NA,"BradleyUniversity","LowPower",4,NA,NA,NA,NA,NA
"226",NA,"BradleyUniversity","LowPower",6,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"227",NA,"BradleyUniversity","LowPower",4,NA,NA,NA,NA,"Pass"
