"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"456","43","MiamiUniversity","Communal",70,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"457","44","MiamiUniversity","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"458","45","MiamiUniversity","Communal",71,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"459","46","MiamiUniversity","Agentic",70,"18","First-year","Female","African-American","Fail"
"460","47","MiamiUniversity","Agentic",75,"18","First-year","Female","Asian-American","Fail"
"461","48","MiamiUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"462","49","MiamiUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"463","50","MiamiUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"464","51","MiamiUniversity","Communal",80,"20","Sophomore","Male","Asian-American","Fail"
"465","52","MiamiUniversity","Agentic",70,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"466","53","MiamiUniversity","Communal",70,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"468","55","MiamiUniversity","Agentic",70,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"470","57","MiamiUniversity","Communal",75,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"472","61","MiamiUniversity","Communal",72,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"473","62","MiamiUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"474","63","MiamiUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"475","64","MiamiUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"476","65","MiamiUniversity","Communal",70,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"477","66","MiamiUniversity","Agentic",68,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"478","67","MiamiUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"479","68","MiamiUniversity","Communal",70,"18","First-year","Female","Latino or Hispanic","Fail"
"480","69","MiamiUniversity","Agentic",74,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"481","7","MiamiUniversity","Agentic",70,"19","First-year","Male","Latino or Hispanic","Pass"
"482","70","MiamiUniversity","Agentic",65,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"483","71","MiamiUniversity","Agentic",75,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"484","72","MiamiUniversity","Agentic",68,"19","Sophomore","Male","African-American","Fail"
"485","73","MiamiUniversity","Communal",70,"19","Sophomore","Male","Latino or Hispanic","Pass"
"486","74","MiamiUniversity","Agentic",70,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"487","75","MiamiUniversity","Agentic",70,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"488","76","MiamiUniversity","Agentic",70,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"489","77","MiamiUniversity","Agentic",69,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"490","78","MiamiUniversity","Communal",68,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"491","79","MiamiUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"492","8","MiamiUniversity","Communal",75,"21","Junior","Female","Asian-American","Fail"
"493","80","MiamiUniversity","Agentic",71,"18","First-year","Female","Multiracial","Pass"
"495","82","MiamiUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"496","83","MiamiUniversity","Agentic",68,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"497","84","MiamiUniversity","Communal",70,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"498","85","MiamiUniversity","Communal",70,"19","First-year","Male","Asian-American",NA
"499","86","MiamiUniversity","Communal",68,"19","First-year","Male","White, non-Hispanic or latino","Fail"
"500","87","MiamiUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"501","88","MiamiUniversity","Agentic",70,"18","First-year","Female","Other","Pass"
"502","89","MiamiUniversity","Agentic",70,"18","First-year","Female","African-American","Fail"
"504","90","MiamiUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"505","91","MiamiUniversity","Communal",70,"19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"506","92","MiamiUniversity","Communal",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"507","93","MiamiUniversity","Agentic",73,"21","Senior","Female","White, non-Hispanic or latino","Fail"
"508","94","MiamiUniversity","Agentic",65,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"509","95","MiamiUniversity","Agentic",68,"21","Junior","Male","White, non-Hispanic or latino","Fail"
"510","96","MiamiUniversity","Communal",70,"19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"512","98","MiamiUniversity","Agentic",70,"20","Junior","Male","White, non-Hispanic or latino","Fail"
"514",NA,"MiamiUniversity","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"515",NA,"MiamiUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"516",NA,"MiamiUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"517",NA,"MiamiUniversity","Agentic",60,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"518",NA,"MiamiUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"519",NA,"MiamiUniversity","Agentic",70,NA,NA,NA,NA,NA
"520",NA,"MiamiUniversity","Communal",70,"18","First-year","Female","Other","Fail"
"521",NA,"MiamiUniversity","Communal",76,"20","Sophomore","Male","White, non-Hispanic or latino","Fail"
