"","Participant_ID","referrer","TempCond","tempestclean","age","year","Genderfactor","ethnicity","AttentionCheck"
"160","47","BradleyUniversity","Communal",79,"19","Sophomore","Male","Asian-American","Pass"
"161","48","BradleyUniversity","Agentic",66,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"162","49","BradleyUniversity","Communal",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"163","5","BradleyUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"164","50","BradleyUniversity","Agentic",65,"19","Sophomore","Female","Multiracial","Fail"
"165","51","BradleyUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"166","52","BradleyUniversity","Communal",72,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"167","53","BradleyUniversity","Agentic",68,"18","First-year","Female","Latino or Hispanic","Fail"
"168","54","BradleyUniversity","Communal",70,"21","Senior","Female","Multiracial","Fail"
"169","55","BradleyUniversity","Communal",70,"18","First-year","Female","African-American","Pass"
"170","56","BradleyUniversity","Agentic",76,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"171","57","BradleyUniversity","Communal",60,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"172","58","BradleyUniversity","Agentic",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"173","59","BradleyUniversity","Agentic",60,"18","First-year","Female","Latino or Hispanic","Fail"
"174","6","BradleyUniversity","Agentic",72,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"176","61","BradleyUniversity","Agentic",72,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"177","62","BradleyUniversity","Communal",74,NA,"First-year","Female","Latino or Hispanic","Pass"
"178","63","BradleyUniversity","Agentic",79,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"179","64","BradleyUniversity","Communal",73,"19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"181","66","BradleyUniversity","Agentic",70,"22","Senior","Female","White, non-Hispanic or latino","Pass"
"182","67","BradleyUniversity","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"183","68","BradleyUniversity","Communal",60,"20","Junior","Female","White, non-Hispanic or latino","Fail"
"184","69","BradleyUniversity","Communal",75,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"185","7","BradleyUniversity","Communal",73,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"186","70","BradleyUniversity","Communal",68,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"187","71","BradleyUniversity","Communal",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"188","72","BradleyUniversity","Communal",74,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"189","73","BradleyUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"190","74","BradleyUniversity","Agentic",76,"21","Senior","Male","White, non-Hispanic or latino","Pass"
"191","75","BradleyUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"192","76","BradleyUniversity","Agentic",70,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"193","77","BradleyUniversity","Agentic",70,"21","Senior","Male","African-American","Pass"
"194","78","BradleyUniversity","Agentic",73,"18","First-year","Female","Latino or Hispanic","Pass"
"195","79","BradleyUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"196","8","BradleyUniversity","Agentic",73,"18","First-year","Male","White, non-Hispanic or latino","Pass"
"197","80","BradleyUniversity","Agentic",73,"19","Sophomore",NA,"Multiracial","Pass"
"198","81","BradleyUniversity","Agentic",69,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"199","82","BradleyUniversity","Communal",65,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"200","83","BradleyUniversity","Communal",75,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"201","84","BradleyUniversity","Agentic",72,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"202","85","BradleyUniversity","Communal",78,"19","First-year","Female","White, non-Hispanic or latino","Fail"
"203","86","BradleyUniversity","Agentic",65,"21","Senior","Female","African-American","Pass"
"205","88","BradleyUniversity","Communal",68,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"206","89","BradleyUniversity","Communal",70,"20","Junior","Female","African-American","Fail"
"207","9","BradleyUniversity","Agentic",65,"18","First-year","Male","Other","Fail"
"208","90","BradleyUniversity","Agentic",73,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"209","91","BradleyUniversity","Agentic",75,"20","Junior","Male","White, non-Hispanic or latino","Pass"
"210","92","BradleyUniversity","Agentic",72,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"211","93","BradleyUniversity","Agentic",70,"19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"212","94","BradleyUniversity","Agentic",70,"21","Senior","Female","White, non-Hispanic or latino","Pass"
"215","97","BradleyUniversity","Agentic",68,"20","Junior","Female","White, non-Hispanic or latino","Pass"
"216","98","BradleyUniversity","Agentic",62,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"217","99","BradleyUniversity","Communal",65,"18","First-year","Female","Multiracial","Pass"
"218",NA,"BradleyUniversity","Communal",72,"19","First-year","Female","White, non-Hispanic or latino","Pass"
"219",NA,"BradleyUniversity","Communal",67,"19","Sophomore","Male","Other","Pass"
"220",NA,"BradleyUniversity","Agentic",70,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"221",NA,"BradleyUniversity","Communal",60,"18","First-year","Female","White, non-Hispanic or latino","Pass"
"222",NA,"BradleyUniversity","Agentic",72,"19","Sophomore","Female","Latino or Hispanic","Fail"
"223",NA,"BradleyUniversity","Agentic",70,"18","First-year","Male","White, non-Hispanic or latino","Fail"
"224",NA,"BradleyUniversity","Agentic",65,"18","First-year","Female","White, non-Hispanic or latino","Fail"
"225",NA,"BradleyUniversity","Agentic",64,NA,NA,NA,NA,NA
"226",NA,"BradleyUniversity","Agentic",70,"20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"227",NA,"BradleyUniversity","Agentic",70,NA,NA,NA,NA,"Pass"
