uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus1.2,haus2.1,haus2.1t_1,haus2.2,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
4618,No,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,2,38.968,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Critcher|VanLange|Anderson|Miyamoto|Kay|Huang|Hauser|Graham|Bauer|Rottenstrich|Alter,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,8,Secondary,all,TRUE
4619,Yes,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,1,40.997,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Rottenstrich|Critcher|Ross.Slate1|Alter|Anderson|Kay|Hauser|Huang|VanLange|Graham|Bauer,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,8,Secondary,all,TRUE
4632,Yes,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,1,35.167,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Huang|Anderson|VanLange|Critcher|Graham|Alter|Bauer|Kay|Rottenstrich|Miyamoto,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,1,Secondary,all,TRUE
4640,No,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,2,70.676,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Alter|Anderson|Miyamoto|Critcher|Hauser|Ross.Slate1|VanLange|Huang|Kay|Bauer|Graham,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,6,Secondary,all,TRUE
4642,Yes,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,1,41.256,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Alter|Critcher|Bauer|VanLange|Hauser|Miyamoto|Huang|Rottenstrich|Ross.Slate1|Graham|Anderson,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,6,Secondary,all,TRUE
4643,No,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,2,63.267,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Rottenstrich|Miyamoto|Anderson|Graham|Kay|Huang|Bauer|VanLange|Alter|Critcher|Ross.Slate1,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,1,Secondary,all,TRUE
4646,No,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,2,15.866,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|VanLange|Graham|Miyamoto|Kay|Huang|Hauser|Bauer|Anderson|Alter|Rottenstrich|Ross.Slate1,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,7,Secondary,all,TRUE
4649,Yes,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,1,29.466,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Critcher|Huang|VanLange|Ross.Slate1|Rottenstrich|Kay|Anderson|Miyamoto|Bauer|Alter|Hauser,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,12,Secondary,all,TRUE
4650,Yes,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,1,43.834,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Alter|Rottenstrich|Huang|Kay|Critcher|Ross.Slate1|VanLange|Bauer|Miyamoto|Anderson|Hauser,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five,12,Secondary,all,TRUE
4652,No,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,2,127.569,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Ross.Slate1|Critcher|Alter|Miyamoto|VanLange|Rottenstrich|Bauer|Huang|Graham|Kay|Anderson,ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,1,Secondary,all,TRUE
4660,Yes,SideEffect,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,1,64.169,1,,,,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Kay|Bauer|Miyamoto|Critcher|Ross.Slate1|Rottenstrich|Graham|VanLange|Huang|Alter|Hauser,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,12,Secondary,all,TRUE
4578,Yes,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,1,27.026,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Miyamoto|Alter|Ross.Slate1|Huang|Kay|Bauer|Rottenstrich|Critcher|VanLange|Graham|Hauser,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection,12,Secondary,all,TRUE
4579,Yes,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,1,25.613,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Huang|VanLange|Anderson|Kay|Ross.Slate1|Hauser|Rottenstrich|Critcher|Graham|Miyamoto|Alter,ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,7,Secondary,all,TRUE
4592,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,33.281,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Anderson|Graham|Alter|Kay|Rottenstrich|Ross.Slate1|Huang|VanLange|Miyamoto|Critcher|Bauer,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Secondary,all,TRUE
4601,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,40.064,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Rottenstrich|Hauser|Graham|Huang|Anderson|Miyamoto|VanLange|Alter|Bauer|Kay|Ross.Slate1,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,3,Secondary,all,TRUE
4604,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,54.906,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Kay|Hauser|Huang|Alter|Critcher|Ross.Slate1|Rottenstrich|Anderson|Graham|VanLange|Bauer,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE,3,Secondary,all,TRUE
4608,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,29.359,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Hauser|Ross.Slate1|Alter|VanLange|Rottenstrich|Huang|Anderson|Kay|Graham|Bauer|Critcher,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,2,Secondary,all,TRUE
4610,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,26.089,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Kay|Miyamoto|VanLange|Hauser|Graham|Anderson|Critcher|Bauer|Rottenstrich|Huang|Ross.Slate1,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,5,Secondary,all,TRUE
4616,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,25.027,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Huang|Ross.Slate1|Hauser|Kay|Alter|Anderson|Bauer|Critcher|Graham|VanLange|Rottenstrich,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,4,Secondary,all,TRUE
4621,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,39.874,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Rottenstrich|Huang|Ross.Slate1|Graham|Hauser|Critcher|Alter|Bauer|VanLange|Kay|Miyamoto,ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,6,Secondary,all,TRUE
4625,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,39.843,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Miyamoto|Anderson|Alter|Hauser|Rottenstrich|Graham|VanLange|Ross.Slate1|Bauer|Huang|Kay,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,5,Secondary,all,TRUE
4628,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,43.081,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|Alter|Ross.Slate1|Rottenstrich|Kay|Hauser|Graham|VanLange|Huang|Miyamoto|Anderson,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,7,Secondary,all,TRUE
4629,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,63.947,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Alter|VanLange|Huang|Miyamoto|Anderson|Kay|Graham|Hauser|Critcher|Ross.Slate1|Bauer,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,9,Secondary,all,TRUE
4635,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,52.16,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Alter|VanLange|Miyamoto|Kay|Critcher|Rottenstrich|Graham|Hauser|Huang|Anderson|Ross.Slate1,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,9,Secondary,all,TRUE
4636,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,43.098,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Miyamoto|Rottenstrich|Anderson|Graham|Kay|Bauer|Hauser|VanLange|Huang|Ross.Slate1|Alter,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,8,Secondary,all,TRUE
4639,Yes,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,1,33.328,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Hauser|Rottenstrich|Huang|VanLange|Miyamoto|Graham|Kay|Anderson|Bauer|Critcher|Alter,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,2,Secondary,all,TRUE
4654,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,41.705,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Bauer|Huang|Critcher|Ross.Slate1|Rottenstrich|Hauser|VanLange|Alter|Anderson|Graham|Kay,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,7,Secondary,all,TRUE
4656,No,GreaterGood,ML2_Slate1_UAEEng_Inlab_execution_legal_r.csv,aus,,,,2,36.814,1,aus,aus,aus,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,legal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Miyamoto|VanLange|Ross.Slate1|Hauser|Rottenstrich|Huang|Critcher|Graham|Kay|Bauer,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,6,Secondary,all,TRUE
5391,Yes,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,1,30.467,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",VanLange|Kay|Anderson|Graham|Critcher|Hauser|Inbar|Miyamoto|Bauer|Alter|Ross.Slate1|Rottenstrich|Huang,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,6,Secondary,all,TRUE
5458,Yes,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,1,25.731,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",VanLange|Graham|Inbar|Alter|Anderson|Kay|Critcher|Bauer|Huang|Rottenstrich|Miyamoto|Hauser|Ross.Slate1,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,12,Secondary,all,TRUE
5480,Yes,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,1,32.426,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Anderson|Critcher|Bauer|Ross.Slate1|Alter|Inbar|Miyamoto|VanLange|Hauser|Graham|Rottenstrich|Kay|Huang,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,9,Secondary,all,TRUE
5482,No,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,2,30.565,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Bauer|Hauser|Anderson|Ross.Slate1|Alter|Miyamoto|Kay|Rottenstrich|Inbar|Graham|Critcher|Huang|VanLange,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,2,Secondary,all,TRUE
5486,Yes,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,1,35.764,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Rottenstrich|Kay|Hauser|Alter|Inbar|Graham|Ross.Slate1|Huang|Miyamoto|VanLange|Critcher|Anderson|Bauer,ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,3,Secondary,all,TRUE
5487,Yes,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,1,32.294,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Kay|Huang|Anderson|Bauer|Ross.Slate1|Hauser|VanLange|Alter|Miyamoto|Rottenstrich|Inbar|Graham|Critcher,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),6,Secondary,all,TRUE
5532,No,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,2,42.477,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Kay|VanLange|Graham|Anderson|Critcher|Bauer|Rottenstrich|Miyamoto|Ross.Slate1|Huang|Hauser|Inbar|Alter,ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,11,Secondary,all,TRUE
5542,No,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,2,36.949,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Alter|Bauer|Huang|Graham|VanLange|Miyamoto|Ross.Slate1|Kay|Inbar|Rottenstrich|Critcher|Hauser|Anderson,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,12,Secondary,all,TRUE
5586,Yes,SideEffect,ML2_Slate1_USEng_Inlab_execution_legal_DEPLOY__pencilpaper_r.csv,bc,1,32.003,1,,,,bc,bc,bc,USA,"American University of Sharjah, United Arab Emirates",English,1,legal,Yes,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Graham|Kay|Bauer|Ross.Slate1|Hauser|Anderson|Inbar|Miyamoto|Critcher|Rottenstrich|Huang|VanLange|Alter,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),5,Secondary,all,TRUE
