"","Participant_ID","referrer","SRCondition","SRMeetingResponse","SRTFCorrect","age","year","Genderfactor","ethnicity","AttentionCheck"
"457","44","MiamiUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Fail"
"458","45","MiamiUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Fail"
"462","49","MiamiUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"463","50","MiamiUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"465","52","MiamiUniversity","object-centric","Ego-Consistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"468","55","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"470","57","MiamiUniversity","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Fail"
"471","58","MiamiUniversity","object-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"472","61","MiamiUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Pass"
"473","62","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"475","64","MiamiUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"479","68","MiamiUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"480","69","MiamiUniversity","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"481","7","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","First-year","Male","Latino or Hispanic","Pass"
"482","70","MiamiUniversity","object-centric","Ego-Consistent","Yes","19","First-year","Male","White, non-Hispanic or latino","Fail"
"485","73","MiamiUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","Latino or Hispanic","Pass"
"486","74","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Fail"
"487","75","MiamiUniversity","object-centric","Ego-Inconsistent","Yes","19","First-year","Male","White, non-Hispanic or latino","Fail"
"491","79","MiamiUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"492","8","MiamiUniversity","ego-centric","Ego-Consistent","Yes","21","Junior","Female","Asian-American","Fail"
"493","80","MiamiUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Multiracial","Pass"
"495","82","MiamiUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Fail"
"498","85","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","First-year","Male","Asian-American",NA
"499","86","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","First-year","Male","White, non-Hispanic or latino","Fail"
"500","87","MiamiUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"505","91","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"506","92","MiamiUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"507","93","MiamiUniversity","object-centric","Ego-Inconsistent","Yes","21","Senior","Female","White, non-Hispanic or latino","Fail"
"508","94","MiamiUniversity","object-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Fail"
"511","97","MiamiUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"512","98","MiamiUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Fail"
