"","Participant_ID","referrer","SRCondition","SRMeetingResponse","SRTFCorrect","age","year","Genderfactor","ethnicity","AttentionCheck"
"3720","7","VirginiaCommonwealthUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3721","70","VirginiaCommonwealthUniversity","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","African-American","Pass"
"3724","73","VirginiaCommonwealthUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"3725","74","VirginiaCommonwealthUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Multiracial","Pass"
"3726","75","VirginiaCommonwealthUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"3731","8","VirginiaCommonwealthUniversity","ego-centric","Ego-Consistent","Yes","43","First-year","Male","White, non-Hispanic or latino","Pass"
"3734","82","VirginiaCommonwealthUniversity","object-centric","Ego-Consistent","Yes","19","First-year","Male","Other","Fail"
"3737","85","VirginiaCommonwealthUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"3738","86","VirginiaCommonwealthUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","Latino or Hispanic","Pass"
"3739","87","VirginiaCommonwealthUniversity","object-centric","Ego-Consistent","Yes","29","Junior","Female","Asian-American","Fail"
"3740","88","VirginiaCommonwealthUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Male","Asian-American","Fail"
"3745","92","VirginiaCommonwealthUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","African-American","Fail"
"3746","93","VirginiaCommonwealthUniversity","object-centric","Ego-Consistent","Yes","19","First-year","Male","White, non-Hispanic or latino","Fail"
"3750","97","VirginiaCommonwealthUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"3751","98","VirginiaCommonwealthUniversity","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
