"","Participant_ID","referrer","SRCondition","SRMeetingResponse","SRTFCorrect","age","year","Genderfactor","ethnicity","AttentionCheck"
"2542","152","TexasAandM","ego-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2547","157","TexasAandM","ego-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2548","158","TexasAandM","ego-centric","Ego-Inconsistent","Yes","20","Sophomore","Male","White, non-Hispanic or latino","Pass"
"2549","159","TexasAandM","object-centric","Ego-Inconsistent","Yes","20","Sophomore","Male","White, non-Hispanic or latino","Fail"
"2550","16","TexasAandM","object-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2551","160","TexasAandM","object-centric","Ego-Inconsistent","Yes","20","Sophomore","Female","White, non-Hispanic or latino",NA
"2554","163","TexasAandM","ego-centric","Ego-Consistent","Yes","20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2555","164","TexasAandM","ego-centric","Ego-Consistent","Yes","20","Junior","Female","Asian-American",NA
"2557","166","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2560","169","TexasAandM","ego-centric","Ego-Inconsistent","Yes","21","Junior","Male","White, non-Hispanic or latino","Fail"
"2562","170","TexasAandM","ego-centric","Ego-Inconsistent","Yes","21","Junior","Male","White, non-Hispanic or latino","Fail"
"2563","171","TexasAandM","object-centric","Ego-Inconsistent","Yes","19","First-year","Male","White, non-Hispanic or latino","Pass"
"2564","172","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","Other","Fail"
"2567","175","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2568","176","TexasAandM","ego-centric","Ego-Inconsistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2569","177","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2570","178","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Male","Latino or Hispanic","Fail"
"2573","180","TexasAandM","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"2575","182","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"2576","183","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Male","Asian-American","Fail"
"2577","184","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","Asian-American","Pass"
"2580","19","TexasAandM","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2581","20","TexasAandM","ego-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2582","21","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Male","African-American","Fail"
"2583","22","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"2586","25","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Male","Latino or Hispanic","Pass"
"2587","26","TexasAandM","ego-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2588","27","TexasAandM","object-centric","Ego-Consistent","Yes","20","Junior","Male","Latino or Hispanic","Pass"
"2589","28","TexasAandM","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","Native American and Alaska Native","Fail"
"2592","31","TexasAandM","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2593","32","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2594","33","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","Latino or Hispanic","Fail"
"2595","34","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","Latino or Hispanic","Fail"
"2598","37","TexasAandM","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","African-American","Fail"
"2599","38","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2600","39","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2601","40","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2604","43","TexasAandM","ego-centric","Ego-Inconsistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2606","45","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Male","Latino or Hispanic","Pass"
"2607","46","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2610","49","TexasAandM","ego-centric","Ego-Consistent","Yes","19","First-year","Female","Asian-American","Pass"
"2611","50","TexasAandM","ego-centric","Ego-Consistent","Yes","21","Senior","Female","Other","Pass"
"2613","52","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Fail"
"2616","55","TexasAandM","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","Native American and Alaska Native","Pass"
"2617","56","TexasAandM","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2618","57","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Fail"
"2619","58","TexasAandM","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","Asian-American","Pass"
"2622","61","TexasAandM","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2623","62","TexasAandM","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"2624","63","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2625","64","TexasAandM","object-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2628","67","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2629","68","TexasAandM","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"2630","69","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2631","7","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2632","70","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2635","73","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2636","74","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Male","Latino or Hispanic","Fail"
"2637","75","TexasAandM","object-centric","Ego-Inconsistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Pass"
"2638","76","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"2641","79","TexasAandM","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Fail"
"2642","8","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2643","80","TexasAandM","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"2644","81","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2645","82","TexasAandM","object-centric","Ego-Consistent","Yes","19","First-year","Female","White, non-Hispanic or latino","Fail"
"2648","85","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Multiracial","Fail"
"2649","86","TexasAandM","ego-centric","Ego-Consistent","Yes","21","Senior","Female","Latino or Hispanic","Pass"
"2650","87","TexasAandM","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Pass"
"2651","88","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Male","Latino or Hispanic","Fail"
"2653","9","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2655","91","TexasAandM","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","Latino or Hispanic","Pass"
"2656","92","TexasAandM","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2657","93","TexasAandM","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"2661","97","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2662","98","TexasAandM","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2663","99","TexasAandM","object-centric","Ego-Consistent","Yes","21","Junior","Male","Asian-American","Fail"
