"","Participant_ID","referrer","SRCondition","SRMeetingResponse","SRTFCorrect","age","year","Genderfactor","ethnicity","AttentionCheck"
"2717","28","UCDavis","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2719","3","UCDavis","object-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"2721","31","UCDavis","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","Asian-American","Pass"
"2722","32","UCDavis","ego-centric","Ego-Consistent","Yes","26","Junior","Male","Latino or Hispanic","Pass"
"2723","33","UCDavis","object-centric","Ego-Consistent","Yes","20","Junior","Female","Other","Fail"
"2724","34","UCDavis","object-centric","Ego-Inconsistent","Yes","22","Other","Female","Multiracial","Pass"
"2727","37","UCDavis","ego-centric","Ego-Consistent","Yes","18","First-year","Male","Asian-American","Fail"
"2728","38","UCDavis","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2729","39","UCDavis","object-centric","Ego-Consistent","Yes","19","Sophomore","Male","Latino or Hispanic","Fail"
"2734","43","UCDavis","ego-centric","Ego-Inconsistent","Yes","24","Senior","Female","Other","Fail"
"2735","44","UCDavis","ego-centric","Ego-Consistent","Yes","23","Senior","Male","Asian-American","Fail"
"2736","45","UCDavis","object-centric","Ego-Inconsistent","Yes","20","Sophomore","Female","Multiracial","Pass"
"2740","49","UCDavis","ego-centric","Ego-Consistent","Yes","20","Senior","Male","Asian-American",NA
"2742","50","UCDavis","ego-centric","Ego-Consistent","Yes","20","Junior","Female","Asian-American","Pass"
"2747","55","UCDavis","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"2748","56","UCDavis","ego-centric","Ego-Consistent","Yes","19","Junior","Female","Latino or Hispanic","Pass"
"2749","57","UCDavis","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","Asian-American","Pass"
"2750","58","UCDavis","object-centric","Ego-Inconsistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Pass"
"2754","61","UCDavis","ego-centric","Ego-Inconsistent","Yes","21","Junior","Male","Asian-American","Fail"
"2755","62","UCDavis","ego-centric","Ego-Consistent","Yes","21","Junior","Female","Asian-American","Pass"
"2756","63","UCDavis","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"2757","64","UCDavis","object-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"2760","67","UCDavis","ego-centric","Ego-Consistent","Yes","21","Senior","Female","Asian-American","Pass"
"2761","68","UCDavis","ego-centric","Ego-Consistent","Yes","23","Senior","Female","Latino or Hispanic","Fail"
"2763","7","UCDavis","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"2764","70","UCDavis","object-centric","Ego-Consistent","Yes","19","Junior","Female","Asian-American","Pass"
"2767","73","UCDavis","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Fail"
"2768","74","UCDavis","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Asian-American","Pass"
"2769","75","UCDavis","object-centric","Ego-Consistent","Yes","21","Senior","Female","Asian-American","Fail"
"2770","76","UCDavis","object-centric","Ego-Consistent","Yes","we","Other","Male","Asian-American","Fail"
"2773","79","UCDavis","ego-centric","Ego-Consistent","Yes","20","Junior","Male","Asian-American","Fail"
"2774","8","UCDavis","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2775","80","UCDavis","ego-centric","Ego-Consistent","Yes","21","Senior","Female","Asian-American","Pass"
"2776","81","UCDavis","object-centric","Ego-Inconsistent","Yes",NA,"Senior","Female",NA,"Pass"
"2777","82","UCDavis","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","Asian-American","Pass"
"2780","85","UCDavis","ego-centric","Ego-Inconsistent","Yes","21","Senior","Male","Asian-American","Pass"
"2781","86","UCDavis","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Pass"
"2787","91","UCDavis","ego-centric","Ego-Consistent","Yes","21","Senior","Female","Asian-American","Pass"
"2790","92","UCDavis","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"2791","93","UCDavis","object-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2792","94","UCDavis","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","Other","Pass"
"2795","97","UCDavis","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","Asian-American","Fail"
"2796","98","UCDavis","ego-centric","Ego-Inconsistent","Yes","20","Sophomore","Male","Latino or Hispanic","Pass"
"2797","99","UCDavis","object-centric","Ego-Inconsistent","Yes","21","Junior","Female","Multiracial","Pass"
