"","Participant_ID","referrer","SRCondition","SRMeetingResponse","SRTFCorrect","age","year","Genderfactor","ethnicity","AttentionCheck"
"2859","14","UCRiverside","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2860","140","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"2862","142","UCRiverside","object-centric","Ego-Consistent","Yes","19","First-year","Female","Other","Fail"
"2872","151","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","African-American","Pass"
"2873","152","UCRiverside","ego-centric","Ego-Inconsistent","Yes","22","Junior","Female","Other","Fail"
"2874","153","UCRiverside","object-centric","Ego-Consistent","Yes","20","Sophomore","Male","Latino or Hispanic","Fail"
"2878","157","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Asian-American","Fail"
"2879","158","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Other","Pass"
"2886","164","UCRiverside","ego-centric","Ego-Consistent","Yes","20","Sophomore","Female","Latino or Hispanic","Pass"
"2888","166","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Fail"
"2891","169","UCRiverside","ego-centric","Ego-Consistent","Yes","19","First-year","Female","Asian-American","Pass"
"2893","170","UCRiverside","ego-centric","Ego-Consistent","Yes","20","Junior","Female","Asian-American","Pass"
"2894","171","UCRiverside","object-centric","Ego-Consistent","Yes","20","Junior","Female","Other","Fail"
"2898","175","UCRiverside","ego-centric","Ego-Consistent","Yes","25","Junior","Female","Latino or Hispanic","Pass"
"2900","177","UCRiverside","object-centric","Ego-Consistent","Yes","19","First-year","Female","Asian-American","Fail"
"2901","178","UCRiverside","object-centric","Ego-Consistent","Yes","21","Junior","Male","Asian-American","Pass"
"2905","181","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Asian-American","Pass"
"2906","182","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","African-American","Pass"
"2908","184","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"2911","187","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Other","Fail"
"2912","188","UCRiverside","ego-centric","Ego-Consistent","Yes","22","Senior","Male","Multiracial","Pass"
"2913","189","UCRiverside","object-centric","Ego-Consistent","Yes","26","Junior","Male","White, non-Hispanic or latino","Pass"
"2915","190","UCRiverside","object-centric","Ego-Consistent","Yes","19","Sophomore","Male","Asian-American","Fail"
"2919","194","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"2920","195","UCRiverside","object-centric","Ego-Consistent","Yes","18","Sophomore","Female","Asian-American","Fail"
"2924","199","UCRiverside","ego-centric","Ego-Inconsistent","Yes","22","Other","Female","Asian-American","Pass"
"2925","20","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2927","201","UCRiverside","object-centric","Ego-Consistent","Yes","42","First-year","Female","White, non-Hispanic or latino",NA
"2928","202","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2931","205","UCRiverside","ego-centric","Ego-Consistent","Yes","21","Junior","Female","Multiracial","Pass"
"2933","207","UCRiverside","object-centric","Ego-Inconsistent","Yes","19","Junior","Male","Asian-American","Pass"
"2934","208","UCRiverside","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"2938","211","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2939","212","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2941","214","UCRiverside","object-centric","Ego-Consistent","Yes","19","Sophomore","Male","Asian-American","Fail"
"2944","217","UCRiverside","ego-centric","Ego-Consistent","Yes","20","Junior","Male","Asian-American","Pass"
"2945","218","UCRiverside","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","Asian-American","Pass"
"2946","219","UCRiverside","object-centric","Ego-Inconsistent","Yes","20","Junior","Male","Asian-American","Pass"
"2947","22","UCRiverside","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Pass"
"2951","223","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Asian-American","Fail"
"2952","224","UCRiverside","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","Latino or Hispanic","Pass"
"2954","226","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"2957","229","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","Asian-American","Pass"
"2959","230","UCRiverside","ego-centric","Ego-Consistent","Yes","19","First-year","Male","Asian-American","Fail"
"2964","235","UCRiverside","ego-centric","Ego-Inconsistent","Yes","21","Senior","Male","Asian-American","Pass"
"2965","236","UCRiverside","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","Asian-American","Fail"
"2966","237","UCRiverside","object-centric","Ego-Consistent","Yes","21","Senior","Female","Latino or Hispanic","Pass"
"2967","238","UCRiverside","object-centric","Ego-Inconsistent","Yes","22","Senior","Male","Asian-American","Fail"
"2972","242","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Male","African-American","Pass"
"2973","243","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Male","Latino or Hispanic","Fail"
"2974","244","UCRiverside","object-centric","Ego-Inconsistent","Yes","21","Senior","Male","White, non-Hispanic or latino","Fail"
"2977","247","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"2979","249","UCRiverside","object-centric","Ego-Inconsistent","Yes","18","First-year","Male","Asian-American","Pass"
"2980","25","UCRiverside","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","Asian-American","Fail"
"2981","26","UCRiverside","ego-centric","Ego-Consistent","Yes","21","Junior","Female","Latino or Hispanic","Pass"
"2983","28","UCRiverside","object-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2986","31","UCRiverside","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","Asian-American","Fail"
"2987","32","UCRiverside","ego-centric","Ego-Consistent","Yes","21","Senior","Male","Latino or Hispanic","Pass"
"2989","34","UCRiverside","object-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"2992","37","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Male","Asian-American","Pass"
"2993","38","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Asian-American","Fail"
"2995","40","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Fail"
"2997","43","UCRiverside","ego-centric","Ego-Consistent","Yes","21","Junior","Female","White, non-Hispanic or latino","Pass"
"2998","44","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"2999","45","UCRiverside","object-centric","Ego-Consistent","Yes","21","Senior","Male","Asian-American","Pass"
"3000","46","UCRiverside","object-centric","Ego-Inconsistent","Yes","23","First-year","Male","Other","Pass"
"3003","49","UCRiverside","ego-centric","Ego-Inconsistent","Yes","20","Junior","Male","Asian-American","Fail"
"3004","50","UCRiverside","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"3005","51","UCRiverside","object-centric","Ego-Consistent","Yes","20","Junior","Female","Latino or Hispanic","Fail"
"3009","55","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"3010","56","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Multiracial","Fail"
"3011","57","UCRiverside","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3015","61","UCRiverside","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Fail"
"3016","62","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","Other","Pass"
"3021","67","UCRiverside","ego-centric","Ego-Consistent","Yes","21","Senior","Male","Latino or Hispanic","Fail"
"3022","68","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Fail"
"3023","69","UCRiverside","object-centric","Ego-Inconsistent","Yes","22","Junior","Female","Asian-American","Pass"
"3024","7","UCRiverside","ego-centric","Ego-Inconsistent","Yes","22","Junior","Male","White, non-Hispanic or latino","Pass"
"3025","70","UCRiverside","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","Multiracial","Fail"
"3029","74","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Fail"
"3030","75","UCRiverside","ego-centric","Ego-Consistent","Yes","20","Junior","Male","Latino or Hispanic","Pass"
"3031","76","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Pass"
"3036","80","UCRiverside","ego-centric","Ego-Consistent","Yes","25","Senior","Male","Asian-American","Fail"
"3041","85","UCRiverside","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Latino or Hispanic","Pass"
"3042","86","UCRiverside","ego-centric","Ego-Consistent","Yes","22","Junior","Female","Latino or Hispanic","Pass"
"3045","87","UCRiverside","object-centric","Ego-Consistent","Yes","18","First-year","Female","Latino or Hispanic","Fail"
"3048","9","UCRiverside","object-centric","Ego-Inconsistent","Yes","23","Junior","Male","Latino or Hispanic","Pass"
"3051","92","UCRiverside","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Pass"
"3052","93","UCRiverside","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","Latino or Hispanic","Pass"
"3056","97","UCRiverside","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"3057","98","UCRiverside","ego-centric","Ego-Consistent","Yes","21","Junior","Female","White, non-Hispanic or latino","Pass"
"3058","99","UCRiverside","object-centric","Ego-Inconsistent","Yes","22","Junior","Female","Latino or Hispanic","Pass"
