"","Participant_ID","referrer","SRCondition","SRMeetingResponse","SRTFCorrect","age","year","Genderfactor","ethnicity","AttentionCheck"
"592","160","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Male","Other","Pass"
"595","163","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"597","165","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","21","Senior","Female","African-American","Pass"
"598","166","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"601","169","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Multiracial","Pass"
"603","170","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","Native American and Alaska Native","Pass"
"605","172","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","Asian-American","Fail"
"608","175","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","Asian-American","Fail"
"609","176","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","21","Senior","Female","Other","Fail"
"615","181","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Fail"
"616","182","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"618","184","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"621","187","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"622","188","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"623","189","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","21","Senior","Female","Multiracial","Fail"
"624","19","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","African-American","Pass"
"628","193","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","Asian-American","Pass"
"629","194","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"633","198","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"634","199","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"635","2","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"636","20","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Male","White, non-Hispanic or latino","Pass"
"637","200","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"638","201","MichiganStateUniversity","object-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"642","205","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"643","206","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"647","21","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"649","211","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"650","212","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"651","213","MichiganStateUniversity","object-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"655","217","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"656","218","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"657","219","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","21","Sophomore","Female","Other","Fail"
"658","22","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Pass"
"659","220","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","20","Junior","Female","Latino or Hispanic","Pass"
"662","223","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","21","Senior","Female","Asian-American","Pass"
"663","224","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"664","225","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","21","Senior","Female","African-American","Pass"
"665","226","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","21","Senior","Male","Asian-American","Pass"
"668","229","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"675","235","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","21","First-year","Female","African-American","Fail"
"676","236","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"677","237","MichiganStateUniversity","object-centric","Ego-Consistent","Yes",NA,"First-year","Female","White, non-Hispanic or latino","Fail"
"678","238","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Pass"
"682","241","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","22","Senior","Female","White, non-Hispanic or latino","Pass"
"683","242","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","21","Senior","Female","White, non-Hispanic or latino","Pass"
"684","243","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"688","247","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"689","248","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"690","249","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Fail"
"691","25","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
"692","250","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Female","Other","Fail"
"695","253","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"696","254","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","21","Senior","Female","White, non-Hispanic or latino","Fail"
"697","255","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","21","Junior","Female","White, non-Hispanic or latino","Pass"
"701","259","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year",NA,"White, non-Hispanic or latino","Fail"
"702","26","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"703","260","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","Other","Fail"
"704","261","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","20","Junior","Male","Asian-American","Pass"
"705","262","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Male","Other","Pass"
"708","265","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"709","266","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","21","Junior","Female","White, non-Hispanic or latino","Fail"
"710","267","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"711","268","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"713","27","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","21","Senior","Male","Other","Pass"
"715","271","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","23","Other","Male","White, non-Hispanic or latino","Pass"
"716","272","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"717","273","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Fail"
"718","274","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"721","277","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"722","278","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"723","279","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"728","283","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","20","Sophomore","Female","White, non-Hispanic or latino","Pass"
"734","289","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","Asian-American","Pass"
"736","290","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Other","Female","White, non-Hispanic or latino","Fail"
"737","291","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","21","Senior","Female","White, non-Hispanic or latino","Fail"
"738","292","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"741","295","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"742","296","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","21","Senior","Female","African-American","Fail"
"743","297","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Male","Asian-American","Pass"
"744","298","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","21","Senior","Female",NA,"Fail"
"749","301","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","First-year","Female","Asian-American","Fail"
"750","302","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino",NA
"756","307","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","21","Junior","Male","White, non-Hispanic or latino","Fail"
"757","308","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"760","310","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","21","Junior","Female","Other","Fail"
"763","313","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"764","314","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","21","Sophomore","Male","Other","Pass"
"765","315","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"766","316","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"769","319","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"770","32","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"771","33","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"772","34","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","Latino or Hispanic","Pass"
"775","37","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"776","38","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"778","4","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"780","41","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","19","Junior","Female","White, non-Hispanic or latino","Pass"
"783","44","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"785","46","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"788","49","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"790","50","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Fail"
"797","56","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Fail"
"798","57","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"799","58","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","22 years","Senior","Female","White, non-Hispanic or latino","Fail"
"803","61","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes",NA,NA,NA,NA,NA
"809","67","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"810","68","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"813","70","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","20","Junior","Male","White, non-Hispanic or latino","Fail"
"816","73","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"817","74","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","19","Sophomore","Male","White, non-Hispanic or latino","Pass"
"818","75","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Male","African-American","Fail"
"822","79","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"829","85","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Fail"
"831","87","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes","19","Sophomore","Female","Other","Pass"
"832","88","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","21","Senior","Female","Other","Pass"
"834","9","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","Other","Fail"
"836","91","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Fail"
"838","93","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"839","94","MichiganStateUniversity","object-centric","Ego-Consistent","Yes","18","First-year","Female","White, non-Hispanic or latino","Pass"
"842","97","MichiganStateUniversity","ego-centric","Ego-Consistent","Yes","19","Sophomore","Female","White, non-Hispanic or latino","Pass"
"843","98","MichiganStateUniversity","ego-centric","Ego-Inconsistent","Yes","20","Junior","Female","White, non-Hispanic or latino","Pass"
"844","99","MichiganStateUniversity","object-centric","Ego-Inconsistent","Yes",NA,NA,NA,NA,NA
