"","session_id","referrer","scalesgroup","scales"
"2834",2482713,"oxy","high category scale","less than 2 1/2 hrs"
"2835",2482718,"oxy","low category scale","less than 2 1/2 hrs"
"2836",2482744,"oxy","low category scale","less than 2 1/2 hrs"
"2837",2482764,"oxy","low category scale","more than 2 1/2 hrs"
"2838",2482785,"oxy","high category scale","less than 2 1/2 hrs"
"2839",2482886,"oxy","high category scale","less than 2 1/2 hrs"
"2840",2482887,"oxy","low category scale","less than 2 1/2 hrs"
"2841",2482889,"oxy","low category scale","less than 2 1/2 hrs"
"2843",2483379,"oxy","low category scale","less than 2 1/2 hrs"
"2844",2483385,"oxy","low category scale","less than 2 1/2 hrs"
"2845",2484212,"oxy","low category scale","less than 2 1/2 hrs"
"2846",2484256,"oxy","low category scale","less than 2 1/2 hrs"
"2847",2484273,"oxy","low category scale","less than 2 1/2 hrs"
"2848",2484301,"oxy","low category scale","less than 2 1/2 hrs"
"2849",2484312,"oxy","low category scale","less than 2 1/2 hrs"
"2850",2484316,"oxy","high category scale","less than 2 1/2 hrs"
"2851",2484345,"oxy","low category scale","less than 2 1/2 hrs"
"2852",2484429,"oxy","high category scale","less than 2 1/2 hrs"
"2853",2484440,"oxy","high category scale","less than 2 1/2 hrs"
"2854",2484486,"oxy","low category scale","less than 2 1/2 hrs"
"2856",2484532,"oxy","high category scale","less than 2 1/2 hrs"
"2858",2484634,"oxy","high category scale","less than 2 1/2 hrs"
"2859",2484656,"oxy","low category scale","less than 2 1/2 hrs"
"2860",2484661,"oxy","low category scale","less than 2 1/2 hrs"
"2861",2484737,"oxy","low category scale","less than 2 1/2 hrs"
"2862",2484741,"oxy","high category scale","less than 2 1/2 hrs"
"2863",2484870,"oxy","low category scale","less than 2 1/2 hrs"
"2864",2484875,"oxy","low category scale","less than 2 1/2 hrs"
"2865",2485179,"oxy","high category scale","less than 2 1/2 hrs"
"2866",2485308,"oxy","high category scale","more than 2 1/2 hrs"
"2869",2485328,"oxy","high category scale","less than 2 1/2 hrs"
"2870",2485335,"oxy","low category scale","less than 2 1/2 hrs"
"2871",2485350,"oxy","high category scale","less than 2 1/2 hrs"
"2872",2485352,"oxy","low category scale","less than 2 1/2 hrs"
"2873",2485378,"oxy","high category scale","less than 2 1/2 hrs"
"2874",2485381,"oxy","low category scale","less than 2 1/2 hrs"
"2875",2485408,"oxy","high category scale","less than 2 1/2 hrs"
"2876",2485423,"oxy","high category scale","more than 2 1/2 hrs"
"2877",2485616,"oxy","high category scale","less than 2 1/2 hrs"
"2878",2486362,"oxy","low category scale","less than 2 1/2 hrs"
"2880",2486468,"oxy","low category scale","less than 2 1/2 hrs"
"2881",2486681,"oxy","low category scale","less than 2 1/2 hrs"
"2883",2486705,"oxy","high category scale","more than 2 1/2 hrs"
"2884",2486762,"oxy","low category scale","less than 2 1/2 hrs"
"2885",2487006,"oxy","low category scale","less than 2 1/2 hrs"
"2887",2487040,"oxy","high category scale","more than 2 1/2 hrs"
"2888",2487042,"oxy","low category scale","less than 2 1/2 hrs"
"2890",2487074,"oxy","high category scale","less than 2 1/2 hrs"
"2891",2487113,"oxy","high category scale","less than 2 1/2 hrs"
"2892",2487115,"oxy","low category scale","less than 2 1/2 hrs"
"2893",2487152,"oxy","low category scale","less than 2 1/2 hrs"
"2895",2487188,"oxy","low category scale","less than 2 1/2 hrs"
"2896",2487191,"oxy","high category scale","less than 2 1/2 hrs"
"2897",2487196,"oxy","high category scale","less than 2 1/2 hrs"
"2898",2487219,"oxy","high category scale","less than 2 1/2 hrs"
"2899",2487225,"oxy","high category scale","less than 2 1/2 hrs"
"2900",2487227,"oxy","low category scale","less than 2 1/2 hrs"
"2901",2487255,"oxy","high category scale","more than 2 1/2 hrs"
"2902",2487257,"oxy","high category scale","less than 2 1/2 hrs"
"2903",2487268,"oxy","high category scale","more than 2 1/2 hrs"
"2904",2487272,"oxy","high category scale","less than 2 1/2 hrs"
"2906",2496938,"oxy","high category scale","less than 2 1/2 hrs"
