"","session_id","referrer","scalesgroup","scales"
"6046",2465656,"wisc","low category scale","less than 2 1/2 hrs"
"6047",2465659,"wisc","high category scale","more than 2 1/2 hrs"
"6048",2465663,"wisc","high category scale","less than 2 1/2 hrs"
"6049",2465664,"wisc","low category scale","less than 2 1/2 hrs"
"6050",2465666,"wisc","high category scale","more than 2 1/2 hrs"
"6051",2465667,"wisc","low category scale","less than 2 1/2 hrs"
"6052",2465671,"wisc","high category scale","less than 2 1/2 hrs"
"6053",2465672,"wisc","low category scale","less than 2 1/2 hrs"
"6054",2465677,"wisc","high category scale","less than 2 1/2 hrs"
"6055",2465714,"wisc","low category scale","less than 2 1/2 hrs"
"6056",2465716,"wisc","high category scale","less than 2 1/2 hrs"
"6059",2477365,"wisc","low category scale","less than 2 1/2 hrs"
"6060",2477368,"wisc","low category scale","less than 2 1/2 hrs"
"6061",2477371,"wisc","high category scale","more than 2 1/2 hrs"
"6062",2477374,"wisc","low category scale","less than 2 1/2 hrs"
"6063",2477375,"wisc","high category scale","less than 2 1/2 hrs"
"6064",2477418,"wisc","low category scale","less than 2 1/2 hrs"
